# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Oct 12 22:07:48 BST 2020 [seed=1602536834444]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
27000	-137533.03260543023	-334.64996258251756	-137198.38264284772	77.7225994044176	1942.2774005955823	608.8632108360637	76.37168881350944	0.0021488643499412963	0.002148864349941298	-137198.38264284772	0.0	-334.71082583734716
28000	-137512.39913486628	-334.2128918425921	-137178.1862430237	77.75982579472561	1942.2401742052743	612.9792744827396	65.00996903625096	0.0021727025619560744	0.002172702561956075	-137178.1862430237	0.0	-334.40922192738515
29000	-137503.17258570573	-337.46625029419323	-137165.70633541155	79.8251338591271	1940.1748661408728	633.1579118016012	55.70165836323513	0.002130812158330541	0.0021308121583305402	-137165.70633541155	0.0	-337.8257208219004
30000	-137500.0152714784	-339.32608106249177	-137160.6891904159	80.28860122104074	1939.7113987789592	639.7184548969869	53.93336899431929	0.002130812158330541	0.0021308121583305402	-137160.6891904159	0.0	-339.70898700195596
31000	-137482.38393590672	-339.48175012830666	-137142.90218577842	81.67150029723751	1938.3284997027624	653.2403107495865	75.97532460260096	0.0020442401976513568	0.002044240197651356	-137142.90218577842	0.0	-339.5809335581113
32000	-137473.8440325795	-339.4627732261268	-137134.3812593534	82.105446760154	1937.8945532398461	657.974586977411	68.71879874176902	0.002047243242233028	0.002047243242233027	-137134.3812593534	0.0	-339.6535651892558
33000	-137453.2030663463	-341.1727325944225	-137112.03033375187	84.84968115786744	1935.1503188421325	671.9262055631397	65.49658471268508	0.00199023276097116	0.0019902327609711595	-137112.03033375187	0.0	-341.44590620630936
34000	-137459.5752475267	-340.87208655488445	-137118.7031609718	86.37503237668957	1933.6249676233103	670.4656007626321	79.11370264772283	0.0020101141318245863	0.0020101141318245863	-137118.7031609718	0.0	-340.9398912282824
35000	-137446.05955526623	-342.2709635529119	-137103.78859171332	86.93726266370741	1933.0627373362927	683.0378610514981	73.24129106914347	0.0019071019589514211	0.0019071019589514213	-137103.78859171332	0.0	-342.4965768094027
36000	-137435.0074677868	-346.6211819063937	-137088.3862858804	88.77003717456137	1931.2299628254386	712.9845644167626	69.136747786365	0.0018920938434891761	0.0018920938434891766	-137088.3862858804	0.0	-346.8834623537608
37000	-137434.219767897	-345.4989138122695	-137088.72085408474	88.7058935304034	1931.2941064695965	708.2328625903616	82.48697817691878	0.0018920938434891761	0.0018920938434891755	-137088.72085408474	0.0	-345.59028746519425
38000	-137437.88876584644	-348.44988605408435	-137089.43887979235	88.07218276483543	1931.9278172351646	719.6903414889072	67.16141065964547	0.0018920938434891761	0.0018920938434891755	-137089.43887979235	0.0	-348.7331467342017
39000	-137416.35080160666	-350.0746921520482	-137066.2761094546	90.30822207292339	1929.6917779270766	734.4767381745979	67.78538553171843	0.0018238526443348283	0.0018238526443348294	-137066.2761094546	0.0	-350.3993845001884
40000	-137405.28988613837	-350.19391338391796	-137055.09597275447	92.17206680469226	1927.8279331953077	742.9139574920572	71.03780153648025	0.0018082406361469418	0.0018082406361469435	-137055.09597275447	0.0	-350.47795966478293
41000	-137396.51287463293	-355.1380411900686	-137041.37483344285	94.32428841153173	1925.6757115884682	776.596902516296	90.31975938608204	0.0017520817673606776	0.0017520817673606782	-137041.37483344285	0.0	-355.2025947405751
42000	-137396.31025916364	-356.0130730878627	-137040.29718607577	96.3857366514401	1923.61426334856	783.1623222490102	70.50675856840964	0.0016825848576338396	0.0016825848576338398	-137040.29718607577	0.0	-356.3926445314652
43000	-137366.21776590406	-357.42795585734166	-137008.78981004673	97.57365540977614	1922.4263445902238	805.3651582084402	79.21712896955724	0.0016685123224161498	0.0016685123224161496	-137008.78981004673	0.0	-357.6831960044693
44000	-137355.0558346135	-355.45163983905513	-136999.60419477444	97.97063548954323	1922.0293645104568	799.3872718706175	92.91073357008598	0.0016573784164147151	0.001657378416414714	-136999.60419477444	0.0	-355.5659303653919
45000	-137346.85782106224	-355.6805443963045	-136991.17727666593	99.9923164161123	1920.0076835838877	807.1586144149167	80.51711442073064	0.0016573784164147151	0.0016573784164147154	-136991.17727666593	0.0	-355.929961618593
46000	-137343.68064562973	-356.5364544499696	-136987.14419117977	103.56520518101266	1916.4347948189873	824.6195146797693	94.76961929238703	0.001633837925240716	0.0016338379252407165	-136987.14419117977	0.0	-356.63121876480227
47000	-137350.84333315425	-356.7162458067351	-136994.1270873475	101.28486319701696	1918.7151368029831	814.8851961910309	105.60444147210424	0.0016014873206263384	0.0016014873206263388	-136994.1270873475	0.0	-356.74908699751353
48000	-137340.95987763125	-355.7248315903139	-136985.23504604094	104.28302754483869	1915.7169724551613	825.4173411838261	96.6004753041739	0.001573798211437313	0.0015737982114373138	-136985.23504604094	0.0	-355.8679188830428
49000	-137326.45232206362	-360.54584221596184	-136965.90647984765	105.25738277797248	1914.7426172220275	853.0368369007796	116.09352239329503	0.0015601228091900999	0.0015601228091900999	-136965.90647984765	0.0	-360.4941356872372
50000	-137337.6979948581	-359.09754796858397	-136978.60044688953	108.81677912861882	1911.183220871381	862.4529288916265	94.03726398000458	0.0015598952282819415	0.0015598952282819406	-136978.60044688953	0.0	-359.24761428501677
51000	-137338.74384228777	-359.9181253672285	-136978.82571692055	108.67652589885142	1911.3234741011486	865.9291270740289	79.48371706856418	0.0015054423534515684	0.0015054423534515686	-136978.82571692055	0.0	-360.2978376410031
52000	-137318.89584310228	-360.33997413516244	-136958.55586896712	109.36697369995241	1910.6330263000475	875.7031493495462	97.86421656125205	0.0015054423534515684	0.00150544235345157	-136958.55586896712	0.0	-360.50255544170005
53000	-137337.96135467838	-365.30630322533324	-136972.65505145304	112.95172175217893	1907.0482782478211	900.2187547474026	79.7733812380204	0.0014673609113486884	0.0014673609113486888	-136972.65505145304	0.0	-365.6972663820232
54000	-137328.8387211973	-362.9477721390095	-136965.8909490583	110.06093361706832	1909.9390663829317	893.1013446081145	107.30785532207618	0.0014842308541812479	0.0014842308541812472	-136965.8909490583	0.0	-363.0279160918237
55000	-137317.27447342212	-363.9646624707067	-136953.3098109514	111.92851418492057	1908.0714858150795	903.7109118228798	109.36002627349622	0.0014834470789024407	0.0014834470789024399	-136953.3098109514	0.0	-364.01699293953766
56000	-137310.20031318482	-363.18266422174133	-136947.01764896308	111.69843780174486	1908.3015621982552	893.4495850867039	111.6022770654393	0.0014585110267351846	0.001458511026735185	-136947.01764896308	0.0	-363.2549663122399
57000	-137306.6636611339	-364.6380526084791	-136942.02560852544	111.77059291249523	1908.2294070875048	910.7198446198631	97.21038077508987	0.0014612376587632805	0.0014612376587632802	-136942.02560852544	0.0	-364.8293854360289
58000	-137307.1662969496	-364.98926347690735	-136942.1770334727	114.37110366164657	1905.6288963383533	915.5404672066196	86.30152659603303	0.0014378023009157404	0.0014378023009157402	-136942.1770334727	0.0	-365.32476209459566
59000	-137301.35389274664	-366.14202634235085	-136935.21186640428	115.7867558571965	1904.2132441428034	930.1887210142518	114.49186986603705	0.001413231968952034	0.0014132319689520345	-136935.21186640428	0.0	-366.21321690302545
60000	-137294.75880538428	-368.1743799058868	-136926.5844254784	116.05110846048098	1903.948891539519	939.7759423145512	127.1443542001126	0.0014209022197770095	0.00142090221977701	-136926.5844254784	0.0	-368.12241451758615
61000	-137295.7175454629	-367.7098150535653	-136928.00773040933	116.5767951124588	1903.4232048875413	945.869151621552	86.23947210438264	0.0013982697494688415	0.0013982697494688413	-136928.00773040933	0.0	-368.0700538740317
62000	-137299.28331911558	-368.63383511624875	-136930.64948399932	119.44682954939539	1900.5531704506045	961.2903362322448	99.36043797482843	0.0013789197731665225	0.0013789197731665225	-136930.64948399932	0.0	-368.8645395656242
63000	-137280.00887203286	-368.27169728769206	-136911.73717474518	117.62910458524256	1902.3708954147573	962.984414498066	104.00930418081067	0.0013683402577768136	0.001368340257776814	-136911.73717474518	0.0	-368.4692586401967
64000	-137280.2373337983	-368.21134315997625	-136912.0259906383	121.08191017354198	1898.918089826458	966.0606839254596	91.20444463948779	0.0013672758802681269	0.0013672758802681267	-136912.0259906383	0.0	-368.539083903707
65000	-137293.15826226692	-368.55180148629404	-136924.60646078063	120.07128027867128	1899.9287197213287	973.3396382456292	97.90512748501698	0.001337077581981716	0.001337077581981715	-136924.60646078063	0.0	-368.84300803047165
66000	-137275.33155296018	-371.63697867408814	-136903.69457428608	121.42909318610079	1898.5709068138992	994.5823381520158	115.20022407605761	0.0013427689286697748	0.0013427689286697746	-136903.69457428608	0.0	-371.7401199374947
67000	-137279.08576292545	-369.2906310331894	-136909.79513189226	122.32470267334692	1897.675297326653	990.7863764628182	110.7486192545312	0.0013427689286697748	0.0013427689286697746	-136909.79513189226	0.0	-369.43636617730135
68000	-137278.1086475926	-369.45201478683276	-136908.65663280577	121.98841772216139	1898.0115822778387	983.4072547977612	104.91505235171407	0.0013292291361966582	0.0013292291361966587	-136908.65663280577	0.0	-369.67641498751385
69000	-137282.88008240497	-371.26476108040066	-136911.61532132456	121.26462146578501	1898.735378534215	984.0854651466811	135.1650341464009	0.0013292291361966582	0.0013292291361966574	-136911.61532132456	0.0	-371.2352589825879
70000	-137275.29830965053	-371.20204537802573	-136904.09626427252	120.98674075367084	1899.0132592463292	987.3710254685253	87.73093119023312	0.0013421999720872697	0.0013421999720872697	-136904.09626427252	0.0	-371.58440210301114
71000	-137279.97165032633	-371.52288724230317	-136908.44876308402	122.99383846385473	1897.0061615361453	996.0726163043175	100.8505861020763	0.0013421999720872697	0.0013421999720872706	-136908.44876308402	0.0	-371.7585862875331
72000	-137284.6897042885	-370.5772548446457	-136914.11244944384	120.87113384685867	1899.1288661531414	988.5172968493742	103.9577386372353	0.0013416122987545372	0.0013416122987545374	-136914.11244944384	0.0	-370.7897431418509
73000	-137278.24123428127	-372.3845023310404	-136905.85673195025	124.81135722152594	1895.188642778474	1007.2782877353271	101.24055595149545	0.0013190949784129375	0.0013190949784129362	-136905.85673195025	0.0	-372.6388505337009
74000	-137277.90192331045	-371.6858674968363	-136906.21605581362	126.81032270833418	1893.1896772916657	1019.8888494218645	114.41714408630402	0.0012811742222587148	0.001281174222258714	-136906.21605581362	0.0	-371.8607099166696
75000	-137273.02338036528	-372.03289689196316	-136900.99048347332	128.21904286936513	1891.7809571306348	1027.8312590861535	99.61857918347253	0.0012604412528420534	0.0012604412528420537	-136900.99048347332	0.0	-372.3694121971255
76000	-137274.09286557874	-374.5083459844738	-136899.58451959427	129.17990087089674	1890.8200991291033	1037.9033862823057	104.90896952361135	0.0012787516624296834	0.0012787516624296837	-136899.58451959427	0.0	-374.75908180532053
77000	-137269.2997342648	-375.8088089663766	-136893.49092529842	124.64911047111508	1895.3508895288849	1035.1709796207726	106.54017543385469	0.0012787516624296834	0.001278751662429684	-136893.49092529842	0.0	-376.0462916794452
78000	-137268.7511210683	-374.3953508323322	-136894.35577023594	130.78382789863835	1889.2161721013617	1048.4262739520036	106.4861642343222	0.0012784032043160953	0.0012784032043160953	-136894.35577023594	0.0	-374.6232538221842
79000	-137270.54273136205	-377.8188312846956	-136892.72390007734	130.11735204088242	1889.8826479591175	1072.8304553356782	125.57109873417814	0.0012446972989663605	0.0012446972989663598	-136892.72390007734	0.0	-377.9117043659376
80000	-137260.67048936777	-376.25139962151826	-136884.41908974625	132.79541757486433	1887.2045824251356	1070.193591529299	122.35008209407232	0.0012282802820609553	0.0012282802820609555	-136884.41908974625	0.0	-376.3965180664419
81000	-137266.3337824143	-376.42704870334126	-136889.90673371096	131.10338673447268	1888.8966132655273	1068.751846489137	133.88632466001042	0.0012282802820609553	0.001228280282060955	-136889.90673371096	0.0	-376.48315931474957
82000	-137272.02612245482	-377.5699285994823	-136894.45619385532	135.44691679531303	1884.553083204687	1086.2671845892535	104.40625620389571	0.0012161453293429532	0.0012161453293429534	-136894.45619385532	0.0	-377.87950103707226
83000	-137275.29393015767	-379.72312630707177	-136895.5708038506	133.64165457991862	1886.3583454200814	1093.6065939095288	115.22929430612083	0.0012161453293429532	0.001216145329342953	-136895.5708038506	0.0	-379.92850545767544
84000	-137264.17768274914	-381.57740033239673	-136882.60028241674	131.78176066424723	1888.2182393357527	1098.5444658997776	153.17987140909185	0.00120052415021078	0.00120052415021078	-136882.60028241674	0.0	-381.51796256481475
85000	-137266.2392236342	-379.97583182938007	-136886.26339180482	135.9393342639712	1884.0606657360288	1110.317701546085	123.70810566306805	0.00120052415021078	0.0012005241502107801	-136886.26339180482	0.0	-380.12127811565614
86000	-137269.46508286774	-380.32999350366543	-136889.13508936408	138.43087486421905	1881.569125135781	1113.115633513189	129.06601769117296	0.0011804457170764035	0.0011804457170764044	-136889.13508936408	0.0	-380.4617226525132
87000	-137258.01947894	-382.698320740461	-136875.32115819954	133.8667472296249	1886.133252770375	1124.8583549541315	119.86192903349823	0.0011688306024176902	0.0011688306024176902	-136875.32115819954	0.0	-382.9134283974894
88000	-137260.19272009569	-381.8456600936611	-136878.34706000204	139.63616645018158	1880.3638335498185	1130.508717906732	137.08859014388304	0.001171060712297334	0.0011710607122973349	-136878.34706000204	0.0	-381.9189076222712
89000	-137272.5927273823	-384.36367527118693	-136888.2290521111	139.63338814752765	1880.3666118524723	1151.0540045897876	162.18183359520492	0.0011639499893271858	0.001163949989327186	-136888.2290521111	0.0	-384.2650075077493
90000	-137261.2263999655	-383.63587604667595	-136877.59052391883	142.61059269742478	1877.3894073025751	1167.1204733341367	129.37614453453293	0.0011260912650831382	0.0011260912650831376	-136877.59052391883	0.0	-383.81215170301573
91000	-137254.54963204125	-383.64807702002065	-136870.90155502124	144.20064579081043	1875.7993542091895	1174.0719852075224	132.27571382751665	0.0011428618434119477	0.0011428618434119477	-136870.90155502124	0.0	-383.7702480625167
92000	-137250.95683434047	-384.9141598101195	-136866.04267453036	141.95592728947065	1878.0440727105292	1176.11541015371	111.94894312876411	0.0011428618434119477	0.0011428618434119475	-136866.04267453036	0.0	-385.20171055651167
93000	-137247.49353493343	-383.17731696508304	-136864.31621796836	143.00173973759965	1876.9982602624004	1163.6659077237261	152.75251181930915	0.0011332456131773454	0.0011332456131773457	-136864.31621796836	0.0	-383.178413747831
94000	-137245.81502549496	-383.50557630590487	-136862.30944918905	142.49559810976376	1877.5044018902363	1168.0136538916458	142.74353803666915	0.0011353369958741499	0.0011353369958741488	-136862.30944918905	0.0	-383.56801547659904
95000	-137243.2009107066	-382.11229234360525	-136861.088618363	145.3658922948641	1874.6341077051359	1166.4417393257036	146.2468616128789	0.0011151070799273822	0.0011151070799273832	-136861.088618363	0.0	-382.1841829261371
96000	-137247.4423932974	-381.807081627954	-136865.63531166944	144.53188609377347	1875.4681139062266	1165.6469043179861	120.00642258981709	0.0011182787666778847	0.001118278766677885	-136865.63531166944	0.0	-382.07215128247447
97000	-137252.70483937653	-384.2145657721474	-136868.49027360437	144.3100540522637	1875.6899459477363	1176.4886456808415	163.46750364977788	0.0011182787666778847	0.0011182787666778847	-136868.49027360437	0.0	-384.1630714156057
98000	-137244.946975301	-384.7319836389791	-136860.214991662	149.0450305482116	1870.9549694517884	1193.023766192631	125.59714890623172	0.0010944137684026128	0.0010944137684026122	-136860.214991662	0.0	-384.97176889316006
99000	-137243.76281874694	-385.3633638876326	-136858.39945485932	144.82089340206176	1875.1791065979382	1187.9677887822045	117.95991969564282	0.0010944137684026128	0.0010944137684026128	-136858.39945485932	0.0	-385.66929364515255
100000	-137239.44604702524	-385.9922556532167	-136853.453791372	144.90173242508138	1875.0982675749187	1196.4614161492457	163.53213368369893	0.0011022201603936087	0.001102220160393609	-136853.453791372	0.0	-385.9528935415712
101000	-137233.65765538294	-388.3721985349565	-136845.28545684798	148.21251852391353	1871.7874814760864	1216.0190093058943	175.83893641747795	0.0011022201603936087	0.0011022201603936093	-136845.28545684798	0.0	-388.2468277328534
102000	-137199.71454010755	-384.1153108035039	-136815.59922930406	147.61017872548882	1872.3898212745112	1197.159419356705	146.9924193434941	0.0011045073573928174	0.0011045073573928167	-136815.59922930406	0.0	-384.1783248340553
103000	-137200.57563466506	-384.49215916319497	-136816.08347550186	145.22894925467122	1874.7710507453287	1181.8821838234173	162.37274873498563	0.0011187606114326845	0.001118760611432684	-136816.08347550186	0.0	-384.4428550359056
104000	-137195.00216065248	-384.97504113511144	-136810.02711951738	145.3176067191982	1874.6823932808018	1192.3188586713638	138.02899599654606	0.0011099469853593064	0.001109946985359306	-136810.02711951738	0.0	-385.09535085866287
105000	-137191.23332472306	-387.03813787202654	-136804.19518685102	149.29210006678832	1870.7078999332116	1216.8917402432132	128.7012378166893	0.001086383566952234	0.0010863835669522343	-136804.19518685102	0.0	-387.25074603745287
106000	-137179.1833654969	-385.76332193132805	-136793.42004356557	149.87119853849268	1870.1288014615072	1220.8942482363177	121.60828263864089	0.00107854035214635	0.0010785403521463512	-136793.42004356557	0.0	-386.04311096364574
107000	-137186.32194319475	-387.1988222272964	-136799.12312096744	152.32017006231524	1867.6798299376846	1232.6783010271927	171.46933439306213	0.001072404589237344	0.001072404589237344	-136799.12312096744	0.0	-387.1375211917959
108000	-137188.19470455512	-389.21423806986814	-136798.98046648526	153.18430641777078	1866.8156935822292	1262.1118158947093	162.37751453722797	0.0010498313187053117	0.001049831318705312	-136798.98046648526	0.0	-389.2267783630024
109000	-137187.90479275148	-389.66385577705296	-136798.2409369744	156.2701023486335	1863.7298976513666	1270.9931477570037	149.77283483777472	0.0010497975724637816	0.0010497975724637822	-136798.2409369744	0.0	-389.75144150197985
110000	-137189.03932117298	-391.67579790222317	-136797.36352327076	154.5476821596681	1865.452317840332	1288.0171500803604	155.40408255563966	0.0010389125032933162	0.001038912503293316	-136797.36352327076	0.0	-391.73448713111867
111000	-137183.73393726218	-395.489050288189	-136788.244886974	158.03451723243074	1861.9654827675693	1338.019824152086	171.26098651292892	9.981572465166347E-4	9.981572465166345E-4	-136788.244886974	0.0	-395.4922154265402
112000	-137191.6704162699	-392.77388798662304	-136798.89652828325	158.68998823249768	1861.3100117675024	1305.8624338597024	132.1489199740566	0.001012463643054116	0.0010124636430541162	-136798.89652828325	0.0	-393.0304491573367
113000	-137191.132094016	-391.4314207117922	-136799.7006733042	155.46040534636492	1864.539594653635	1291.7011656213504	158.47599469715414	0.0010227419945907747	0.0010227419945907752	-136799.7006733042	0.0	-391.49686730857985
114000	-137179.01898336355	-391.43780338628824	-136787.58117997728	156.36111181477094	1863.638888185229	1296.0588244358394	152.67283902585092	0.0010267869257369047	0.001026786925736904	-136787.58117997728	0.0	-391.5305669161155
115000	-137177.3172314253	-393.62703922179844	-136783.6901922035	162.66074394806762	1857.3392560519324	1327.4588268152554	137.37926873970096	9.917177658889816E-4	9.917177658889816E-4	-136783.6901922035	0.0	-393.8690111601793
116000	-137168.206532962	-393.4377852892406	-136774.76874767276	161.72609822945316	1858.273901770547	1331.1119617876282	156.08947780718154	9.965144185281854E-4	9.965144185281856E-4	-136774.76874767276	0.0	-393.5410271065507
117000	-137177.5137032792	-394.8546266966691	-136782.65907658252	157.88406447162282	1862.1159355283771	1333.1252596416643	170.41402183314577	9.96456736180978E-4	9.964567361809783E-4	-136782.65907658252	0.0	-394.868922269357
118000	-137185.23569711688	-394.65169875569643	-136790.5839983612	160.76293401375108	1859.237065986249	1330.3676357862994	166.6993592662635	0.0010009623166622218	0.0010009623166622212	-136790.5839983612	0.0	-394.68149600891456
119000	-137177.90822534586	-394.5021675248693	-136783.406057821	157.4025988735606	1862.5974011264393	1322.5368274945856	192.4586825620153	0.0010067088719512307	0.0010067088719512296	-136783.406057821	0.0	-394.3826994403779
120000	-137175.14639084673	-394.5576148411001	-136780.58877600564	163.05419464120274	1856.9458053587973	1350.2870180173943	141.84523256337917	0.0010049351143780582	0.0010049351143780587	-136780.58877600564	0.0	-394.7290148861699
121000	-137168.7076679949	-391.7656363176599	-136776.94203167723	160.66183337375875	1859.3381666262412	1327.3132645126489	139.12007041637415	9.988807317570156E-4	9.98880731757016E-4	-136776.94203167723	0.0	-391.981999978748
122000	-137178.7539719868	-392.97388691084944	-136785.78008507594	163.06069296430405	1856.939307035696	1345.0984792640684	167.63974021568853	9.783103016874997E-4	9.783103016874997E-4	-136785.78008507594	0.0	-393.03073407773894
123000	-137176.4802214565	-394.6415643713007	-136781.8386570852	164.88132678316325	1855.1186732168367	1363.7761465630936	174.08338336633133	9.874884045674233E-4	9.874884045674237E-4	-136781.8386570852	0.0	-394.63213115454334
124000	-137176.62340714727	-395.94081763741633	-136780.68258950984	163.20063702922872	1856.7993629707712	1370.3846113832694	167.81554027305106	9.609991846646111E-4	9.609991846646115E-4	-136780.68258950984	0.0	-396.01384065620215
125000	-137170.50258319185	-396.2754266048535	-136774.227156587	165.6959355909297	1854.3040644090702	1371.091721181952	159.46861739814605	9.797343633779255E-4	9.797343633779253E-4	-136774.227156587	0.0	-396.3637046701531
126000	-137169.25495000687	-396.67606606236996	-136772.5788839445	164.8151424601219	1855.184857539878	1365.6058182764127	138.73117153976366	9.799820203958774E-4	9.799820203958765E-4	-136772.5788839445	0.0	-396.9065588103304
127000	-137170.04577138028	-395.246807688132	-136774.79896369216	168.38778046381833	1851.6122195361818	1365.1453104055645	175.86475538937154	9.749383168806692E-4	9.749383168806692E-4	-136774.79896369216	0.0	-395.2498712647251
128000	-137165.28085445036	-395.1129753997215	-136770.16787905066	165.726345121167	1854.273654878833	1351.1097078030361	186.2614241649537	9.856448219330654E-4	9.856448219330652E-4	-136770.16787905066	0.0	-395.04719299075646
129000	-137167.45000898637	-396.29593880475613	-136771.15407018163	161.51405991488377	1858.4859400851162	1364.616675733075	183.1486942516277	9.659425364725877E-4	9.659425364725883E-4	-136771.15407018163	0.0	-396.2756517370238
