# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Sep 24 19:29:32 BST 2020 [seed=1600972161957]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
118000	-482036.55351608706	-255.50674246978255	-481781.0467736173	0.35832873358495465	12.056893954795568	3.084782975462768	1.0000000000686553	1.0000000000686566	-481781.0467736173	0.0	-277.40611201041014
119000	-482042.85556301026	-253.57482107617736	-481789.2807419341	0.36142094672759717	12.086807047466694	3.754092453691609	1.0000000000171645	1.0000000000171634	-481789.2807419341	0.0	-275.27782535746854
120000	-482036.5616984963	-253.95839666815954	-481782.60330182815	0.3648594533207465	12.127079838889072	3.58376923709151	1.0000000000151665	1.0000000000151672	-481782.60330182815	0.0	-275.7078324092921
121000	-482033.0187217538	-254.05077970685818	-481778.96794204693	0.3651300935031311	12.12794798238248	3.44156164109697	1.0000000000791665	1.0000000000791662	-481778.96794204693	0.0	-275.84070522024894
122000	-482036.94928727	-257.35261894705474	-481779.596668323	0.36913298850459236	12.130885877700923	4.78200069616006	1.0000000000636249	1.0000000000636247	-481779.596668323	0.0	-278.8136107796394
123000	-482035.12576310366	-253.4211605957799	-481781.7046025079	0.36476840581209585	12.110932900195314	3.745968821190318	1.000000000061785	1.0000000000617852	-481781.7046025079	0.0	-275.1263311622201
124000	-482023.91759908595	-254.35717152221076	-481769.56042756373	0.3651495528814807	12.166357102441296	4.023369978225516	1.000000000002043	1.0000000000020421	-481769.56042756373	0.0	-275.9909025149185
125000	-482037.2018628997	-254.09617006221953	-481783.1056928375	0.36477807825041947	12.175658747631127	3.6324071583762825	1.0000000000258245	1.0000000000258233	-481783.1056928375	0.0	-275.8321253518865
126000	-482035.8084835559	-253.94281292199355	-481781.8656706339	0.3658885355695917	12.193672557600625	3.543448983850787	1.000000000073967	1.000000000073967	-481781.8656706339	0.0	-275.70356322713627
127000	-482039.5497591079	-254.06983186028543	-481785.47992724756	0.3696814774544063	12.20933798588622	3.803933405206497	1.0000000000676674	1.000000000067668	-481785.47992724756	0.0	-275.7596470694734
128000	-482029.09987852676	-254.02318633657194	-481775.0766921902	0.36578420454953053	12.174749368714778	3.8199859540673846	1.0000000000393905	1.0000000000393905	-481775.0766921902	0.0	-275.708790438106
129000	-482027.304093943	-254.3101970141194	-481772.99389692885	0.36640567113747713	12.163703150264926	3.9813483058984898	1.0000000000776985	1.0000000000776983	-481772.99389692885	0.0	-275.9544273290666
130000	-482022.5247066673	-254.003406615971	-481768.5213000513	0.3692103277323128	12.152060496949805	3.9449867942344374	1.0000000000714522	1.0000000000714513	-481768.5213000513	0.0	-275.65681185634793
131000	-482029.7959091544	-253.97055005728188	-481775.8253590971	0.3653725034841161	12.138283933131143	3.8443359076052848	1.000000000027401	1.0000000000274012	-481775.8253590971	0.0	-275.64980003227885
132000	-482035.2285672715	-254.1025079443119	-481781.12605932716	0.3615022627396176	12.144750387548008	3.728769371145879	1.000000000046548	1.0000000000465472	-481781.12605932716	0.0	-275.812280539601
133000	-482040.5583548856	-256.54350303160817	-481784.014851854	0.36197809220089033	12.16313421614281	4.542459651466018	1.000000000047966	1.0000000000479663	-481784.014851854	0.0	-278.0558852400106
134000	-482038.2631015675	-254.7228550805265	-481783.540246487	0.36271236804784335	12.157563606605706	3.353514213598476	1.0000000000996534	1.000000000099654	-481783.540246487	0.0	-276.5386971127409
135000	-482033.6820485554	-255.0227782090359	-481778.6592703464	0.36504718862595825	12.17595629952004	4.109111257376554	1.000000000091655	1.000000000091656	-481778.6592703464	0.0	-276.635422290192
136000	-482053.3799183487	-255.41203734250868	-481797.9678810062	0.36634077591490316	12.198274818085	3.274617328530166	1.0000000000921547	1.000000000092153	-481797.9678810062	0.0	-277.25168717369894
137000	-482033.4830092197	-254.80730631120196	-481778.6757029085	0.36499572410388653	12.184387171238118	4.1071344809656685	1.0000000000776577	1.0000000000776597	-481778.6757029085	0.0	-276.42043157963315
138000	-482042.60459475906	-254.25162590446442	-481788.3529688546	0.37017429894761694	12.20492048481393	3.581186303715265	1.0000000000489158	1.0000000000489162	-481788.3529688546	0.0	-276.00178263638986
139000	-482037.7492847241	-255.08325197818135	-481782.66603274597	0.37007532654819686	12.199722469709126	3.2985106606084207	1.000000000077828	1.0000000000778293	-481782.66603274597	0.0	-276.9156317737494
140000	-482027.3103235915	-255.50884620733646	-481771.8014773842	0.36459667250675826	12.213031088433139	4.267242864561569	1.0000000000727307	1.000000000072731	-481771.8014773842	0.0	-277.0837291350154
141000	-482044.76576733997	-254.59301429018876	-481790.17275304976	0.3718495242065248	12.200743151150135	3.3207309547491906	1.0000000000366533	1.0000000000366545	-481790.17275304976	0.0	-276.41868021160053
142000	-482031.51226159954	-254.73477715546355	-481776.7774844441	0.3694536419858773	12.199745134727195	4.12298336402314	1.0000000000267046	1.000000000026704	-481776.7774844441	0.0	-276.3440509838674
143000	-482038.6088483133	-253.86350430589633	-481784.7453440074	0.3683152169687731	12.1752811347726	3.5223962733398384	1.0000000000592961	1.0000000000592966	-481784.7453440074	0.0	-275.6302136356265
144000	-482025.78967930813	-253.84514226640493	-481771.9445370417	0.3652496675574261	12.17309749468681	3.770391652800034	1.0000000000926241	1.000000000092624	-481771.9445370417	0.0	-275.5438142308566
145000	-482038.3802882566	-254.1164644776813	-481784.26382377895	0.3677740081074733	12.186657514036753	3.9379424150418796	1.0000000000000013	1.000000000000001	-481784.26382377895	0.0	-275.77165696766576
146000	-482038.5324088365	-254.1678343539531	-481784.36457448255	0.3679661946947287	12.166704188879173	4.0300221841591135	1.000000000014294	1.0000000000142948	-481784.36457448255	0.0	-275.79991332045563
147000	-482039.07217195537	-253.8136189263425	-481785.25855302904	0.3726340338222069	12.180493900579746	3.862812224034727	1.0000000000279943	1.0000000000279932	-481785.25855302904	0.0	-275.48807429988415
148000	-482042.9213508855	-253.59912217788641	-481789.3222287076	0.3659796883822669	12.15869152334592	3.6352077655724293	1.0000000000844278	1.0000000000844276	-481789.3222287076	0.0	-275.33430675876815
149000	-482030.49722672784	-256.38069624352966	-481774.1165304843	0.3681027930567339	12.180762359153547	4.564170358411339	1.0000000000211466	1.0000000000211475	-481774.1165304843	0.0	-277.8883103328684
150000	-482023.9089311476	-253.4856541810618	-481770.42327696655	0.3637852859594225	12.140221123550676	3.7746364904168064	1.0000000000925837	1.0000000000925828	-481770.42327696655	0.0	-275.1832009441268
151000	-482032.9937819875	-253.6251041094788	-481779.36867787805	0.36379388635369037	12.154058633590122	3.747146613238328	1.0000000000128073	1.0000000000128066	-481779.36867787805	0.0	-275.32996030946674
152000	-482004.09870650055	-253.4297078919974	-481750.66899860854	0.3691576306641096	12.150014007519205	3.629111665035167	1.0000000000200793	1.0000000000200782	-481750.66899860854	0.0	-275.16657084124563
153000	-482011.02236989554	-254.84944638428823	-481756.17292351124	0.3691200690774812	12.150974513078737	4.324631569029509	1.0000000000707978	1.0000000000707976	-481756.17292351124	0.0	-276.4109702810846
154000	-481856.6273549154	-254.559923200946	-481602.0674317145	0.36617403593648085	12.18373833347421	3.3442316961059984	1.0000000000968137	1.0000000000968152	-481602.0674317145	0.0	-276.37853706821085
