# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu May 06 12:45:56 BST 2021 [seed=1620301547338]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	tmrca(node1)	tmrca(node10)	tmrca(node2)	tmrca(node3)	tmrca(node4)	tmrca(node5)	tmrca(node6)	tmrca(node7)	tmrca(node8)	tmrca(node9)	yule.birthRate	clock.rate	meanRate	treeLikelihood	branchRates	speciation
4870000	-36355.647416244916	-154.89884705528866	-36200.74856918963	51339.39579213926	444569.26121652813	8269.38120438379	45206.16055359542	14820.308103990063	19902.402113988657	17388.95385444295	24732.32409584039	28535.159898773738	41919.7901945658	49068.90089472237	32988.793161859285	4.528594063686484E-5	6.43160653639133E-6	6.43160653639133E-6	-36200.74856918963	0.0	-150.1654183256638
4880000	-36354.24626597242	-155.11935646926045	-36199.12690950316	53825.09059314981	462142.7582566482	9336.082041605554	45437.0436566998	14942.628370515575	20782.567858336843	18493.810360331117	26762.927434972637	30204.044348963584	43476.6076512973	51431.87625509303	34233.33228810426	4.161629365409736E-5	6.1791074639938495E-6	6.179107463993849E-6	-36199.12690950316	0.0	-150.36391304677656
4890000	-36357.91384278809	-156.72394396704837	-36201.189898821045	49192.12006451679	436066.1450449096	9169.804201847943	41683.540758263254	14547.315296906349	19277.11271584403	15661.537013627962	26258.01394858653	28614.72520416333	41423.90027764497	48274.67610957575	33523.48821376553	6.192099164289833E-5	6.526425521939482E-6	6.526425521939482E-6	-36201.189898821045	0.0	-152.96711520385932
4900000	-36351.35818494417	-155.45063458979115	-36195.90755035438	53597.20145367248	475129.6911517998	10374.906529367525	47312.13233813569	15777.625434999016	22074.393147366307	18633.521282503585	27103.871292423326	30850.669369184205	45405.760167888744	52358.021603277055	36480.019107701424	3.73087610238822E-5	6.103027581365297E-6	6.103027581365295E-6	-36195.90755035438	0.0	-150.27817102820293
4910000	-36351.784491015846	-155.39725271089557	-36196.38723830495	50102.50606144242	436529.37912349834	8870.955637842713	44730.40143784561	13942.673928508537	19438.49534829029	16382.575097464753	24437.61312300398	27322.993563510274	41604.16205423304	47419.46278821165	34029.13621376869	2.8677429001061343E-5	6.573939379548462E-6	6.573939379548459E-6	-36196.38723830495	0.0	-148.49074275404436
4920000	-36352.240443416005	-155.11699319447794	-36197.12345022153	50327.97423421973	438043.6204597375	9081.99578799511	43659.197533669416	15412.023328893809	19013.780754112937	16316.238904678094	24611.639317047917	27561.423171204966	41550.52165165739	49371.414157089544	33056.31639924731	3.3883504633943926E-5	6.650724863292711E-6	6.65072486329271E-6	-36197.12345022153	0.0	-148.6460223063259
4930000	-36355.19190748487	-155.1433990067817	-36200.04850847809	52261.102527129595	456148.7910373325	9053.084345272555	45032.74343602836	14828.79461141116	19189.22364694081	17995.421072897625	25214.589364891024	29449.001837105363	42751.13262269878	52260.97312062229	35629.20069069111	3.008825304412834E-5	6.212704825705051E-6	6.21270482570505E-6	-36200.04850847809	0.0	-149.0726046975662
4940000	-36354.54829922224	-155.86506126529054	-36198.683237956946	46626.336718860875	415065.6674979888	8183.623457008113	39872.311032760204	14522.307421132344	19093.14581621992	16310.22413291598	24229.935451454458	26611.178910961164	40276.87606455573	45859.415759391035	31521.671482175007	4.900346162560394E-5	6.9888465803152105E-6	6.988846580315208E-6	-36198.683237956946	0.0	-149.34670952941295
4950000	-36351.68050784266	-154.58096355966086	-36197.099544283	49477.813714074546	432439.813077958	8817.853678717485	42226.139414407604	14372.01922173142	19661.059374927267	17156.20664028723	24221.28119810275	28087.173360894703	40658.60527167661	49299.00693311416	32882.968135749405	3.521350369456464E-5	6.565129821491252E-6	6.565129821491254E-6	-36197.099544283	0.0	-148.53077293161772
4960000	-36355.59168482021	-157.47886046544443	-36198.112824354765	51089.827390699786	451430.0315763004	9815.939511041744	43884.01567798752	14582.78900244888	19944.79292364999	17032.00226235602	25870.991607528827	29110.44898104193	43328.28520205001	50564.08464971268	36299.13480380703	2.0515504439323357E-5	6.399306781431595E-6	6.399306781431596E-6	-36198.112824354765	0.0	-149.5876001832311
4970000	-36350.559175751776	-155.2799437963272	-36195.27923195545	49621.91646342189	438556.05618992524	9182.265515236159	44010.06713306401	13855.278230517615	19537.68843742626	16878.85449235297	25794.173115085167	28302.7308031389	41377.89729285182	48209.30528338817	34058.75301556078	5.1117044528655786E-5	6.494435677075458E-6	6.494435677075457E-6	-36195.27923195545	0.0	-150.87579278393483
4980000	-36351.04708702324	-154.83618502259247	-36196.21090200065	47984.03105774418	420038.19255274377	9198.420735293572	41084.971014506176	14606.716533741806	18962.687933603233	16247.105947223572	23681.116408254824	26257.71703204812	39727.359521630126	47835.82096074316	32015.20881009718	4.346335345043272E-5	6.789490850209756E-6	6.78949085020976E-6	-36196.21090200065	0.0	-148.8229699420847
4990000	-36350.02217054862	-154.9762287333736	-36195.045941815246	50400.63682877466	444115.0506289577	9557.21449321108	43127.16892400274	14981.34555825546	19959.513750111095	17128.01674761982	25527.47737307123	28659.74270464568	43061.43720716451	49319.67077993542	33073.44479348518	4.6522976194723905E-5	6.433384557266716E-6	6.433384557266715E-6	-36195.045941815246	0.0	-150.34388925209268
5000000	-36355.46796275655	-156.5809105705745	-36198.88705218597	49644.21026279371	429269.7599745806	8281.138975733307	42962.48104410548	13059.499748777273	19242.30604633457	17020.505167728694	24846.25553831078	27673.254278780292	40396.30349300124	47781.50472959827	33991.51283876773	6.105890469496438E-5	6.662777693463951E-6	6.66277769346395E-6	-36198.88705218597	0.0	-152.3584709796477
5010000	-36354.2423132336	-154.9343816222493	-36199.30793161135	51013.86058124588	448372.3166527491	9532.380209651636	44625.58886743909	15129.223255948702	20148.839346711484	17341.26588526683	26019.121479363585	28928.74968594269	41603.98788036288	47917.39456915406	34738.52643452055	4.706729957777867E-5	6.221908242492128E-6	6.2219082424921275E-6	-36199.30793161135	0.0	-150.63479111934572
5020000	-36352.10598836446	-155.83270028284574	-36196.27328808162	54120.72959419063	479841.08985109685	10357.845272704837	47265.51343473038	15843.905523231333	21250.629721898993	18906.662769004946	26628.216942601124	31150.423908878776	45530.65596078881	53490.60564405063	37684.48600740931	3.0037107329367437E-5	6.070394856854921E-6	6.070394856854922E-6	-36196.27328808162	0.0	-149.78303970257386
5030000	-36353.46912992051	-156.44414793015352	-36197.024981990355	47763.35889690171	418238.2670387425	9044.402608753935	41330.72345630901	13417.888502068818	17956.491162585146	16749.37202527909	23952.466675022886	26915.145643915046	39349.971618153046	47520.17512600715	31842.833668760137	5.59253357661309E-5	6.942421482470998E-6	6.942421482470997E-6	-36197.024981990355	0.0	-150.67952512202524
5040000	-36355.00635320807	-155.43044271457958	-36199.57591049349	51055.12862689279	459469.1954602264	9476.635724792166	46069.889139593484	16385.370488368895	21498.188369140047	18468.907790616482	26910.610072087602	29560.324189668318	43812.07998305491	49796.78091705253	34588.7859599198	4.642509172930721E-5	6.266075327636713E-6	6.266075327636712E-6	-36199.57591049349	0.0	-151.04061571930697
5050000	-36352.23889142546	-155.85740357219007	-36196.38148785327	54778.17676869898	475832.67998336244	10157.73410642301	47306.26285500101	15376.226905361025	20514.2232884964	17959.4018975606	26938.137262931697	30308.82797604507	44603.63520791428	52882.0392995796	36386.8004150927	4.3833192438558726E-5	6.065064974750488E-6	6.065064974750489E-6	-36196.38148785327	0.0	-151.31381515180533
5060000	-36352.553363793086	-154.74049510301626	-36197.81286869007	50807.61600455609	446155.01869330974	9492.759610371202	44715.448141297216	15919.875378494353	19902.240754096783	16423.354190549162	25804.389566727834	29084.223468215278	42218.56877597458	49208.19518627593	35406.709760266414	4.156449247322791E-5	6.42161062410141E-6	6.421610624101411E-6	-36197.81286869007	0.0	-149.6916428357639
5070000	-36352.15636323921	-156.03075516138824	-36196.125608077826	50233.474881045244	445969.7866382214	10034.562893130758	44246.940908071636	15456.763790358293	20714.293764097	17827.606274719044	25563.764902577386	28978.699252035058	42247.65451074974	48130.338964979645	33683.53445798415	5.4914908307429104E-5	6.442463138522596E-6	6.442463138522594E-6	-36196.125608077826	0.0	-152.01682394288696
5080000	-36357.05973057011	-155.1055500046654	-36201.954180565444	52074.74766346613	460873.528526244	8937.252499860817	46501.50972515196	14424.078101195324	21434.692256703853	17068.218046642753	26180.243426959034	29161.585606456196	43357.17574671305	49764.81306094505	36929.005491137454	3.196131545575889E-5	6.18977161863951E-6	6.189771618639507E-6	-36201.954180565444	0.0	-149.29291985056494
5090000	-36362.04926156265	-157.5102099922763	-36204.53905157038	51913.13162644328	461514.88833161094	10125.730973113868	47430.83350028668	16394.648340100994	21770.83395054852	17619.110664269727	27085.349264795434	29682.536990329165	42673.108300935746	47742.229625203814	36256.73189397891	2.0913015125665302E-5	6.383266609985503E-6	6.3832666099855015E-6	-36204.53905157038	0.0	-149.72847301423673
5100000	-36353.634922013654	-154.62020311541121	-36199.014718898245	47712.0332332253	424138.4013167239	8768.515631991022	41815.35257559775	13494.499788265279	18977.022713031754	16023.690461311224	23880.205078565734	27252.07684072665	40635.35179027911	46360.1685388089	33171.09389417639	4.149276704884627E-5	6.703145506364304E-6	6.703145506364303E-6	-36199.014718898245	0.0	-148.76856452296775
5110000	-36357.72430221693	-157.06161479490135	-36200.662687422024	51044.637637160915	459788.4068373051	10139.7370850903	45600.56318546908	16440.139566664613	20731.151722159433	17516.01988863689	25726.459651366105	28979.557349960036	43560.51753515112	50471.33996196245	35452.040645068635	2.1421382398027577E-5	6.127059093526809E-6	6.1270590935268095E-6	-36200.662687422024	0.0	-149.61387572999504
5120000	-36354.33738735565	-156.25471043703845	-36198.08267691861	50250.612846547265	445508.80650092993	9985.132297210523	42470.57563150843	16203.964764638675	20076.184582045396	16497.770231061084	25596.80894727962	28567.976702089687	42849.212278441715	49232.639559740055	34101.29174555701	5.476021488470225E-5	6.554051583264707E-6	6.554051583264707E-6	-36198.08267691861	0.0	-151.95926421165646
5130000	-36357.68179526385	-157.734141026199	-36199.94765423765	56815.35346626123	505127.0319086558	11019.514749241605	50441.45677989698	18659.74962145607	22931.643505547614	19986.79510079903	28342.566772134713	32963.78230243479	46586.697158657684	55565.02154836853	40126.91168799899	2.6431933508927953E-5	5.609963014117873E-6	5.609963014117874E-6	-36199.94765423765	0.0	-150.3836739113238
5140000	-36355.49107161515	-156.9568838057346	-36198.53418780942	47750.896503969845	420047.9572650945	9230.466701437252	40957.304216230616	14461.016712820732	19271.723099040464	15632.295925330789	23799.7588151615	27497.147335705136	40888.64676971596	45938.22312303849	30688.350701936888	6.407969042094677E-5	6.787339841399781E-6	6.787339841399783E-6	-36198.53418780942	0.0	-152.43652318604356
5150000	-36354.5774303619	-154.71947088032374	-36199.857959481575	49278.53155186745	432311.0876051428	9880.507823168686	42667.983693608214	14602.386822553453	18772.778673264747	16260.128717050447	23909.499149322535	27373.298470988855	40873.462989836626	48882.73661330065	34335.45008098501	3.713231061597545E-5	6.635294679287538E-6	6.635294679287538E-6	-36199.857959481575	0.0	-148.66600938430568
5160000	-36349.47226723908	-154.73434472545196	-36194.737922513625	49609.06011619277	438808.08158374636	9330.194592356864	42923.51968761412	15067.62411883255	19983.202130274694	16671.321995489874	25161.581153034804	28468.47157649546	41238.093115440686	49582.86277279399	34038.88448283613	4.37656335457722E-5	6.5138723313891076E-6	6.513872331389109E-6	-36194.737922513625	0.0	-149.68131541593905
5170000	-36355.86783463709	-154.4840814984223	-36201.38375313867	49221.327584452905	438001.2539315173	9605.94858658211	42461.24697612305	16881.782951920955	21124.915413123945	16718.39454422828	25388.60568767834	28326.63662048629	41086.357755451965	48914.98106773809	31579.893743180884	3.5729528298261504E-5	6.456814337575953E-6	6.456814337575952E-6	-36201.38375313867	0.0	-148.7635083391478
5180000	-36355.5938797682	-157.17569176294245	-36198.418188005264	57867.36445487899	509533.7305406503	11299.946520276351	50915.38800431303	17841.18829511499	23713.956347019113	20407.57859701732	28602.54791509625	32866.02819275184	47762.64138228656	56626.67858529417	39450.66534111744	2.9859350494159364E-5	5.732537314020836E-6	5.732537314020836E-6	-36198.418188005264	0.0	-150.66150898011148
5190000	-36354.24101152312	-155.8270474619655	-36198.413964061154	46500.56314182395	411755.14439016156	9359.302889086532	40050.04563135815	13093.463766759662	19014.72148759371	15886.210715091216	23393.199794022305	26028.073934318778	39364.77746119187	46096.16554589564	31792.219100612285	3.792700969067526E-5	7.050701328657172E-6	7.05070132865717E-6	-36198.413964061154	0.0	-147.95465290980906
5200000	-36352.850974991416	-158.332960341602	-36194.51801464982	54083.525350987555	478895.02565361705	10431.57149601697	46583.87434280368	16442.632846581648	22003.233854558333	18505.432495237492	27022.311262450705	30671.678890137056	45670.79521828705	53149.270962013754	35723.5403260258	5.894934721971122E-5	5.933218840294509E-6	5.933218840294509E-6	-36194.51801464982	0.0	-154.83536520753697
5210000	-36353.16685089047	-154.9419318229664	-36198.22491906751	51336.06761597862	445015.0367686153	10000.772047317478	43571.379687767614	15908.846527665955	19949.0934078801	17011.651850202816	24995.31413890342	28396.050329609956	41258.49262074971	50243.8894947752	32915.554362703275	3.318332403521475E-5	6.49305931477745E-6	6.49305931477745E-6	-36198.22491906751	0.0	-148.842098417883
5220000	-36354.32767739035	-156.32052299539527	-36198.00715439495	56471.1259546116	490764.2931868118	10653.574404297397	49462.491364001384	16066.420505507089	21208.597219859676	19482.631276050874	28519.452740819943	31530.352456931876	45850.90013314911	54121.6156440443	38965.17571554205	3.868188927889515E-5	5.840996591063356E-6	5.840996591063356E-6	-36198.00715439495	0.0	-151.0654976328845
5230000	-36360.664014641545	-159.1037083152886	-36201.56030632625	61370.35152477335	533831.5165085685	10685.10892419462	52953.09197262631	16029.20499735676	24327.737158725493	20475.27711192851	30754.95323824345	33875.71773766166	51678.19071440898	58884.55851184871	41760.0121789486	2.965288556659385E-5	5.385685405257796E-6	5.385685405257794E-6	-36201.56030632625	0.0	-151.36700938265983
5240000	-36355.838767474714	-156.06740395938633	-36199.77136351533	54918.385203866725	478183.5158160829	10248.085976606511	46911.57855531214	15052.165845476982	20980.943142741045	18748.1065251128	28579.013580997296	31320.923041625	45468.4211187085	53353.464195807064	35346.149029368586	4.4959900534203896E-5	6.077115368684586E-6	6.077115368684588E-6	-36199.77136351533	0.0	-151.62569764927161
5250000	-36354.5358497376	-157.11577834532278	-36197.42007139228	56525.60608251329	494126.70515872433	11186.356127490055	48743.3740660826	17751.697962841907	22959.407703269542	18733.864717874887	28054.603510520683	31338.591816303182	45804.154127936905	54809.7350621383	38895.35876282165	4.571593570797737E-5	5.831133164011466E-6	5.831133164011466E-6	-36197.42007139228	0.0	-152.49929172207814
5260000	-36351.04138227733	-155.29140610856237	-36195.74997616877	46975.726954236365	413301.47242179746	8788.462934902813	39538.6871397972	13772.201756935805	19153.25934950891	15912.89403967014	23485.618568706752	26605.570194914577	39551.23092579877	46333.48113872193	31210.848120181086	3.170840582144537E-5	6.84654522938425E-6	6.846545229384253E-6	-36195.74997616877	0.0	-147.7712044908688
5270000	-36359.99746728199	-155.30179768799138	-36204.695669593995	49330.67952700763	441092.07341886923	8741.468802892858	43202.88234967344	15550.940153315818	20625.812093804187	17368.207561239466	26113.21581529943	28062.873863727928	41068.86999148659	47467.957922180896	33003.82984697514	4.8254696088457405E-5	6.564561165309669E-6	6.56456116530967E-6	-36204.695669593995	0.0	-150.4919902363985
5280000	-36353.38882218404	-155.7077119798894	-36197.68111020415	54045.32956833226	480085.6262029263	10630.891376757067	47398.48001573943	17742.50621000357	22797.15762443876	18451.233317968872	27668.32411312815	31574.169162973012	45312.20742412825	51964.98499190355	36252.23142463036	3.493487307550078E-5	5.935659129478063E-6	5.93565912947806E-6	-36197.68111020415	0.0	-150.17805540543583
5290000	-36349.90766520231	-154.68445591310788	-36195.2232092892	50784.19748562114	446355.63429638743	8774.095893950434	45002.987942039945	14613.786982669893	19418.74950168809	17534.6175291244	25264.430002952075	28701.661517214387	42435.34041341464	49960.448354579734	34192.37050857161	3.761763994148762E-5	6.4247465307215015E-6	6.4247465307215E-6	-36195.2232092892	0.0	-149.2353326494634
5300000	-36353.257008678556	-155.56250090130314	-36197.694507777254	53514.49051330529	467584.91253570997	10696.740573856605	45248.01539761435	15927.83922849848	20310.63477054939	18339.24131730068	26728.31683517239	30397.526311404832	44659.71278188423	51476.883109435155	34529.87911380165	2.9117233025013574E-5	6.133569094220786E-6	6.133569094220786E-6	-36197.694507777254	0.0	-149.38912352292905
5310000	-36356.09307323478	-158.97155899822417	-36197.121514236555	53007.83886724807	470063.4080595432	10262.63569044199	46389.33444470154	16763.68501161497	21218.829795191494	17474.049594301647	27266.398566655487	30710.136325757077	45325.17824259229	51435.837342570034	34426.30341834044	6.519582136179187E-5	6.0603955212428145E-6	6.060395521242816E-6	-36197.121514236555	0.0	-155.9416673287363
5320000	-36350.68760374627	-154.90876551246825	-36195.778838233804	51371.516934767424	453311.9190151109	9785.623932188111	46694.576675357974	15041.230257041554	20324.263545645234	17721.078632267316	26073.77217892464	29277.877504645418	42374.26170725051	49489.027704592256	35703.32904053872	3.42793928576163E-5	6.366953968032905E-6	6.366953968032904E-6	-36195.778838233804	0.0	-149.19181764257723
5330000	-36355.35063005422	-154.7538658537672	-36200.596764200454	51645.35286087485	453086.7988866341	9673.779881707436	44978.84412793618	15216.31704824177	20133.28303591509	16750.64900388771	24797.321757749625	29040.62344426399	43085.01843571241	48772.767224146744	34811.00867213919	3.922615957160168E-5	6.295248095888621E-6	6.2952480958886205E-6	-36200.596764200454	0.0	-149.67302214336786
5340000	-36353.33360495124	-156.63504527626202	-36196.69855967498	54049.475238381194	476568.3514451409	10078.112586668321	48105.29692740225	16463.969859521778	20865.465185921716	17564.288245420787	26868.08907829596	30417.655578653816	45586.35475091275	51776.31898610289	37558.236989733436	5.01205206113138E-5	6.0357348676715405E-6	6.035734867671543E-6	-36196.69855967498	0.0	-152.59989441032266
5350000	-36353.536576952145	-154.67263205007117	-36198.86394490207	51166.12547576712	444072.92763089284	9137.742838159227	45182.92020366892	15878.713525585441	19212.642732876786	17220.007246238936	24482.525203685946	28680.37506784907	41850.18216477348	48677.20358507213	33734.46247890554	4.108493413930845E-5	6.439169264484972E-6	6.439169264484972E-6	-36198.86394490207	0.0	-149.54300488979098
5360000	-36358.04198409223	-154.9416480561537	-36203.10033603608	51487.534162672506	448847.89361513744	10281.91879995174	45271.37947944032	14585.599009123962	19606.04871369747	16856.608153449568	25421.070355040756	28643.178763144104	41086.63046157594	50035.25219555885	36188.8169735743	3.1442305445329126E-5	6.35927257270199E-6	6.359272572701989E-6	-36203.10033603608	0.0	-148.88844401035226
5370000	-36351.93678525716	-156.35282410603605	-36195.583961151126	49764.04266206017	438004.2589931797	10071.990253227073	42991.252597308325	14590.388179137555	20388.410026490074	16917.17429502953	25323.080177437892	28037.776357847088	41529.39439644835	48647.794957374776	33292.15770518319	5.905543793273236E-5	6.514652474477206E-6	6.514652474477207E-6	-36195.583961151126	0.0	-152.44797441152272
5380000	-36352.89031641075	-154.84684455095893	-36198.04347185979	50218.81770805248	435485.4184890314	9564.698659379992	42946.02844814292	13835.330217047172	19864.07165232855	15723.039110857266	25268.616584173335	27831.28180841729	41158.79908838277	47877.48571216049	33197.09557337561	3.06787331311582E-5	6.482103508834506E-6	6.482103508834507E-6	-36198.04347185979	0.0	-148.45537231529835
5390000	-36350.09071965506	-154.690805587404	-36195.39991406766	51457.135900837755	451625.52926387894	9795.137356550755	45097.91984234321	14615.521827438362	19969.883826224002	17277.632502641714	25825.42872468884	29300.26577356977	42606.0496194036	51130.16902985752	34094.12311354896	3.589927014002822E-5	6.288612750619556E-6	6.288612750619556E-6	-36195.39991406766	0.0	-149.2653435866717
5400000	-36351.12460654531	-155.19092867090097	-36195.93367787441	52995.764456821846	467796.45926462096	9481.04952475407	46737.95236550007	15740.375256672009	21021.34337813807	17949.688536675083	27206.58183497074	30007.010880677357	44154.92502419241	52528.7474999292	34865.99816872887	3.521305889579525E-5	6.17260835325768E-6	6.172608353257683E-6	-36195.93367787441	0.0	-149.77576045776448
5410000	-36352.71469718636	-154.61433979982715	-36198.10035738654	50220.85455474561	442060.43833572365	9264.073590010414	43118.32210361381	15677.282842568235	19479.800259453707	16691.19534438757	25446.94382082355	27571.360778289665	42181.32201409481	48892.01376937589	33150.619092201574	3.801116265035565E-5	6.469413815140848E-6	6.469413815140847E-6	-36198.10035738654	0.0	-149.11243015930597
5420000	-36352.70796785229	-155.96879198605336	-36196.73917586624	49810.339519504785	430867.2500851549	8752.491369305573	43009.98509115409	13180.252855910074	18727.972459819975	16492.567093222562	24269.595757329047	27077.008127159173	40477.24579953082	47967.06087871287	33376.58782004789	5.8065318777095826E-5	6.580611498394067E-6	6.580611498394066E-6	-36196.73917586624	0.0	-151.81969016541126
5430000	-36353.97407439515	-155.92677774685282	-36198.04729664829	44396.58580867392	399942.0638663845	8948.577824189315	37866.43293231914	13092.306872925132	17970.468973189334	16082.377133840197	23597.334305939505	26539.04347162729	38492.42598575453	44198.47869317526	29938.47437961456	4.9378544668014325E-5	7.121135041171658E-6	7.121135041171656E-6	-36198.04729664829	0.0	-148.6564861707221
5440000	-36354.6865925568	-157.26518297919225	-36197.421409577604	52777.4345213923	464578.6638016695	10698.855375895197	46418.400170949084	16385.282335576383	20416.250542359085	17195.246104068512	26214.679151263743	29104.74224718799	43643.82070824276	52011.52217002336	36469.23795995689	2.1137993881980674E-5	6.146294654675943E-6	6.1462946546759435E-6	-36197.421409577604	0.0	-149.75796117766106
5450000	-36355.58902095893	-155.0607838875162	-36200.52823707141	50503.61594276413	441875.217549576	9833.256679360564	42936.78024144939	14739.323152127952	20534.787989771274	16821.412604613633	25958.454834175114	29307.63941787522	41610.62084586817	47642.95393654682	34192.71933483171	5.05458657676093E-5	6.318765455958991E-6	6.318765455958993E-6	-36200.52823707141	0.0	-150.9391476434096
5460000	-36356.86105716272	-154.9862228744751	-36201.874834288246	50217.09500952396	443261.61667754204	9346.992173572431	43093.88873879516	14367.185603180009	20221.684591162182	16567.672250134718	24742.462573824865	28517.795097845832	42074.79133216272	49010.39020333413	34323.34907994928	3.5319966376297105E-5	6.574978299951416E-6	6.574978299951417E-6	-36201.874834288246	0.0	-148.9197931415856
5470000	-36355.18254164898	-155.39215032791594	-36199.79039132107	52422.31804093763	467442.938794842	9867.517709137383	46943.22514018994	16579.160270433196	20276.56528177081	17927.557724884984	26414.87038428341	30561.65003680664	43529.94777414869	50669.67373117427	36570.09444474972	4.211253782580314E-5	6.217036308047657E-6	6.217036308047659E-6	-36199.79039132107	0.0	-150.66235410470867
5480000	-36351.691359051525	-155.4163956469554	-36196.27496340457	48955.846165495335	426534.1497594218	8845.130240992918	42027.42684357373	13782.628573336919	18775.652436501823	16439.73665616888	24623.455735509317	27869.966933679985	41245.08229829504	46673.13149266971	32430.323121001747	2.8380608537147952E-5	6.654688987000164E-6	6.654688987000166E-6	-36196.27496340457	0.0	-148.21275650401586
5490000	-36356.090585473656	-157.17031969876453	-36198.92026577489	56388.48394668084	493569.0511343669	10294.621557618713	49611.32121483406	15900.172527657514	21313.130414865976	19513.292116717792	28888.747723635788	31823.669558658326	46751.9085295381	53065.0960158351	39007.44702556809	4.5794333896633306E-5	5.793371220720964E-6	5.793371220720965E-6	-36198.92026577489	0.0	-152.4902183797722
5500000	-36351.349159661375	-154.72920842872398	-36196.61995123265	51110.59892546652	444276.52650449146	9645.819052979026	44006.05433859702	15158.798521825956	19627.288720829238	17407.43172470074	24453.60726872536	28766.889060746948	42326.12773009309	49338.467385491196	33842.90873994488	4.419127315569599E-5	6.386986510841452E-6	6.386986510841456E-6	-36196.61995123265	0.0	-149.98392730720457
5510000	-36354.74565799664	-156.78646325684036	-36197.9591947398	54436.115930302185	469112.900902533	9432.322850199682	47867.14656740339	14230.708348883982	20892.18804753945	17861.950510532348	26408.536425790917	29273.32035742326	44055.79338899718	52245.83074104814	35859.56568417568	5.3853757152866684E-5	6.106640503299562E-6	6.106640503299563E-6	-36197.9591947398	0.0	-153.0435912615643
5520000	-36351.22505225299	-154.84866119316308	-36196.37639105982	50165.066365363455	443058.73132874875	9264.709050841095	43045.7209355964	14375.769015866204	20261.24911449972	16224.971160566063	26056.399859048324	28969.30589681054	42680.58613756809	48981.76070340186	33130.537660831294	3.63188440495159E-5	6.53955764528033E-6	6.53955764528033E-6	-36196.37639105982	0.0	-148.99264077829145
5530000	-36356.11759541962	-155.67571872665977	-36200.44187669296	54385.41410629648	480907.80885593884	9459.78685130951	46650.02005988594	15017.359890336846	21957.86267208092	18579.471481287143	27987.93415784012	31799.57296132686	47362.077667941514	53344.78116256754	36520.43457110852	3.676300121905457E-5	6.026268509117707E-6	6.026268509117706E-6	-36200.44187669296	0.0	-150.42285642583388
5540000	-36353.43885526154	-157.53469883275739	-36195.90415642878	51792.01543510236	457286.78084855527	9499.668652591832	44181.62521057068	14740.45586662973	19717.897906207047	17569.72061287417	25854.784211421098	29308.38053376681	44129.77441241616	51448.237849166886	34255.42771839856	2.0216839999837334E-5	6.2709139279225465E-6	6.270913927922543E-6	-36195.90415642878	0.0	-149.76182396999644
5550000	-36354.533055987325	-157.29329674533784	-36197.23975924199	57864.66887657353	508107.5306159693	11028.179562382202	50710.45253394779	17542.05501154683	22804.779223721023	18198.110240426162	29608.141221432354	32753.87132258026	47662.455263250595	54783.490213408826	39241.55335779752	3.905697533592011E-5	5.7095611172727715E-6	5.7095611172727715E-6	-36197.23975924199	0.0	-151.8015012255792
5560000	-36358.719257551165	-155.91851947752087	-36202.800738073645	50142.929947373144	446180.5542638732	9287.590260765042	44926.56199879658	16111.752540805097	21096.733975053452	17298.93117118158	25418.162172188324	28612.973881793325	42360.65475201717	47686.054642315445	34723.490950358304	5.572361174937119E-5	6.294512814076596E-6	6.294512814076597E-6	-36202.800738073645	0.0	-152.19917766581935
5570000	-36352.73847167856	-154.8822133327963	-36197.85625834576	48884.19802094845	431937.7169359307	8747.652483689022	41761.26400956414	14075.986492290376	18974.728712321743	17879.604521294936	24066.899684868215	28048.448796884084	41777.309165065504	48513.55597504281	33053.48463063197	4.095724006385051E-5	6.689433977999218E-6	6.689433977999217E-6	-36197.85625834576	0.0	-149.02974225501598
5580000	-36358.07046425568	-158.1162798756024	-36199.954184380076	56410.39769223956	500600.8303412756	11675.765907013036	49328.19856416924	16017.35760895416	22654.739719433685	18520.70206496129	29492.22772024435	32435.214057117908	47790.46054261508	54727.41716226922	39653.51403318818	4.8304726795658125E-5	5.67880123487915E-6	5.678801234879151E-6	-36199.954184380076	0.0	-153.3751411481036
5590000	-36357.67905235257	-155.03212172561413	-36202.64693062696	52593.50514396347	455839.2088040965	10048.281957709192	45774.24678848129	16430.638075240015	20050.960936733423	16611.113652394357	25837.35773518181	27862.202785984984	41622.64606326208	50328.65070190349	35481.0256255293	3.63013578463833E-5	6.4176113816038446E-6	6.417611381603847E-6	-36202.64693062696	0.0	-149.45510258424568
5600000	-36359.086347133416	-155.87700930407598	-36203.20933782934	53285.10541500257	476321.42331857246	9945.918846439768	47826.98870428677	16713.62303319626	22166.66665066528	17115.448138664095	28084.284346590073	31353.59167411265	45593.26924215642	51457.28472274011	37948.03496502904	2.8643814643735482E-5	6.061964142634844E-6	6.061964142634842E-6	-36203.20933782934	0.0	-149.63111197473103
5610000	-36354.38169810273	-157.76887345817332	-36196.61282464455	45859.97038997721	400342.16874661145	8839.23552460118	40367.84430533248	13618.615482331163	17856.63890952628	15572.325089211594	22946.559741908004	25566.384195785366	37011.62494566216	44203.92922945227	30489.67125961822	5.3192797104121696E-5	7.341968494699736E-6	7.3419684946997395E-6	-36196.61282464455	0.0	-149.23595808067856
