# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Jul 06 21:02:56 BST 2021 [seed=1625601759709]
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
2900000	-126757.39792375122	-1086.7379772363445	-125670.65994651488	646.9189528146817	1373.0810471853183	3996.3361710512695	466.00161502144704	5.920028974760965	0.29219926891036385	0.19500350760208948	0.17201337243056283	0.34078385105698533	0.2321047771062396	5.288306442456595E-4	3.5877638018659737E-4	4.868261787072471E-4	0.6496378166784725	0.10097986528828354	-125670.65994651488	-632.7794785592257	-456.087253083356
3000000	-126759.75518376354	-1093.22976010514	-125666.5254236584	621.7038969099835	1398.2961030900165	4177.598521021865	460.0728245863349	5.884042439532801	0.2932805861393144	0.1924668051338091	0.16939317656018374	0.34485943216669385	0.23548830563454695	4.9863000403632E-4	2.6589297672868496E-4	4.7188643535841227E-4	0.5005800687499669	0.07949810391297064	-125666.5254236584	-632.7794785592257	-462.4849378553433
3100000	-126750.09903441367	-1090.2051954809128	-125659.89383893275	570.8213807437905	1449.1786192562095	4012.947289092761	402.14719814625226	5.863579668774447	0.29335611849705845	0.1939475070989522	0.1711240696856199	0.3415723047183706	0.24310290226111428	5.005114040016841E-4	2.6592663977485965E-4	4.804679007030604E-4	0.5381665277034174	0.12333490765518405	-125659.89383893275	-632.7794785592257	-459.59439994630435
3200000	-126735.90834604052	-1091.388651344599	-125644.51969469592	594.7098400347702	1425.2901599652298	4008.774336807028	380.04246000517014	5.827362784057195	0.29139282905778563	0.19638838383493154	0.16933046287547796	0.34288832423180626	0.24128399331070696	5.100613002797785E-4	2.9478721135219125E-4	4.864244696477138E-4	0.5406774283042195	-0.17304532683478896	-125644.51969469592	-632.7794785592257	-460.88987511493985
3300000	-126746.00606456569	-1102.9608871749551	-125643.04517739074	638.8504256135363	1381.1495743864637	4573.044369216189	446.71414247325714	5.76978360115428	0.29257628584548445	0.19648738125331552	0.16947093405146654	0.34146539884973526	0.24037398515820987	4.266344343777643E-4	2.603420832275273E-4	4.223580779891961E-4	0.5720315373891498	-0.1814100583362713	-125643.04517739074	-632.7794785592257	-471.63594489199073
3400000	-126764.2012433958	-1103.1291978960603	-125661.07204549974	776.5583153191285	1243.4416846808715	4884.985684318309	457.75669176320486	5.7188142986954364	0.2931779191657928	0.1926391320651139	0.16826868183776847	0.3459142669313262	0.23517470598598472	4.265063086092344E-4	2.420890857564954E-4	3.900449223424642E-4	0.5571231443468699	-0.07565474497166905	-125661.07204549974	-632.7794785592257	-471.80183049304543
3500000	-126758.46482695926	-1100.7265676125728	-125657.73825934669	650.4519560713806	1369.5480439286193	4569.435910408216	494.875194523956	5.7744763174857425	0.28811941448777706	0.19511091845807407	0.17476663778776905	0.34200302926638126	0.24440059764382677	4.4982408662465925E-4	2.575894828804874E-4	4.3127583947835966E-4	0.566112052001453	0.027439490668139072	-125657.73825934669	-632.7794785592257	-469.5491812938226
3600000	-126759.0519382682	-1095.5625194959891	-125663.48941877221	576.5981544346441	1443.4018455653559	4225.190996293968	460.70694988792616	5.786141444444325	0.2869636362288706	0.1947564867584265	0.17490567704251989	0.3433741999701847	0.24326411943107387	4.724425352598755E-4	2.4643858381684185E-4	4.6041872967914397E-4	0.48742926343335163	-0.0010946335241726183	-125663.48941877221	-632.7794785592257	-464.6569931759662
3700000	-126744.95929957743	-1090.0819536871963	-125654.87734589023	643.0590121591331	1376.940987840867	4082.945679482365	434.60413675942044	5.843149284226282	0.3004114299640182	0.18755968958275665	0.16800482382623708	0.34402405662698965	0.2458023105192542	5.603526965889911E-4	3.417359785758787E-4	4.7430527001855906E-4	0.5684249402718173	-0.003911087975825195	-125654.87734589023	-632.7794785592257	-459.51021540415405
3800000	-126725.4742442755	-1076.419601883287	-125649.0546423922	548.1769731581132	1471.8230268418868	3273.129008882754	313.54013029302473	5.671700455181987	0.2935572725806918	0.19232582342618304	0.17107566908483743	0.34304123490828925	0.24462244271351033	6.897592674568862E-4	4.5763070696490756E-4	5.949922292609278E-4	0.5981907310983072	-0.12885750579033492	-125649.0546423922	-632.7794785592257	-445.24919317024677
3900000	-126736.99034502273	-1078.2636857029138	-125658.72665931981	501.1953007801225	1518.8046992198774	3178.486018365383	287.4401712818355	5.710570564000598	0.29520578136469305	0.19301161747243567	0.17164743855801373	0.34013516260485877	0.24900932334555323	6.706698782390169E-4	4.4428083150910416E-4	6.071781300294353E-4	0.6003851194875766	-0.11194213045868968	-125658.72665931981	-632.7794785592257	-447.409967718669
4000000	-126717.77125351406	-1072.0948704059397	-125645.67638310812	433.9114026518082	1586.0885973481918	2885.9258273848923	350.68785913038874	5.658223660904603	0.29276202892383285	0.19368878491191754	0.17002006571156433	0.3435291204526865	0.23581141664206207	7.270430299341331E-4	5.069077925775909E-4	6.886804859224585E-4	0.6987376123724277	-0.06081690859332984	-125645.67638310812	-632.7794785592257	-440.2428846326247
4100000	-126738.95042007806	-1084.503961337321	-125654.44645874074	539.646405123005	1480.353594876995	3444.831567978433	402.9522536911834	5.822296353533349	0.2951754112553539	0.1931510312304028	0.17178932566609154	0.33988423184815275	0.24170121929496913	6.624644726092096E-4	4.564173682146348E-4	5.591243236530859E-4	0.5649149667972313	-0.06396443579712306	-125654.44645874074	-632.7794785592257	-453.3939668323491
4200000	-126747.61604831234	-1076.1252522849945	-125671.49079602734	523.6045083820337	1496.3954916179664	3281.72704196493	360.2111966262214	5.903607843399577	0.2905275315939872	0.19548516138013422	0.1713569541304516	0.3426303528954281	0.2361833833445745	6.94083278554993E-4	4.815028150886438E-4	5.862241047122006E-4	0.5650193392353863	0.13011035074418947	-125671.49079602734	-632.7794785592257	-444.712067727343
4300000	-126745.5957263542	-1080.6636318758208	-125664.93209447837	556.4705847303791	1463.529415269621	3404.975897497332	463.9992775429527	5.816955582970835	0.2928957297369374	0.19411388694942167	0.1679456794522322	0.34504470386141034	0.24064550525603357	6.86725159534834E-4	3.5118659057884486E-4	5.79428723919491E-4	0.4808204041108409	-0.019578730467733677	-125664.93209447837	-632.7794785592257	-449.11408881201464
4400000	-126739.71141677868	-1074.858448805318	-125664.85296797336	406.6108317209163	1613.3891682790836	2992.8935732039895	338.946377288029	5.848515652769625	0.29357079092607496	0.1938231043654943	0.17225463426188137	0.3403514704465513	0.2428242961144898	6.677752065589486E-4	3.635594255734128E-4	6.515537075353336E-4	0.45596362488576575	0.06317356254990515	-125664.85296797336	-632.7794785592257	-443.85163584941273
4500000	-126750.08657507776	-1088.067557260356	-125662.01901781741	514.5177632772401	1505.4822367227598	3616.321391324734	363.685672289721	5.741918687325243	0.29139774498162047	0.19557133124339748	0.17141632659966585	0.34161459717531817	0.24528260632868693	6.122489408522399E-4	4.1006809471178863E-4	5.46949940659593E-4	0.5371809343875861	-0.014505942728990192	-125662.01901781741	-632.7794785592257	-457.51234966767953
4600000	-126733.60779680475	-1082.1623924380538	-125651.44540436669	583.9169501772686	1436.0830498227315	3592.3235978458224	404.21593839478356	5.71361817038202	0.290602963839602	0.19496520267992964	0.173686621901199	0.3407452115792713	0.241747601509495	5.76820483122586E-4	2.8520727699933893E-4	5.420330749610393E-4	0.4942553150437343	-0.10852331938488118	-125651.44540436669	-632.7794785592257	-451.6740475794781
4700000	-126757.53472047139	-1088.963139524762	-125668.57158094663	527.6514220028456	1492.3485779971543	3620.5933708521134	489.72832800141293	5.665068880625407	0.2899428641312643	0.19554848098470487	0.173980461105081	0.3405281937789514	0.2376305783959966	5.620947186393762E-4	2.9340580156087453E-4	5.371067192153925E-4	0.5143530575679992	-0.012665710719729927	-125668.57158094663	-632.7794785592257	-458.33232248398
4800000	-126745.29139149173	-1077.3087734009014	-125667.98261809083	459.24544108233374	1560.7545589176661	3199.712157016371	360.51889590044414	6.027248898083473	0.29486241554972215	0.1924748308945137	0.17442898472122745	0.33823376883453815	0.24002290587207062	5.885228194320727E-4	2.9954080088385066E-4	6.030838844819717E-4	0.5216937027023221	0.15956797024004632	-125667.98261809083	-632.7794785592257	-446.82024845107736
4900000	-126727.4047009084	-1072.3856121293236	-125655.01908877908	492.16687962440193	1527.8331203755981	3099.744379148765	355.2009446452935	5.6775575916737475	0.29242842454834	0.19633387652723092	0.1697028056364012	0.34153489328802944	0.23297063341640048	6.439544562993589E-4	3.146671781416011E-4	6.105619743978985E-4	0.49306464387681037	0.06437395374504667	-125655.01908877908	-632.7794785592257	-441.6479219080719
5000000	-126726.36438280052	-1073.0817539146751	-125653.28262888583	499.4503077584539	1520.5496922415462	3106.6251805576144	332.40665320537283	5.64894559912854	0.28916811058297076	0.1964451687462575	0.17062795777187015	0.343758762898903	0.24193136836049392	6.770145610591627E-4	3.3266541576468543E-4	6.450771008412164E-4	0.4642125208205684	0.0582912825229358	-125653.28262888583	-632.7794785592257	-442.03457542830205
5100000	-126725.86222233115	-1073.9969721733858	-125651.86525015777	513.7248212309427	1506.2751787690572	3232.7364858011397	278.1998315262754	5.69690316999061	0.28988124804446225	0.19384779449390543	0.17304245992275963	0.34322849753887424	0.24085281753710625	6.800502029448772E-4	2.8139255290107133E-4	6.080854527749567E-4	0.4251930284678313	0.13464001657573718	-125651.86525015777	-632.7794785592257	-443.0786719284548
5200000	-126737.2855912882	-1077.9321905911982	-125659.353400697	588.9841191959423	1431.0158808040578	3541.469462768922	386.02077924781156	5.98113730380418	0.29102307436026426	0.18954270521457287	0.17068692173287964	0.34874729869228477	0.24308635654453725	5.995218461139726E-4	2.788216718527863E-4	5.663161125501408E-4	0.5253156110174505	-0.014144184346178595	-125659.353400697	-632.7794785592257	-447.3324087448201
5300000	-126718.22276525774	-1074.502555972066	-125643.72020928568	662.6372469413875	1357.3627530586125	3593.867963936756	322.74596552149586	5.702080591094477	0.29278101329419604	0.19777171140626504	0.17250949592503897	0.33693777937450137	0.249954312538737	6.897114093712804E-4	3.831226338975113E-4	5.43609682773434E-4	0.5761943046964714	0.06649048427883028	-125643.72020928568	-632.7794785592257	-443.2855717221802
5400000	-126713.9887869118	-1065.7700434709493	-125648.21874344084	504.2870119526575	1515.7129880473426	3073.062929262822	290.711931848182	5.947098480296551	0.2881956088684135	0.1937095756504708	0.17217442494531057	0.34592039053580625	0.23260476508296493	7.346599581970327E-4	4.4039215862638764E-4	6.264130161961825E-4	0.4800519929562328	0.012954915728851237	-125648.21874344084	-632.7794785592257	-433.9005314876141
5500000	-126730.24487911584	-1076.8909397819925	-125653.35393933384	535.1530955540919	1484.846904445908	3499.4753350221163	383.6201316296886	5.69376189646815	0.28916291605442557	0.1944897870067326	0.17065897568183946	0.3456883212570032	0.23629753301634168	6.303304414162244E-4	3.971172097933476E-4	5.468384669515475E-4	0.5790218918348123	-0.013031761876894758	-125653.35393933384	-632.7794785592257	-446.18390619981557
5600000	-126745.40110845634	-1085.0604867557784	-125660.34062170055	560.8264917314947	1459.1735082685054	3837.029518923701	415.17788697539527	5.839454224251015	0.29795639469592433	0.19128321488904285	0.17070525103189213	0.3400551393831416	0.23839291384824476	5.63056030873069E-4	3.1574911931604114E-4	5.043388953781118E-4	0.4970258574258835	-0.1338514746625939	-125660.34062170055	-632.7794785592257	-454.5471519250977
5700000	-126761.84034572598	-1094.9961008195328	-125666.84424490645	633.3076275092569	1386.692372490743	4336.299628409879	493.27513211248663	5.732189737271321	0.2886388373250815	0.1962654656632635	0.1697180951785769	0.34537760183307936	0.24566342312965173	4.824608827559158E-4	2.578788299890212E-4	4.5300842459473304E-4	0.5083237066099213	0.06968082625954901	-125666.84424490645	-632.7794785592257	-464.10398741955004
5800000	-126746.36871334912	-1095.8378330023606	-125650.53088034676	792.0554425633288	1227.9445574366712	4624.74458278718	506.14393555642596	5.831242313112688	0.29240527317427095	0.1918827204406938	0.16835148926667512	0.3473605171183615	0.24164788341258406	4.670488529549517E-4	1.852527217324752E-4	4.331666991785669E-4	0.41766697079762866	0.1448851023068445	-125650.53088034676	-632.7794785592257	-464.7868393738149
5900000	-126746.91440808479	-1086.5211645008571	-125660.39324358394	553.1718468285362	1466.8281531714638	3774.967315272949	401.0826621490213	5.8545505494308685	0.2944253359206903	0.1947598046806834	0.1723858589215924	0.3384290004770354	0.24254772714079428	4.976150752997274E-4	2.2643157212570665E-4	5.150403207376065E-4	0.46545779706603846	0.08771620098199984	-125660.39324358394	-632.7794785592257	-455.90179398069307
6000000	-126747.58089328471	-1089.828629719068	-125657.75226356565	581.9087402658726	1438.0912597341276	3951.977580417053	435.09046288110807	5.72813256199465	0.29357697620824047	0.19700507618993798	0.16702709976962293	0.34239084783220025	0.23954259249684873	4.8633168391736496E-4	2.7281405845586593E-4	4.885834584484667E-4	0.5417433653371622	0.011117938430866359	-125657.75226356565	-632.7794785592257	-459.10066616290226
6100000	-126740.98595481884	-1090.0898249507372	-125650.8961298681	557.2718220762779	1462.7281779237221	3874.842593994404	370.9317927069703	5.867802186467486	0.2907658653110159	0.19245702791477476	0.1723634504643524	0.344413656309859	0.23992790122465385	4.885235134295926E-4	2.611183803158389E-4	5.063352289870346E-4	0.5155242604138068	-0.0819888910430097	-125650.8961298681	-632.7794785592257	-459.49860775494164
6200000	-126741.76299629519	-1088.7423332935336	-125653.02066300166	479.9465008481461	1540.0534991518539	3530.2309898334156	383.7765757233639	5.6825458980408445	0.29512246159491007	0.19219108010491448	0.17025812003078122	0.34242833826939684	0.241486466496732	5.257501237690106E-4	3.204227302764971E-4	5.470013847313407E-4	0.5903080711728661	-0.03544159564289895	-125653.02066300166	-632.7794785592257	-458.32089399979634
6300000	-126744.62811199989	-1093.2759409023627	-125651.35217109753	479.9436238344683	1540.0563761655317	3652.0728543291925	474.2994861238073	5.700465493584492	0.2901652846571841	0.1962635375934261	0.17029433734346175	0.3432768404059309	0.23395341614903034	5.101404431919657E-4	2.7052742891807175E-4	5.39560023205918E-4	0.5575670319684252	0.017067437109649624	-125651.35217109753	-632.7794785592257	-462.6032650697195
6400000	-126731.83570143086	-1083.8481693618521	-125647.987532069	432.79883465370426	1587.2011653462957	3258.1444536611425	316.26341051560837	5.7934800127082235	0.28835283397008604	0.19600152051271177	0.17110520193315773	0.3445404435840476	0.24401959647384275	5.366982122948428E-4	3.0254732677230915E-4	6.06039720525476E-4	0.5319949231911596	-0.008667358813090267	-125647.987532069	-632.7794785592257	-453.6071807701706
6500000	-126731.42743800362	-1081.9193216835697	-125649.50811632005	497.0980640053382	1522.901935994662	3377.4222845574623	382.7811374091469	5.776169243656756	0.2941612090532775	0.19239715872634025	0.17072095479721577	0.3427206774231696	0.23694842087695933	5.644735173228071E-4	3.4555815997643725E-4	5.986807145948491E-4	0.5977828459408653	-0.1416474349969444	-125649.50811632005	-632.7794785592257	-451.50427006545607
6600000	-126748.51211304494	-1083.9801141449216	-125664.53199890001	511.9474879401647	1508.0525120598354	3387.8822001451695	393.2321422961089	5.854183616195543	0.2919783086440685	0.19431281949666998	0.17427364754573899	0.3394352243135256	0.24327276652403096	5.439721583951161E-4	3.082743034500755E-4	5.916233234439872E-4	0.5962913721092364	-0.08094474851324517	-125664.53199890001	-632.7794785592257	-453.51430115779584
6700000	-126737.15766780275	-1084.0130187504794	-125653.14464905226	473.3703779598579	1546.629622040142	3383.287700013057	449.59573303037746	5.854420885369472	0.290349271060645	0.1962813018889559	0.17340376793469164	0.33996565911571036	0.2452180489974637	5.819241090054898E-4	3.111035213944913E-4	5.880096428759036E-4	0.5355458816410091	0.12078755630145263	-125653.14464905226	-632.7794785592257	-453.3601569115823
