# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed May 05 15:49:24 BST 2021 [seed=1620226059811]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
590000	-137069.84085583236	-451.01461745650056	-136618.82623837586	306.7325183578145	2744.662527733837	342.6673208410692	4.7551242264447165E-4	4.75512422644472E-4	-136618.82623837586	0.0	-453.19183926984283
600000	-137070.60742268842	-449.0577257048946	-136621.54969698354	305.9692355252634	2705.314506380674	427.03603644390546	4.913225445546993E-4	4.913225445546991E-4	-136621.54969698354	0.0	-451.1201069506395
610000	-137057.0820568772	-436.8731186044853	-136620.20893827273	258.8289572006313	2278.030152285465	286.3076985890043	5.647925655627814E-4	5.647925655627819E-4	-136620.20893827273	0.0	-439.49651234178066
620000	-137056.0788275649	-438.32525979402953	-136617.75356777088	266.4374329438312	2324.4689722509193	328.6797265161468	5.519540849146842E-4	5.519540849146842E-4	-136617.75356777088	0.0	-440.8213869094129
630000	-137055.56700941737	-430.7649065990455	-136624.80210281833	234.82299469294986	2048.3912808391324	278.2887077677947	6.240016248272987E-4	6.240016248272991E-4	-136624.80210281833	0.0	-433.1538373220079
640000	-137063.2633901112	-434.5611401399068	-136628.7022499713	234.9552859756524	2102.2619820262194	334.391213388607	6.201215530046679E-4	6.201215530046679E-4	-136628.7022499713	0.0	-436.7943787637754
650000	-137056.16981698235	-427.3781590283681	-136628.791657954	210.85454217557003	1886.6029597988131	261.4605795590771	6.971771449011133E-4	6.971771449011133E-4	-136628.791657954	0.0	-429.02022174332
660000	-137061.4533767455	-433.94809010711003	-136627.5052866384	225.419278452691	2004.9233924071254	400.32967342932756	6.46349236576446E-4	6.463492365764458E-4	-136627.5052866384	0.0	-435.7830447852098
670000	-137079.0549956991	-462.9561901457937	-136616.09880555328	372.462472984037	3274.437724564461	404.59612030860035	4.0165156594338097E-4	4.0165156594338097E-4	-136616.09880555328	0.0	-464.1443397544805
680000	-137048.67872529867	-436.18422999514314	-136612.49449530352	252.15992680215004	2205.9638557825874	245.46553887801207	5.801998709738853E-4	5.801998709738853E-4	-136612.49449530352	0.0	-438.92687365736003
690000	-137065.20717637613	-440.4295413648866	-136624.77763501124	257.2663710399659	2309.616035498063	368.1179972146763	5.663476292897868E-4	5.663476292897869E-4	-136624.77763501124	0.0	-442.7991774231097
700000	-137056.90387352085	-441.20707394702174	-136615.69679957384	269.24804959704187	2393.143713616306	355.2393675180593	5.440597423714746E-4	5.440597423714744E-4	-136615.69679957384	0.0	-443.62391961580545
710000	-137064.82997710514	-425.30653059417995	-136639.52344651095	205.73739484710396	1819.5085222157923	228.04716729997452	7.231281927369542E-4	7.231281927369539E-4	-136639.52344651095	0.0	-426.6697113952516
720000	-137061.5804600249	-444.20607679898427	-136617.37438322592	276.5773609970636	2468.5031989863473	357.44575336127633	5.254987016342749E-4	5.254987016342751E-4	-136617.37438322592	0.0	-446.5884793449045
730000	-137055.53072509324	-438.5154916540984	-136617.01523343913	252.49672027149694	2251.822045484738	328.5999139365215	5.798080801831847E-4	5.798080801831848E-4	-136617.01523343913	0.0	-440.96762646696595
740000	-137079.22243371088	-453.1616217140187	-136626.06081199687	314.6301448658556	2821.0331576374874	420.4121011884521	4.70896503767932E-4	4.708965037679321E-4	-136626.06081199687	0.0	-455.0989199734556
750000	-137065.08176014642	-443.00999652964134	-136622.07176361678	271.740572904711	2446.154356070108	320.66848702901274	5.423477911667279E-4	5.423477911667277E-4	-136622.07176361678	0.0	-445.5280627146243
760000	-137086.57505102316	-463.3655833570608	-136623.2094676661	371.43180755780264	3275.340916325976	468.3008718570363	3.920727854420976E-4	3.920727854420976E-4	-136623.2094676661	0.0	-464.2608239629947
770000	-137075.20277565837	-450.5216026999192	-136624.68117295846	306.3545765815275	2721.5594831210783	440.9797692602485	4.829377514697679E-4	4.8293775146976756E-4	-136624.68117295846	0.0	-452.4991382800929
780000	-137052.29715954428	-433.79101196539426	-136618.50614757888	245.16552359080316	2155.9485311806216	346.20690489640566	5.963068590084921E-4	5.963068590084921E-4	-136618.50614757888	0.0	-436.12816095724173
790000	-137070.32599072074	-437.45481168442035	-136632.87117903633	261.52237883022974	2297.291228130938	335.3161486057249	5.560239039038613E-4	5.560239039038614E-4	-136632.87117903633	0.0	-439.9293253383039
800000	-137041.49441365938	-428.95262534065733	-136612.54178831872	219.9893065617749	1956.9319974459406	309.1634165941539	6.655621277727491E-4	6.655621277727494E-4	-136612.54178831872	0.0	-430.84242691726627
810000	-137055.44334492943	-435.3403023572047	-136620.1030425722	243.2733283764425	2169.260903358347	263.11510717547486	6.077807342304538E-4	6.077807342304541E-4	-136620.1030425722	0.0	-437.8921819272687
820000	-137054.01824684843	-435.86732584423044	-136618.15092100418	253.47415026325754	2230.984360527522	322.17859867643915	5.830481850154383E-4	5.830481850154388E-4	-136618.15092100418	0.0	-438.329012510306
830000	-137093.83362174328	-462.1019265154335	-136631.73169522785	360.6644824756025	3215.403755093008	467.7063259776888	4.042025425053151E-4	4.042025425053153E-4	-136631.73169522785	0.0	-463.18264283325226
840000	-137047.30375851513	-423.09714295077174	-136624.20661556436	203.7424892018611	1788.8944896758512	226.24174112843215	7.328297700176874E-4	7.328297700176871E-4	-136624.20661556436	0.0	-424.2956044706932
850000	-137047.80494758472	-426.50145102895783	-136621.30349655577	210.8197521920739	1875.8030240928551	287.18546649836014	6.963323141194886E-4	6.963323141194889E-4	-136621.30349655577	0.0	-428.0620673281718
860000	-137068.95431590758	-443.0567789841135	-136625.89753692347	265.6965560141659	2433.4118238162905	374.7575632454979	5.381805771039113E-4	5.381805771039111E-4	-136625.89753692347	0.0	-445.41491656611674
870000	-137073.8707694493	-444.4527787972859	-136629.41799065203	279.3099607262794	2482.943379358775	363.360527496008	5.182347298293309E-4	5.182347298293307E-4	-136629.41799065203	0.0	-446.79833348653307
880000	-137041.38329645753	-426.33833769750055	-136615.04495876003	203.87110645052385	1811.536575614362	327.5610799557339	7.193988468928078E-4	7.193988468928078E-4	-136615.04495876003	0.0	-427.40326652847415
890000	-137054.97250806165	-441.2661406679271	-136613.70636739372	279.3141848079196	2422.79831358013	367.95456739099234	5.284289977906958E-4	5.284289977906962E-4	-136613.70636739372	0.0	-443.62631762751226
900000	-137057.68872459268	-443.6341755865427	-136614.05454900613	272.4401373733796	2451.8943860901936	386.70894594433645	5.332680566982619E-4	5.332680566982616E-4	-136614.05454900613	0.0	-445.9539071965673
910000	-137069.06373366067	-444.2995446715381	-136624.76418898912	280.8122947346257	2485.828960291908	385.63101583165775	5.278567943121899E-4	5.278567943121902E-4	-136624.76418898912	0.0	-446.61154943765325
920000	-137084.00623227344	-453.12724497992485	-136630.87898729352	318.4664414119947	2816.44300947337	455.85498996865823	4.5944798629844134E-4	4.5944798629844145E-4	-136630.87898729352	0.0	-454.88648870494046
930000	-137058.42004899695	-438.04528291712904	-136620.37476607983	238.0268387020752	2169.1394159178553	386.115252889894	6.09818164887853E-4	6.098181648878531E-4	-136620.37476607983	0.0	-440.20163820585884
940000	-137058.18706358442	-426.2300436461439	-136631.95701993827	201.25840598272904	1791.5640959144573	301.3892252219422	7.314830482351575E-4	7.314830482351575E-4	-136631.95701993827	0.0	-427.16623810862353
950000	-137074.7453593044	-442.5056275460611	-136632.23973175834	270.9388097028826	2404.355912811377	360.31773001307005	5.43140009962703E-4	5.431400099627027E-4	-136632.23973175834	0.0	-444.9076901860949
960000	-137061.10120670425	-433.85641245693677	-136627.24479424732	239.4359201092158	2140.880963352951	293.1467564780043	6.121312808677411E-4	6.121312808677404E-4	-136627.24479424732	0.0	-436.27412613362253
970000	-137095.5792199719	-470.6718415164921	-136624.90737845542	410.7067204438859	3635.087031041651	463.5542486454119	3.591261082570314E-4	3.5912610825703146E-4	-136624.90737845542	0.0	-471.002677808345
980000	-137049.05543907385	-447.2564760902714	-136601.7989629836	301.1277280474077	2627.467405681003	356.4126819134311	4.8797276969694906E-4	4.8797276969694885E-4	-136601.7989629836	0.0	-449.47941978575494
990000	-137050.8020096146	-435.90822085480676	-136614.89378875977	240.71485933638044	2142.4586925538556	329.36339289492724	6.093140308106257E-4	6.093140308106257E-4	-136614.89378875977	0.0	-438.2265533021411
1000000	-137048.56165424015	-446.6530703290047	-136601.90858391114	296.26635116246894	2613.513263335235	407.16731779663706	5.034586701016352E-4	5.034586701016353E-4	-136601.90858391114	0.0	-448.8269431971393
1010000	-137061.15389601656	-448.90757782131675	-136612.24631819525	298.53968026131093	2667.92620845572	333.89525919347096	4.923077375783984E-4	4.923077375783985E-4	-136612.24631819525	0.0	-451.2217324543558
1020000	-137035.07009881985	-435.1165355482249	-136599.9535632716	241.90074682400302	2146.4318915681265	382.0044273957008	6.113498755039862E-4	6.113498755039864E-4	-136599.9535632716	0.0	-437.27431482719817
1030000	-137033.87208959315	-430.5076430036605	-136603.3644465895	229.38238724473152	2026.3308648544812	299.1556497827859	6.470431117502978E-4	6.470431117502982E-4	-136603.3644465895	0.0	-432.6272125597453
1040000	-137026.04059554165	-437.4584016035344	-136588.5821939381	251.29640160766104	2244.2441019736984	326.1419957357147	5.831574894142775E-4	5.831574894142775E-4	-136588.5821939381	0.0	-439.9074996308178
1050000	-137055.19822808172	-453.8206171661109	-136601.3776109156	312.6639251163225	2808.5186966324777	371.55290395782384	4.695142146174817E-4	4.695142146174816E-4	-136601.3776109156	0.0	-455.8704296620846
1060000	-137055.50154309542	-450.55290522728563	-136604.94863786813	303.34617793877686	2709.5193127565008	366.1282796089684	4.800370595096899E-4	4.8003705950969003E-4	-136604.94863786813	0.0	-452.69658265122587
1070000	-137035.8289773824	-441.4311892543341	-136594.39778812806	273.79832238148055	2426.3771229954514	359.33835501677146	5.381283023904992E-4	5.381283023904987E-4	-136594.39778812806	0.0	-443.83127979519554
1080000	-137030.23902619394	-432.48624835009224	-136597.75277784385	236.49143257025355	2094.177354564801	267.12740675113986	6.19368293822647E-4	6.193682938226471E-4	-136597.75277784385	0.0	-434.94932645604064
1090000	-137060.61772464708	-462.75876563757646	-136597.8589590095	365.8820843309536	3243.7557619816084	506.269993958587	3.97487554027063E-4	3.974875540270629E-4	-136597.8589590095	0.0	-463.6600950556355
1100000	-137035.87722214358	-441.8317318002173	-136594.04549034336	280.50365740992555	2468.466298295069	321.50821617672773	5.250755851188221E-4	5.250755851188218E-4	-136594.04549034336	0.0	-444.3190492170196
1110000	-137030.24575151774	-443.1941185053568	-136587.0516330124	272.493724611816	2416.8042060857733	427.9519171172871	5.369872010053578E-4	5.36987201005358E-4	-136587.0516330124	0.0	-445.4180428511577
1120000	-137035.6742785235	-437.59681424839823	-136598.07746427512	250.40783122233128	2247.094209819092	336.6511090685239	5.750877692554581E-4	5.750877692554579E-4	-136598.07746427512	0.0	-440.0376991694471
1130000	-137060.30630619673	-461.48750023707106	-136598.81880595966	355.5200557047067	3161.4843590052574	473.97046425457364	4.1670280976462094E-4	4.16702809764621E-4	-136598.81880595966	0.0	-462.72935002155583
1140000	-137052.3997099652	-453.24217313030454	-136599.1575368349	312.2514969937928	2761.926439945232	534.8898526446687	4.677062775575275E-4	4.677062775575277E-4	-136599.1575368349	0.0	-454.91290128861203
1150000	-137052.78683666603	-454.5531044325744	-136598.23373223346	327.21957579401	2897.1587679866752	464.8824957384706	4.457228802425086E-4	4.4572288024250834E-4	-136598.23373223346	0.0	-456.15903570978264
1160000	-137046.8099458617	-446.5419373496107	-136600.2680085121	282.01208946568283	2505.496822641094	291.25534134146403	5.216771071558316E-4	5.216771071558311E-4	-136600.2680085121	0.0	-449.1190295313475
1170000	-137030.3214755577	-435.1698902393637	-136595.15158531832	249.41045440977723	2209.9254754111444	303.27180543579385	5.914263317415896E-4	5.9142633174159E-4	-136595.15158531832	0.0	-437.6608555790115
1180000	-137028.97722519698	-440.99772410098296	-136587.979501096	271.2036870954018	2399.6605828453935	326.04678427778083	5.424145871684978E-4	5.424145871684979E-4	-136587.979501096	0.0	-443.4992081342386
1190000	-137057.31300067672	-458.1025185776291	-136599.2104820991	342.178217910535	3048.24135541329	397.2037922265049	4.30045906406427E-4	4.3004590640642696E-4	-136599.2104820991	0.0	-459.69002170838434
1200000	-137044.36682666524	-443.23058077935076	-136601.1362458859	275.2512099608072	2450.0061843854764	336.7217496613237	5.368129226847756E-4	5.368129226847756E-4	-136601.1362458859	0.0	-445.6940307470769
1210000	-137043.38301288598	-445.2873100111573	-136598.09570287482	278.9197788558943	2513.2042354919017	337.38921484901164	5.273663096821134E-4	5.273663096821132E-4	-136598.09570287482	0.0	-447.7318604489317
1220000	-137045.80560299396	-443.88517569566494	-136601.9204272983	280.5312499517641	2489.6431737163794	382.87997490714287	5.259910236203947E-4	5.259910236203942E-4	-136601.9204272983	0.0	-446.2000344284737
1230000	-137035.35186910265	-443.5956636216498	-136591.756205481	271.8417437876661	2461.800127025128	381.4797750994032	5.395107480678003E-4	5.395107480678007E-4	-136591.756205481	0.0	-445.93750640495347
1240000	-137045.7270198116	-442.7658374530325	-136602.96118235856	271.8505441987936	2416.4386719879976	311.26562435758393	5.490282757521102E-4	5.490282757521101E-4	-136602.96118235856	0.0	-445.31654543414504
1250000	-137033.666125357	-429.967924527025	-136603.69820082997	219.81057357784707	1942.0191702251227	221.29594786548225	6.676794245682328E-4	6.676794245682323E-4	-136603.69820082997	0.0	-432.1674030811659
1260000	-137030.4376341914	-434.7509511546563	-136595.68668303674	230.90660626873876	2073.6894654421526	384.7548413897564	6.369447507348499E-4	6.369447507348501E-4	-136595.68668303674	0.0	-436.7117771535615
1270000	-137044.83416981503	-454.1475652386816	-136590.68660457636	324.7608332229979	2895.0676948218497	423.9120832638554	4.5176934331533675E-4	4.5176934331533686E-4	-136590.68660457636	0.0	-455.90697789887906
1280000	-137032.76422311578	-437.86340876653105	-136594.90081434924	256.60501252661965	2284.6631566154156	288.1228141224504	5.653490685602282E-4	5.653490685602277E-4	-136594.90081434924	0.0	-440.4796440828569
1290000	-137041.7506228515	-445.06364384271245	-136596.6869790088	277.10406900265394	2513.487388109928	308.3765732378578	5.208947647623137E-4	5.208947647623134E-4	-136596.6869790088	0.0	-447.58136826903177
1300000	-137047.94421371637	-446.4213403392509	-136601.5228733771	285.2793318518725	2544.1978358858496	288.6344732185672	5.105378265259317E-4	5.105378265259317E-4	-136601.5228733771	0.0	-448.9697179322295
1310000	-137029.5881160996	-440.6017283448775	-136588.9863877547	265.93896592847807	2354.8511539340057	290.25633963043873	5.527126106066468E-4	5.527126106066464E-4	-136588.9863877547	0.0	-443.221997808529
1320000	-137061.8198619541	-461.57319641715753	-136600.24666553695	347.794602333964	3128.0879164620274	518.1367641690532	4.250490680643186E-4	4.2504906806431866E-4	-136600.24666553695	0.0	-462.8337222554455
1330000	-137030.53171607337	-439.6268952934482	-136590.90482077992	263.2707282714733	2319.1495633260306	317.8436627116891	5.581751141296732E-4	5.581751141296732E-4	-136590.90482077992	0.0	-442.15339587246865
1340000	-137048.20342770737	-457.6101451760017	-136590.59328253136	327.1692834489376	2953.65759546109	365.94320702194665	4.429072319781864E-4	4.4290723197818615E-4	-136590.59328253136	0.0	-459.4256258173548
1350000	-137069.64659855983	-460.78789293807904	-136608.85870562177	360.29677014487754	3184.456420522583	477.8718368685605	4.0541145652622486E-4	4.0541145652622524E-4	-136608.85870562177	0.0	-461.86465985882325
1360000	-137037.65337584293	-446.48554683554005	-136591.16782900738	277.46465577506547	2464.9764095638775	479.2288722747444	5.297972327654976E-4	5.297972327654973E-4	-136591.16782900738	0.0	-448.58436278813804
