# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Jul 07 01:17:57 BST 2021 [seed=1625617058181]
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
115000	-396963.727006629	-1139.0035072238193	-395824.7234994052	906.5669080703591	1111.4330919296408	21371.474210242737	4734.3090740642865	6.281986986610937	0.2076194991320346	0.3454818536500228	0.23067703143345084	0.21622161578449153	0.42299002898777466	8.562593748137817E-4	8.56259374813782E-4	-395824.7234994052	0.0	-1136.573289352794
120000	-396969.10250613216	-1143.1304029157634	-395825.9721032164	933.9519304338705	1084.0480695661295	22160.92460830053	5237.436745293686	6.315855600260681	0.207244840792754	0.3479786579180952	0.23078652941963518	0.21398997186951546	0.43134588231297966	8.307671946226104E-4	8.307671946226101E-4	-395825.9721032164	0.0	-1140.5700740970833
125000	-396968.55256335944	-1146.3965541605767	-395822.15600919886	965.0076051787748	1052.9923948212252	22735.69480430742	5174.234842182782	6.265519175188785	0.20843087077751424	0.34546708608164994	0.23238455805888678	0.21371748508194882	0.416420418571624	7.994889877810364E-4	7.994889877810362E-4	-395822.15600919886	0.0	-1143.8632474705967
130000	-396975.2252421691	-1144.0434007964689	-395831.1818413726	948.0425479660115	1069.9574520339884	22289.523737583808	5320.048857850836	6.279127811927714	0.20859221961005797	0.3440720385449608	0.2352614675244372	0.21207427432054385	0.42666190892265915	8.151128416914745E-4	8.151128416914757E-4	-395831.1818413726	0.0	-1141.4751675400164
135000	-396956.08658425027	-1128.680809665421	-395827.40577458485	840.4070329645355	1177.5929670354644	19743.83646729426	4341.869132554595	6.381619233268835	0.2083402269555768	0.34304736904689975	0.2367438887120202	0.2118685152855031	0.41955121865482237	9.358792117527435E-4	9.358792117527426E-4	-395827.40577458485	0.0	-1126.2280486497962
140000	-396976.4283916217	-1141.193278689262	-395835.2351129324	923.9990307866943	1094.0009692133058	21756.333365332757	4599.014948067073	6.382177841273547	0.2090693680807383	0.3446847569981585	0.23227378007235192	0.21397209484875124	0.43278485010328405	8.556050496795252E-4	8.556050496795247E-4	-395835.2351129324	0.0	-1138.7481756428053
145000	-396989.5079976524	-1146.3120196820164	-395843.1959779704	953.7055525868026	1064.2944474131973	22664.140987224924	4659.373344523432	6.379847593959339	0.20973944200258124	0.3429208689568739	0.23394804720934465	0.21339164183120013	0.426534629961581	8.053617376768023E-4	8.053617376768027E-4	-395843.1959779704	0.0	-1143.8424283999937
150000	-396954.32265460707	-1145.4466374362594	-395808.8760171708	948.4500033214892	1069.5499966785108	22382.73617159021	6209.397893273322	6.275577416717267	0.2050130582760224	0.3489296423372616	0.23289499937216196	0.2131623000145539	0.4294644288891139	8.248681854711449E-4	8.248681854711443E-4	-395808.8760171708	0.0	-1142.7264050582307
155000	-396976.09827223036	-1143.9066639575874	-395832.1916082728	945.6934388615348	1072.3065611384652	22277.028840405223	4893.356403612409	6.320678296737212	0.20738235866752053	0.3470402743407845	0.23238263462130646	0.21319473237038833	0.4245338263818073	8.259042702067101E-4	8.259042702067102E-4	-395832.1916082728	0.0	-1141.4241038930752
160000	-396941.0750634208	-1119.4735415963285	-395821.6015218245	771.4507163459893	1246.5492836540107	18265.81823440352	4358.073937063354	6.266862888442588	0.20958887648234	0.34586934882266085	0.23315063900199867	0.21139113569300022	0.42682650230190866	0.0010078394780712225	0.0010078394780712232	-395821.6015218245	0.0	-1116.811230719548
165000	-396955.57431871776	-1136.4400456412318	-395819.13427307655	843.1433835139976	1174.8566164860024	19897.898430233672	6769.45638836583	6.27362307328441	0.2068260945060177	0.3473111466935609	0.23121194386032307	0.21465081494009816	0.42409850913483643	9.181088138676872E-4	9.181088138676875E-4	-395819.13427307655	0.0	-1133.5945764384655
