# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu May 06 18:06:36 BST 2021 [seed=1620320788356]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
200000	-482423.92020460137	-1082.9704592672997	-481340.94974533404	321.46763587321715	321.46763587321715	10705.685457379166	3438.6887903450106	0.001137688895223925	0.001137688895223924	-481340.94974533404	0.0	-1082.377334991173
210000	-482451.62396951555	-1092.8437562226547	-481358.7802132929	346.90146735219906	346.90146735219906	11556.553544696671	3076.768032443728	0.0010458856567896553	0.001045885656789655	-481358.7802132929	0.0	-1092.1134855111677
220000	-482456.0990577123	-1104.1751605804652	-481351.9238971318	390.05280506390295	390.05280506390295	12743.545474514427	3764.9181122016894	9.48169461731251E-4	9.481694617312511E-4	-481351.9238971318	0.0	-1102.7472010983674
230000	-482404.8894356713	-1070.4593138250684	-481334.43012184626	290.52800205601545	290.52800205601545	9631.201253114823	3235.1242311267943	0.0012578843482272742	0.0012578843482272735	-481334.43012184626	0.0	-1069.933863402758
240000	-482382.73280999076	-1051.99438268646	-481330.7384273043	250.86327237082637	250.86327237082637	8206.083361637473	2794.44539891056	0.0014817345480054218	0.0014817345480054216	-481330.7384273043	0.0	-1050.6650689606738
250000	-482453.5059068768	-1102.4392847389067	-481351.0666221379	376.8288811713288	376.8288811713288	12476.088483295154	4314.618856683633	9.701020101652183E-4	9.701020101652186E-4	-481351.0666221379	0.0	-1101.0071115557294
260000	-482421.1133532311	-1086.7974673890221	-481334.3158858421	336.62625743830233	336.62625743830233	11059.196589408339	3470.1499640859433	0.0010944162419142195	0.00109441624191422	-481334.3158858421	0.0	-1086.1044198332668
270000	-482459.06902339356	-1109.7716979108504	-481349.2973254827	400.9654349430093	400.9654349430093	13275.644518829811	4357.412104455634	9.137599392785857E-4	9.137599392785849E-4	-481349.2973254827	0.0	-1107.9661518084433
280000	-482401.4911900375	-1054.137232874835	-481347.3539571627	253.1083353177873	253.1083353177873	8385.34245884121	2622.2901376558552	0.0014418856244747503	0.0014418856244747488	-481347.3539571627	0.0	-1053.1323260281567
290000	-482444.3765473127	-1099.6877911495353	-481344.6887561632	375.0630768351697	375.0630768351697	12282.896606816417	3584.4625883418003	9.899425853120314E-4	9.899425853120308E-4	-481344.6887561632	0.0	-1098.5501305032556
300000	-482427.1207967357	-1094.7392675567344	-481332.38152917894	357.3005147590972	357.3005147590972	11805.350415138728	3517.7165274851213	0.0010285714265377045	0.0010285714265377036	-481332.38152917894	0.0	-1093.8046079231508
310000	-482447.3746356409	-1108.133881742904	-481339.240753898	397.9978059379912	397.9978059379912	13115.345113119307	3604.372119354502	9.200891452497521E-4	9.200891452497526E-4	-481339.240753898	0.0	-1106.5628574533664
320000	-482420.1112154238	-1094.7330102858684	-481325.3782051379	354.0779487893673	354.0779487893673	11776.055532691345	3657.331630242124	0.001028283485666565	0.0010282834856665656	-481325.3782051379	0.0	-1093.75819383017
330000	-482417.8759812955	-1084.026187544223	-481333.84979375126	323.0085411051378	323.0085411051378	10747.936850004171	2970.7259168364776	0.0011254078968752073	0.001125407896875207	-481333.84979375126	0.0	-1083.5583308109522
340000	-482471.87545804906	-1133.939507774085	-481337.935950275	479.23710579624486	479.23710579624486	15996.127378476838	5147.841893742442	7.587735099854005E-4	7.587735099854E-4	-481337.935950275	0.0	-1130.5579193825909
350000	-482420.6032959455	-1083.0886055989313	-481337.51469034655	323.36954343982376	323.36954343982376	10677.553333728636	3597.087232637708	0.0011361717823698428	0.0011361717823698439	-481337.51469034655	0.0	-1082.4480550451703
360000	-482440.65437593905	-1082.9841441215265	-481357.6702318175	323.0491852324507	323.0491852324507	10665.957086452487	3674.6774952310943	0.0011393159343797156	0.001139315934379716	-481357.6702318175	0.0	-1082.3271461805891
370000	-482408.64528358943	-1072.2230831916413	-481336.42220039776	299.2890336927203	299.2890336927203	9830.002420493624	2890.277613435616	0.0012263898497450612	0.0012263898497450602	-481336.42220039776	0.0	-1071.843524711228
380000	-482439.1982159425	-1097.714546812104	-481341.48366913036	358.6988682246118	358.6988682246118	12046.74825911764	3770.50544135675	0.001001270913746198	0.0010012709137461975	-481341.48366913036	0.0	-1096.5841715079937
390000	-482431.11724373995	-1089.4522073754772	-481341.66503636446	340.21586062756904	340.21586062756904	11253.941912262633	3757.2204154059345	0.00107577871298255	0.0010757787129825514	-481341.66503636446	0.0	-1088.626140720054
400000	-482438.8783808681	-1091.327119142843	-481347.55126172525	349.84247534890227	349.84247534890227	11516.540978726736	3399.390079046307	0.001049159413593275	0.0010491594135932747	-481347.55126172525	0.0	-1090.509611463714
410000	-482429.1318484782	-1091.270792660767	-481337.86105581746	344.96278323352647	344.96278323352647	11381.341891632072	3985.003185263286	0.0010636923942519692	0.0010636923942519687	-481337.86105581746	0.0	-1090.346506886132
420000	-482410.2463801277	-1072.8552752385863	-481337.3911048891	297.2930501903295	297.2930501903295	9870.654373968031	3058.9363643462734	0.0012242735300604676	0.001224273530060469	-481337.3911048891	0.0	-1072.4203423023569
430000	-482394.4255242311	-1058.9640641499307	-481335.46146008116	265.86932719078305	265.86932719078305	8761.325419778981	2678.2425242177796	0.0013805688176011265	0.0013805688176011252	-481335.46146008116	0.0	-1058.2618390006737
440000	-482420.8537827848	-1077.6647679681466	-481343.18901481666	309.2810017755973	309.2810017755973	10258.958571971074	3092.352662389239	0.0011837508207459876	0.0011837508207459878	-481343.18901481666	0.0	-1077.2230347189243
450000	-482408.8320222692	-1062.467209963299	-481346.3648123059	269.359752496486	269.359752496486	8958.911106714475	2498.0656024645295	0.0013468809970713517	0.0013468809970713519	-481346.3648123059	0.0	-1061.972517327916
460000	-482425.511748301	-1083.816718444669	-481341.6950298563	322.8602140654052	322.8602140654052	10734.275256252296	2943.0883922073717	0.0011286704519398916	0.0011286704519398916	-481341.6950298563	0.0	-1083.3641595150384
470000	-482420.0866596431	-1080.747231395458	-481339.33942824765	311.58667905057484	311.58667905057484	10431.203997758974	3596.618937089047	0.0011581892478146488	0.0011581892478146484	-481339.33942824765	0.0	-1080.135884817198
480000	-482388.7304300411	-1056.9270743560262	-481331.8033556851	257.6342631363256	257.6342631363256	8581.110547668122	2418.017915781153	0.0014126840216097587	0.0014126840216097591	-481331.8033556851	0.0	-1056.1691944106503
490000	-482395.08063307416	-1077.9845284185137	-481317.09610465565	308.6107312012805	308.6107312012805	10200.269519417176	3552.286833121542	0.001185719961885901	0.0011857199618859004	-481317.09610465565	0.0	-1077.4048872296987
500000	-482385.61626019195	-1083.5332317792852	-481302.08302841266	323.7647672673519	323.7647672673519	10771.041144247965	3364.404450990549	0.0011331542772614926	0.0011331542772614926	-481302.08302841266	0.0	-1082.9546258113369
510000	-482397.412990888	-1089.7234324829362	-481307.6895584051	330.15636544498716	330.15636544498716	11114.75171902673	2785.8099104037788	0.0010928166454723682	0.001092816645472369	-481307.6895584051	0.0	-1089.2457898258313
520000	-482365.14472317725	-1057.7558914881213	-481307.38883168914	265.17495865303624	265.17495865303624	8651.860080197788	2830.0997965479023	0.001394931714161838	0.0013949317141618363	-481307.38883168914	0.0	-1056.9310992276935
530000	-482373.4564237221	-1072.0598135050989	-481301.396610217	296.9796048960919	296.9796048960919	9775.12420734186	3282.520413108186	0.0012376708364010864	0.0012376708364010866	-481301.396610217	0.0	-1071.5439626894447
540000	-482376.6895300905	-1074.1422872726907	-481302.5472428178	301.4357284015785	301.4357284015785	9938.384848720429	3352.951997303351	0.0012119964129235512	0.0012119964129235533	-481302.5472428178	0.0	-1073.6211465768433
550000	-482378.3321333175	-1072.4355951267123	-481305.8965381908	299.1470421093298	299.1470421093298	9838.265970442711	2951.657177880088	0.0012290435931455819	0.0012290435931455812	-481305.8965381908	0.0	-1072.0331836093167
560000	-482376.5164231268	-1074.4764721165857	-481302.0399510102	300.6763995123747	300.6763995123747	9982.551857978744	2909.6532582450654	0.0012155589922464402	0.0012155589922464404	-481302.0399510102	0.0	-1074.095911548977
570000	-482379.99040354596	-1073.275601160724	-481306.71480238525	297.0492100994587	297.0492100994587	9863.362373707312	2883.089003806377	0.0012319693582384947	0.001231969358238495	-481306.71480238525	0.0	-1072.8944627515052
580000	-482387.71115233435	-1086.3114025485565	-481301.3997497858	333.88948455536274	333.88948455536274	11028.55545659744	3257.1491711918825	0.001099676810129479	0.0010996768101294778	-481301.3997497858	0.0	-1085.6952403220364
590000	-482367.14095071616	-1068.6586110489777	-481298.48233966716	288.09170916230994	288.09170916230994	9539.547197387226	3054.925251442347	0.0012708136579586613	0.0012708136579586595	-481298.48233966716	0.0	-1068.1696731265774
600000	-482380.497365674	-1077.8672643334564	-481302.63010134053	307.8814261151359	307.8814261151359	10248.971820565166	3339.7400406086126	0.0011837132628388569	0.0011837132628388575	-481302.63010134053	0.0	-1077.3485550182875
610000	-482382.7759641901	-1058.786646134839	-481323.9893180552	259.1090396887997	259.1090396887997	8653.973854444144	2874.997293178401	0.001393294091717479	0.0013932940917174795	-481323.9893180552	0.0	-1057.9540612076617
620000	-482379.44687073585	-1055.5374153037299	-481323.9094554321	255.06403642482866	255.06403642482866	8474.660424902508	2378.41200897728	0.0014277695673578323	0.0014277695673578336	-481323.9094554321	0.0	-1054.7129944434075
630000	-482367.8642198385	-1061.1443629679043	-481306.7198568706	270.62515114710885	270.62515114710885	8952.281512939038	2589.1550543251224	0.0013528671795058373	0.0013528671795058373	-481306.7198568706	0.0	-1060.5914260763734
640000	-482411.4602584371	-1101.0712334504424	-481310.38902498665	370.117844131115	370.117844131115	12310.580391251122	4217.779747938501	9.865632265158857E-4	9.86563226515885E-4	-481310.38902498665	0.0	-1099.7529832627163
650000	-482430.25514577836	-1120.542251270039	-481309.7128945083	437.7179625068173	437.7179625068173	14454.64790373754	4087.9891902646714	8.401895059618284E-4	8.401895059618282E-4	-481309.7128945083	0.0	-1118.2064025453808
660000	-482379.21419362177	-1086.2346765427135	-481292.9795170791	328.8962939223638	328.8962939223638	10975.109236913055	3359.6367837479006	0.0010988979245017386	0.0010988979245017396	-481292.9795170791	0.0	-1085.5855726830105
670000	-482399.1413959477	-1090.0207607094972	-481309.12063523824	343.9362633238148	343.9362633238148	11363.134995111499	3507.9467520663975	0.00105976785223412	0.0010597678522341197	-481309.12063523824	0.0	-1089.2104160024944
680000	-482361.8819153524	-1061.2444329613647	-481300.63748239103	267.509148070241	267.509148070241	8860.656484123734	2994.2681705756568	0.0013624299110551526	0.0013624299110551517	-481300.63748239103	0.0	-1060.5084390392099
690000	-482378.94171223056	-1081.5971345228847	-481297.3445777077	321.9769744177676	321.9769744177676	10614.83985610569	3200.7063061065023	0.001140414656852215	0.0011404146568522136	-481297.3445777077	0.0	-1081.0798822320298
700000	-482380.6402040417	-1068.029975293302	-481312.61022874835	288.3653259488168	288.3653259488168	9488.674684905536	2983.198325807203	0.0012753344155070425	0.0012753344155070425	-481312.61022874835	0.0	-1067.5565377568587
710000	-482387.29327555856	-1089.4866426909407	-481297.8066328676	341.8491382651699	341.8491382651699	11313.637772217686	3328.1664444158228	0.001066095525232956	0.0010660955252329563	-481297.8066328676	0.0	-1088.7505904305826
720000	-482391.67973312864	-1071.559758122293	-481320.1199750063	298.4803524118789	298.4803524118789	9739.393915832428	3132.171093532043	0.001234037334322233	0.0012340373343222328	-481320.1199750063	0.0	-1071.0940493457244
730000	-482359.1666746059	-1056.4988402809438	-481302.667834325	253.35183701078392	253.35183701078392	8493.272933905055	2831.403241554111	0.0014208296636295348	0.001420829663629534	-481302.667834325	0.0	-1055.5389954721024
740000	-482383.8453863261	-1078.266362610479	-481305.5790237156	305.07062527826884	305.07062527826884	10248.828911090935	3232.1789072371603	0.001182196567305837	0.0011821965673058364	-481305.5790237156	0.0	-1077.7797434679235
750000	-482367.09105221985	-1073.736870276141	-481293.3541819437	298.24884305201357	298.24884305201357	9823.230508244218	3383.4364572947625	0.0012351107244925631	0.0012351107244925636	-481293.3541819437	0.0	-1073.1930682218467
760000	-482368.1204972327	-1063.6754051673388	-481304.4450920654	272.2521275565679	272.2521275565679	9004.509207842657	2345.4882814582134	0.0013348494242872145	0.0013348494242872145	-481304.4450920654	0.0	-1063.2861063535927
770000	-482378.6650948275	-1086.4749351963937	-481292.1901596311	335.402845726277	335.402845726277	11004.077310647306	3239.4728313353526	0.0011030770824591394	0.001103077082459139	-481292.1901596311	0.0	-1085.872598316127
780000	-482374.1696917966	-1080.253930794708	-481293.9157610019	316.5966473158717	316.5966473158717	10480.160541322068	3420.9438394994095	0.001149332877466719	0.0011493328774667185	-481293.9157610019	0.0	-1079.682424218153
790000	-482386.2106240296	-1086.3704620533615	-481299.8401619763	333.5995880325001	333.5995880325001	11036.038089142796	3513.3875603211063	0.0010966121640838497	0.0010966121640838497	-481299.8401619763	0.0	-1085.6707676859455
800000	-482377.33697893826	-1064.4513323404426	-481312.88564659783	276.3096863934751	276.3096863934751	9170.813904478564	2861.332221484623	0.0013214284278288881	0.0013214284278288886	-481312.88564659783	0.0	-1063.9062336030265
810000	-482411.31187035394	-1095.529481930395	-481315.78238842357	362.0977300696146	362.0977300696146	11894.66090137268	3869.4906791131334	0.001010359695964982	0.0010103596959649818	-481315.78238842357	0.0	-1094.4173153572767
820000	-482393.35275270074	-1083.8849514322726	-481309.46780126845	326.6038795707334	326.6038795707334	10815.682681284901	3182.8360663022286	0.0011116716800026933	0.0011116716800026935	-481309.46780126845	0.0	-1083.3201545159986
830000	-482381.48618792504	-1087.7682777796763	-481293.71791014535	335.79039550047554	335.79039550047554	11131.222228682178	3245.8977502454195	0.001085258544244803	0.001085258544244803	-481293.71791014535	0.0	-1087.1168151696816
840000	-482421.1626986718	-1120.4010098186939	-481300.7616888531	441.62332988888966	441.62332988888966	14402.809498514533	4635.503902128503	8.367893337788361E-4	8.36789333778835E-4	-481300.7616888531	0.0	-1117.9087394373562
850000	-482358.7188112916	-1054.7195591731747	-481303.99925211846	251.98286403031088	251.98286403031088	8405.381242686934	2616.8894615214413	0.0014382303815190388	0.00143823038151904	-481303.99925211846	0.0	-1053.7386507348883
860000	-482353.44087209273	-1099.346061962762	-481254.09481012996	363.5513402653831	363.5513402653831	12187.091795740436	3698.2932081247445	9.907504845924513E-4	9.90750484592452E-4	-481254.09481012996	0.0	-1098.1813729276432
870000	-482362.0495949758	-1101.9661841363406	-481260.08341083943	374.45061426949167	374.45061426949167	12451.469321922748	4000.038684193258	9.781993341386075E-4	9.781993341386067E-4	-481260.08341083943	0.0	-1100.6554352912417
880000	-482338.2533352029	-1067.6576165970198	-481270.5957186059	285.8835936551522	285.8835936551522	9463.16858014474	2908.35867460148	0.0012736849836540547	0.0012736849836540553	-481270.5957186059	0.0	-1067.2126586233355
890000	-482351.1979924161	-1082.8386206366058	-481268.3593717795	315.1010459787287	315.1010459787287	10546.916247775387	3739.4398973517877	0.0011472957267911713	0.0011472957267911706	-481268.3593717795	0.0	-1082.1754624205093
900000	-482318.490448482	-1050.817774301853	-481267.6726741801	241.1652958679516	241.1652958679516	8101.5603699447465	2413.1811579762484	0.0014994426749875452	0.0014994426749875436	-481267.6726741801	0.0	-1049.5065038763819
910000	-482339.87435384386	-1067.678438696981	-481272.1959151469	283.78037164414144	283.78037164414144	9422.269839993618	2923.687485787093	0.0012911110054492569	0.0012911110054492554	-481272.1959151469	0.0	-1067.1923272276158
920000	-482348.8481507729	-1087.5984892462873	-481261.24966152664	338.3111274353424	338.3111274353424	11119.566688463703	3470.594932770071	0.0010823635654490609	0.001082363565449061	-481261.24966152664	0.0	-1086.8716834617146
930000	-482359.9406285676	-1085.100941852348	-481274.8396867152	324.39365584917147	324.39365584917147	10885.870950500568	3441.136800491359	0.0011138520821515367	0.0011138520821515373	-481274.8396867152	0.0	-1084.4628710526542
940000	-482357.31429938937	-1090.6092599828528	-481266.70503940654	346.4396072695525	346.4396072695525	11383.397285552554	3865.981027501497	0.0010666544645311054	0.0010666544645311043	-481266.70503940654	0.0	-1089.7252809909662
950000	-482336.6155246785	-1064.4363051767098	-481272.1792195018	274.2078807784305	274.2078807784305	9149.401630167837	2937.4344147832503	0.0013098053314954466	0.0013098053314954464	-481272.1792195018	0.0	-1063.8985528682902
960000	-482349.82052741735	-1091.6536461878718	-481258.1668812295	343.9828335999054	343.9828335999054	11463.470662035084	3177.6978565155746	0.0010545791635510264	0.0010545791635510273	-481258.1668812295	0.0	-1090.9236483310565
970000	-482335.51672127744	-1065.3238279981979	-481270.19289327925	280.94013060666066	280.94013060666066	9237.781620518743	2699.0673276417097	0.0013049181276560736	0.0013049181276560747	-481270.19289327925	0.0	-1064.8838234294142
980000	-482321.1552563458	-1061.0029214015863	-481260.1523349442	269.56126421639084	269.56126421639084	8910.248171951444	2818.1271521647113	0.00136172108077575	0.0013617210807757513	-481260.1523349442	0.0	-1060.330426897345
990000	-482335.01530960907	-1079.353642119168	-481255.6616674899	308.0056883144571	308.0056883144571	10272.294356603506	3648.7356258804525	0.0011731048394495957	0.0011731048394495963	-481255.6616674899	0.0	-1078.7407189239202
1000000	-482358.357747791	-1097.257582903942	-481261.10016488703	367.3946680349263	367.3946680349263	12066.186839488846	3484.061999767007	0.0010066931314313952	0.0010066931314313963	-481261.10016488703	0.0	-1096.2327891108216
1010000	-482355.30918157136	-1086.4849928965743	-481268.8241886748	333.2049751405968	333.2049751405968	11030.129112471717	3099.4280796771423	0.0010953177099948372	0.0010953177099948372	-481268.8241886748	0.0	-1085.9072948987507
1020000	-482346.0178487937	-1078.8229612922382	-481267.1948875015	314.1188818442389	314.1188818442389	10346.927695578874	3560.510424257387	0.0011678528652464776	0.001167852865246477	-481267.1948875015	0.0	-1078.23063878087
1030000	-482315.9297166738	-1068.2807065309648	-481247.64901014284	285.42997241513063	285.42997241513063	9442.074692841505	2534.1115616827915	0.0012819404839672186	0.0012819404839672192	-481247.64901014284	0.0	-1067.957434766934
1040000	-482317.5991901995	-1043.9569136679827	-481273.64227653155	233.01099564352228	233.01099564352228	7667.516334615243	2227.6334587774136	0.0015700448394804492	0.001570044839480451	-481273.64227653155	0.0	-1042.134808464164
1050000	-482360.50512216246	-1105.0116525381422	-481255.4934696243	384.22990126739217	384.22990126739217	12730.017603065779	3394.0568294166674	9.484542915467422E-4	9.48454291546742E-4	-481255.4934696243	0.0	-1103.6891854636015
1060000	-482323.50547600986	-1058.2732553091992	-481265.23222070065	259.17308666862647	259.17308666862647	8625.84335065616	2318.597456202068	0.0014037258008552992	0.0014037258008553002	-481265.23222070065	0.0	-1057.603989706125
1070000	-482331.9485081943	-1063.3384094220366	-481268.6100987723	272.26519804758584	272.26519804758584	9087.299519256001	2639.0211791581087	0.0013367031325437306	0.0013367031325437293	-481268.6100987723	0.0	-1062.824903887738
1080000	-482384.5128214305	-1112.0579666875688	-481272.454854743	410.69743014234933	410.69743014234933	13575.503323990757	4120.782440941629	8.888751590711487E-4	8.888751590711485E-4	-481272.454854743	0.0	-1110.1224396755804
1090000	-482338.79913900985	-1072.7260817166366	-481266.0730572932	300.4471401785087	300.4471401785087	9852.688400904528	2991.133785890345	0.0012350157674690632	0.001235015767469061	-481266.0730572932	0.0	-1072.3056022880903
1100000	-482342.4262546714	-1071.3600132041636	-481271.06624146726	292.4029941222396	292.4029941222396	9739.097242986189	2694.989382880776	0.0012363672654289802	0.00123636726542898	-481271.06624146726	0.0	-1071.0425860936668
1110000	-482403.97372002376	-1132.5160325314998	-481271.45768749225	474.42510086215873	474.42510086215873	15896.719006475128	5131.906634045807	7.608094543624828E-4	7.60809454362483E-4	-481271.45768749225	0.0	-1129.1599504648225
1120000	-482351.19517530646	-1085.0210748257414	-481266.17410048074	328.84161512099894	328.84161512099894	10857.178449437522	3751.7761870523573	0.0011195420631083745	0.0011195420631083747	-481266.17410048074	0.0	-1084.3084263321339
1130000	-482337.76674105297	-1080.7621612807504	-481257.00457977224	314.9410290515876	314.9410290515876	10512.299665801569	3354.7625479466606	0.001151946932196927	0.0011519469321969284	-481257.00457977224	0.0	-1080.2134159510697
1140000	-482333.5558840636	-1086.5744992738942	-481246.9813847897	330.20910223628374	330.20910223628374	10926.721801721596	3862.193184457406	0.0011082517775616362	0.0011082517775616344	-481246.9813847897	0.0	-1085.808541744492
1150000	-482350.54317859473	-1086.3391272030565	-481264.2040513917	331.2049062974751	331.2049062974751	10970.885739459633	3160.7314096372743	0.001104592808567057	0.0011045928085670572	-481264.2040513917	0.0	-1085.7650414705095
1160000	-482374.2417224664	-1114.1709518039331	-481260.0707706625	416.59482324885187	416.59482324885187	13788.366970318022	4154.177147987289	8.813179351741197E-4	8.81317935174119E-4	-481260.0707706625	0.0	-1112.1678585829386
1170000	-482350.8858941484	-1088.9745127786643	-481261.9113813697	341.4021849700431	341.4021849700431	11221.38892676658	3096.47476872571	0.0010748535613295136	0.001074853561329514	-481261.9113813697	0.0	-1088.3389774759526
1180000	-482386.5382872397	-1132.5734219813614	-481253.9648652583	478.5737556492302	478.5737556492302	15880.947895450372	4695.750176900321	7.593641101691574E-4	7.593641101691573E-4	-481253.9648652583	0.0	-1129.2902636360193
1190000	-482320.919987049	-1059.6842232548472	-481261.23576379416	267.63888862913495	267.63888862913495	8817.470076263482	2672.3075899627793	0.001377366883133345	0.001377366883133345	-481261.23576379416	0.0	-1058.998542628618
1200000	-482353.98887062084	-1082.336788460967	-481271.6520821599	320.37025069645136	320.37025069645136	10678.783329730837	3233.507130236217	0.0011301707798430933	0.0011301707798430927	-481271.6520821599	0.0	-1081.7927689933338
1210000	-482323.87067400076	-1056.602457512123	-481267.26821648865	261.2056789271131	261.2056789271131	8613.490111746127	2638.2234079904188	0.0014025583281080166	0.0014025583281080183	-481267.26821648865	0.0	-1055.8099776986726
1220000	-482337.2400092813	-1082.5624763791238	-481254.6775329022	325.4228699647886	325.4228699647886	10706.56197070249	3159.851081990848	0.0011253210546117106	0.0011253210546117122	-481254.6775329022	0.0	-1082.0327390467633
1230000	-482306.4581179248	-1045.9329248531203	-481260.5251930717	236.43242209962222	236.43242209962222	7773.798251884745	2239.876060307496	0.0015595577883795804	0.0015595577883795808	-481260.5251930717	0.0	-1044.2009811584282
1240000	-482314.0021274567	-1056.8553045304398	-481257.1468229263	260.4029342021618	260.4029342021618	8578.976404666053	2477.0473866344973	0.001408621611004266	0.0014086216110042664	-481257.1468229263	0.0	-1056.094699421464
1250000	-482354.7371721537	-1101.3220367955137	-481253.4151353582	375.18315380678933	375.18315380678933	12419.1934621984	3580.3354558986894	9.694789016532594E-4	9.694789016532585E-4	-481253.4151353582	0.0	-1100.072829966168
1260000	-482363.6872087983	-1091.4937716959541	-481272.19343710237	346.84040739795444	346.84040739795444	11486.843711039633	3854.7249184880425	0.0010543525199668922	0.0010543525199668924	-481272.19343710237	0.0	-1090.5698065722863
1270000	-482330.893080081	-1071.9517963716755	-481258.9412837093	294.50307194208483	294.50307194208483	9750.4552360072	3234.8911885058415	0.0012349672570453767	0.001234967257045377	-481258.9412837093	0.0	-1071.4530165959034
