state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent 
 0	-69917.56240694609	-1459.0783033263751	-68458.48410361972	61.7758490322828	2203.123781926923	505.5101472317638	0.006215434643053423	0.006215434643053426	-68458.48410361972	0.0	-1444.976173971955	
10000	-69894.02844749259	-1440.6018838284515	-68453.42656366414	60.57353986898538	2073.0238634327084	467.6133060318377	0.006623480019494225	0.006623480019494218	-68453.42656366414	0.0	-1426.4781940551336	
20000	-69866.578436444	-1417.634388643516	-68448.94404780048	48.222552292744425	1887.8712026116518	417.93465871765864	0.007236544291578132	0.007236544291578131	-68448.94404780048	0.0	-1403.6009433345337	
30000	-69862.79480114047	-1424.069512576981	-68438.72528856348	57.33538029506289	1947.1112836307252	390.4731990804364	0.0070297726769539375	0.007029772676953939	-68438.72528856348	0.0	-1410.1078901338133	
40000	-69882.5529984783	-1448.196602663735	-68434.35639581457	61.157827096878705	2126.19481031159	568.0484443573758	0.006444002853167077	0.00644400285316708	-68434.35639581457	0.0	-1433.934172871302	
50000	-69877.69490818898	-1421.7528896509211	-68455.94201853806	54.59712024270127	1930.605021624977	442.2567038400875	0.007073167110877634	0.007073167110877635	-68455.94201853806	0.0	-1407.6916600985926	
60000	-69848.94208053223	-1419.413391466086	-68429.52868906614	56.040466901605484	1916.9288495922526	391.487536259275	0.007243837812134652	0.00724383781213465	-68429.52868906614	0.0	-1405.228193037934	
70000	-69878.88239274912	-1425.9213541635004	-68452.96103858562	54.64275186355226	1970.1652724491285	450.86995542069366	0.0068915309014610905	0.006891530901461084	-68452.96103858562	0.0	-1411.942022783628	
80000	-69854.27010430144	-1429.7720574202617	-68424.49804688117	55.01190341710684	2000.6641029428556	453.66130693665	0.006822014289916707	0.0068220142899166935	-68424.49804688117	0.0	-1415.728199956183	
90000	-69862.50175873938	-1405.546637163818	-68456.95512157556	49.67560682323148	1808.7505784175373	370.884062273842	0.007530066391752832	0.007530066391752822	-68456.95512157556	0.0	-1391.6329922751281	
100000	-69852.02946559979	-1411.084469935407	-68440.94499566438	49.546654823318995	1844.2275749206144	431.66896358983286	0.0075587294879880355	0.007558729487988046	-68440.94499566438	0.0	-1396.7068626180169	
110000	-69889.87130653147	-1433.5362282694896	-68456.33507826198	52.218746672189845	2017.4076253247838	486.39992230541236	0.006805273085293143	0.006805273085293142	-68456.33507826198	0.0	-1419.3476354039603	
120000	-69881.09970921691	-1439.754275396725	-68441.34543382018	59.64484699962152	2059.9412109783357	480.3734080042599	0.006757259203669631	0.0067572592036696365	-68441.34543382018	0.0	-1425.4015753307997	
130000	-69883.23801508317	-1434.4028293065473	-68448.83518577662	53.45833287286885	2015.9806173425702	464.91352047317434	0.006839332925265475	0.006839332925265477	-68448.83518577662	0.0	-1420.1976133861217	
140000	-69890.25250702233	-1437.0979119211488	-68453.15459510118	57.399478694410774	2042.5838763278489	449.2134501580549	0.006746590691879984	0.006746590691879977	-68453.15459510118	0.0	-1422.947915883826	
150000	-69861.71399967461	-1422.7989472685135	-68438.9150524061	56.01606814445038	1934.9198467520862	430.15471045402126	0.0071754061401949	0.007175406140194911	-68438.9150524061	0.0	-1408.5310601885842	
160000	-69883.61916174155	-1451.458368085953	-68432.1607936556	59.152706000380576	2144.2769472069836	524.7505481885897	0.006466976473177585	0.00646697647317758	-68432.1607936556	0.0	-1437.1118937108538	
170000	-69870.51937597897	-1452.2055281917808	-68418.31384778718	58.558655949900405	2152.0825443853305	504.3610255035801	0.0065055420058854506	0.0065055420058854506	-68418.31384778718	0.0	-1437.764053587487	
180000	-69873.77981238104	-1439.448609752778	-68434.33120262825	58.297164735232144	2062.2667514176387	456.17233110277175	0.006699462429833647	0.006699462429833647	-68434.33120262825	0.0	-1425.2559400371154	
190000	-69869.7945200008	-1435.492402553624	-68434.30211744717	58.45820473053575	2041.6697106225297	482.8131078457886	0.006779089574632916	0.006779089574632929	-68434.30211744717	0.0	-1421.2074639744585	
200000	-69881.78592554225	-1423.724802818212	-68458.06112272404	58.02806882154197	1951.3452528488217	398.9209331552491	0.007148312967758404	0.007148312967758401	-68458.06112272404	0.0	-1409.4734246578712	
210000	-69868.49343982038	-1410.65243569063	-68457.84100412975	50.319144390635394	1852.295904541771	417.2933640009383	0.007343099506128469	0.007343099506128467	-68457.84100412975	0.0	-1396.6637758344089	
220000	-69856.01946908915	-1429.239645813519	-68426.77982327563	53.9386071310273	1983.914341073409	450.8469998512022	0.006828796240149536	0.006828796240149528	-68426.77982327563	0.0	-1415.2981230314758	
230000	-69866.28543834327	-1424.9187002900537	-68441.36673805321	53.61359689027675	1919.7562068327293	347.2030569177114	0.0071769264075772716	0.007176926407577267	-68441.36673805321	0.0	-1410.9668953159096	
240000	-69892.29860280952	-1427.563790975975	-68464.73481183355	58.39642689944399	1977.0443846197697	447.6309029948165	0.006960179606386208	0.006960179606386211	-68464.73481183355	0.0	-1413.4053271471437	
250000	-69889.12732016979	-1423.3624641287674	-68465.76485604103	53.84679769189954	1937.1312005811308	476.88480625102517	0.007222567549221771	0.007222567549221778	-68465.76485604103	0.0	-1408.881517356597	
260000	-69889.99133385404	-1411.5588476141097	-68478.43248623992	54.01388859941293	1868.2058341781062	410.74491257571356	0.007382379758209827	0.00738237975820982	-68478.43248623992	0.0	-1397.3974018827485	
270000	-69875.34751297683	-1418.0202524029344	-68457.3272605739	53.65408641333384	1899.0005902747284	426.07279224163744	0.007232307296737049	0.007232307296737055	-68457.3272605739	0.0	-1403.8982615225846	
280000	-69914.64966027677	-1425.7406292856467	-68488.90903099113	56.85052581165355	1962.441847308338	468.04147611136807	0.006974175924441168	0.006974175924441162	-68488.90903099113	0.0	-1411.6070357032393	
290000	-69864.19868645634	-1425.344179929803	-68438.85450652654	55.680525184389296	1964.3429600779705	463.249632336016	0.007055295857331573	0.007055295857331575	-68438.85450652654	0.0	-1411.0429730945928	
300000	-69873.35701579622	-1421.5580658719052	-68451.79894992431	54.072031135055774	1941.727686741088	417.73373685743803	0.007087207441766465	0.0070872074417664774	-68451.79894992431	0.0	-1407.4498284336203	
310000	-69875.43859243869	-1411.8876239640972	-68463.55096847459	55.34147363116696	1865.3157079000223	400.13311880104243	0.007418421960923787	0.0074184219609237925	-68463.55096847459	0.0	-1397.7032499790348	
320000	-69883.73541764313	-1418.4374363422576	-68465.29798130087	52.46299911929755	1905.774146747883	389.2260491748395	0.007185110510462641	0.007185110510462643	-68465.29798130087	0.0	-1404.4519072489113	
330000	-69893.41090166988	-1448.9016670631038	-68444.50923460677	69.27741763395379	2158.9377131146857	491.862176976338	0.006352717786483247	0.00635271778648325	-68444.50923460677	0.0	-1434.7841036310208	
340000	-69897.69079162898	-1475.9933259752129	-68421.69746565376	64.02310776887059	2330.162353853042	519.8800821694931	0.005871609328224974	0.005871609328224973	-68421.69746565376	0.0	-1461.9312197179074	
350000	-69877.36270059571	-1448.392446418959	-68428.97025417675	59.357232799207424	2116.7174036813562	498.36169518570773	0.006526793729943946	0.006526793729943943	-68428.97025417675	0.0	-1434.1381081064737	
360000	-69896.58007852074	-1451.121082872326	-68445.45899564841	58.685175838051336	2134.5908891823315	442.20132653970796	0.006428885088839956	0.006428885088839955	-68445.45899564841	0.0	-1437.0904053399763	
370000	-69941.08036716728	-1491.4181343817834	-68449.6622327855	66.25959670599511	2459.3752517252833	580.9698609933206	0.005578216290268801	0.005578216290268799	-68449.6622327855	0.0	-1477.2604178891177	
380000	-69878.91576495659	-1457.3978512258118	-68421.51791373077	61.44422309969636	2184.2972722043696	517.8877572665072	0.006380222717639613	0.006380222717639613	-68421.51791373077	0.0	-1443.0112255281165	
390000	-69891.90930002263	-1452.053807023877	-68439.85549299874	59.829279913782116	2144.3925684733154	470.2499783159156	0.006491266146442123	0.006491266146442128	-68439.85549299874	0.0	-1437.7623094153755	
400000	-69888.18030479478	-1459.495190171482	-68428.6851146233	64.73567891464309	2221.9061002731673	546.8168980243394	0.006325298138443533	0.006325298138443525	-68428.6851146233	0.0	-1444.949152110444	
410000	-69902.3859691196	-1450.5013786326654	-68451.88459048694	64.34510053049712	2145.8276042956054	514.0640421092809	0.006360993878007639	0.006360993878007629	-68451.88459048694	0.0	-1436.401495197415	
420000	-69896.1162450899	-1435.6936159152758	-68460.42262917462	58.17396788908989	2035.3813246159198	433.1460568790943	0.006829646919287533	0.006829646919287524	-68460.42262917462	0.0	-1421.4517005770538	
