state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent 
530000	-72911.51197227553	-3238.7518037459113	-69672.76016852962	1.041804804838745E7	2.8740258110629003E7	3767873.548722727	7.316839073307014E-7	7.316839073307022E-7	-69672.76016852962	0.0	-3217.6594964242067	
540000	-72930.24541646148	-3242.377216986389	-69687.86819947508	1.0427973172795227E7	2.9192138341432624E7	3848404.6221954306	7.097966899103387E-7	7.097966899103392E-7	-69687.86819947508	0.0	-3221.595048268915	
550000	-72938.00041526748	-3247.236892503524	-69690.76352276395	1.0478328096787142E7	2.96637089610369E7	3794905.5885170195	6.905994516742035E-7	6.90599451674205E-7	-69690.76352276395	0.0	-3226.725186717899	
560000	-72925.65323816531	-3238.673317565416	-69686.97992059989	1.0429241054281268E7	2.885878004427865E7	3899347.900647363	7.196737932908939E-7	7.19673793290893E-7	-69686.97992059989	0.0	-3217.8169213418228	
570000	-72925.46327998678	-3243.079682107232	-69682.38359787955	1.045382897176228E7	2.9174752437699847E7	3838556.5748459417	7.056002974086793E-7	7.056002974086798E-7	-69682.38359787955	0.0	-3222.437511786237	
580000	-72927.90360154466	-3239.791012841953	-69688.11258870272	1.0440724059202349E7	2.9040646023990564E7	3871138.279604437	7.131056176322558E-7	7.131056176322549E-7	-69688.11258870272	0.0	-3219.009462573736	
590000	-72934.02926782583	-3246.3037078811644	-69687.72555994467	1.0430325792650433E7	2.945095816264046E7	3678852.9027746897	7.061086477827479E-7	7.061086477827473E-7	-69687.72555994467	0.0	-3225.4985220047797	
600000	-72924.31348988113	-3251.166243179159	-69673.14724670196	1.0454753120011518E7	2.998647041697155E7	4467370.93953718	6.886823211817689E-7	6.886823211817695E-7	-69673.14724670196	0.0	-3230.332786846765	
610000	-72930.80868117673	-3252.2462438963867	-69678.56243728034	1.045161019837043E7	2.9865082544378176E7	4888685.408127339	6.87141163612938E-7	6.87141163612938E-7	-69678.56243728034	0.0	-3231.4513807076987	
620000	-72932.49706254102	-3243.477856380542	-69689.01920616048	1.047202222418951E7	2.9314823172914647E7	4218285.156044353	7.071300793264445E-7	7.071300793264446E-7	-69689.01920616048	0.0	-3222.5989864879452	
630000	-72943.57426839034	-3243.0685289237863	-69700.50573946655	1.041536251415805E7	2.9261720563786432E7	3683678.482299437	7.028483765950261E-7	7.028483765950267E-7	-69700.50573946655	0.0	-3222.4901464894338	
640000	-72943.84905553565	-3239.764891055157	-69704.0841644805	1.0440049865641106E7	2.90406202034669E7	3688813.113132281	7.150188544517566E-7	7.150188544517562E-7	-69704.0841644805	0.0	-3218.9747013217225	
650000	-72913.62810147548	-3238.6610232180506	-69674.96707825742	1.0479871358179322E7	2.8980372659793764E7	4027199.107201672	7.204704186278545E-7	7.204704186278543E-7	-69674.96707825742	0.0	-3217.6633207878012	
660000	-72924.21754039449	-3242.6631541318784	-69681.55438626261	1.0457131394655265E7	2.921584675438491E7	3902745.5578164803	7.087630298983728E-7	7.087630298983721E-7	-69681.55438626261	0.0	-3221.881469477099	
670000	-72911.53051792741	-3247.8145164721677	-69663.71600145525	1.04323560595405E7	2.935240668327649E7	3371126.7742094654	7.055327474464555E-7	7.055327474464564E-7	-69663.71600145525	0.0	-3227.181908671866	
680000	-72950.63463686532	-3248.779723303478	-69701.85491356184	1.0441458855007421E7	2.9898453610906873E7	4149466.0018904433	6.772502837321679E-7	6.772502837321686E-7	-69701.85491356184	0.0	-3228.4294030874194	
690000	-72950.53483564264	-3252.993816493768	-69697.54101914888	1.0458663802592633E7	3.0255783826981775E7	3771353.1885351036	6.862580165817724E-7	6.862580165817717E-7	-69697.54101914888	0.0	-3232.2238379644123	
700000	-72939.96532801622	-3253.920431637267	-69686.04489637895	1.0531639014162788E7	3.0405093982832022E7	3924954.607263347	6.711848881217121E-7	6.711848881217129E-7	-69686.04489637895	0.0	-3233.4799327042165	
710000	-72948.47396929521	-3250.0355991904494	-69698.43837010476	1.0475211167312391E7	3.012870205962195E7	4037232.254132467	6.996808613777675E-7	6.996808613777678E-7	-69698.43837010476	0.0	-3228.868503283892	
720000	-72949.06022179179	-3256.7568383492926	-69692.3033834425	1.0774178871547522E7	3.1202890619833E7	3683086.4918068172	6.854865454707164E-7	6.854865454707161E-7	-69692.3033834425	0.0	-3235.400629158483	
730000	-72943.92438610739	-3253.8503753339483	-69690.07401077345	1.0527475500077933E7	3.0453829783852898E7	4241041.943738576	6.682211735873487E-7	6.682211735873491E-7	-69690.07401077345	0.0	-3233.3929814427256	
740000	-72954.26096439672	-3253.242441702195	-69701.01852269452	1.0589741371751046E7	3.0732412372404374E7	3876790.931580198	6.790146713462398E-7	6.790146713462396E-7	-69701.01852269452	0.0	-3232.3535253504424	
750000	-72925.75087595644	-3252.986685469547	-69672.7641904869	1.0456122490464665E7	3.0184669259065762E7	4074792.781016905	6.832133766764478E-7	6.832133766764473E-7	-69672.7641904869	0.0	-3232.2810719303266	
760000	-72957.80392177467	-3252.684316102821	-69705.11960567185	1.0518962409328938E7	3.042173968722808E7	4007564.9088018	6.624150160959837E-7	6.624150160959833E-7	-69705.11960567185	0.0	-3232.4854604136553	
770000	-72954.42156045907	-3254.054880900901	-69700.36667955817	1.0449484453794636E7	3.042708647083386E7	4249546.73756515	6.717743653907523E-7	6.717743653907529E-7	-69700.36667955817	0.0	-3233.502149913421	
780000	-72953.2913840008	-3258.152323706416	-69695.13906029439	1.0479543824032199E7	3.0835728786689542E7	4111970.899807202	6.480310516157547E-7	6.480310516157546E-7	-69695.13906029439	0.0	-3238.1147919132077	
790000	-72961.30541608806	-3265.5347722083816	-69695.77064387967	1.0470470567030745E7	3.156184292981849E7	4583650.843508641	6.320190134847512E-7	6.320190134847516E-7	-69695.77064387967	0.0	-3245.4476189699176	
800000	-72958.07766470511	-3268.5226584605175	-69689.5550062446	1.0521959349888345E7	3.188526385277372E7	4689823.540464041	6.168218705035979E-7	6.168218705035984E-7	-69689.5550062446	0.0	-3248.7100299464278	
810000	-72979.03878649088	-3263.3462771743752	-69715.6925093165	1.0485661030846339E7	3.1380361684999578E7	4325754.221827657	6.285654625790968E-7	6.285654625790969E-7	-69715.6925093165	0.0	-3243.5399628476694	
820000	-72947.76926011262	-3267.6065781185107	-69680.1626819941	1.0499892440295214E7	3.180045907758132E7	4157812.599928633	6.258487509730436E-7	6.258487509730436E-7	-69680.1626819941	0.0	-3247.671010100377	
830000	-72966.20494579314	-3279.8131091649707	-69686.39183662817	1.0529778001103004E7	3.3045326620434932E7	5352056.400473045	5.972642425604535E-7	5.972642425604533E-7	-69686.39183662817	0.0	-3259.8331092865374	
840000	-72980.84347645224	-3272.2893748961715	-69708.55410155607	1.051869073842557E7	3.253232598527363E7	4252780.477114701	6.022109813764475E-7	6.022109813764482E-7	-69708.55410155607	0.0	-3252.672803830464	
850000	-72950.18098740693	-3268.2866349711826	-69681.89435243575	1.0499295914119316E7	3.196537027869544E7	4950374.727223641	6.193193438720989E-7	6.193193438720988E-7	-69681.89435243575	0.0	-3248.2899282917024	
860000	-72957.63612373533	-3274.2641589890427	-69683.37196474629	1.0552610056642076E7	3.264126497491648E7	4349901.23304027	6.061602820280702E-7	6.061602820280716E-7	-69683.37196474629	0.0	-3254.4288965837823	
870000	-72961.589700071	-3270.7794018009477	-69690.81029827005	1.0480509042497821E7	3.2123778964697286E7	4546806.436828056	6.159799579120303E-7	6.159799579120304E-7	-69690.81029827005	0.0	-3250.882076431595	
880000	-72945.52479905171	-3272.8874539363196	-69672.63734511539	1.0500425603990218E7	3.2571317395937286E7	5117768.574892528	6.126758566325605E-7	6.126758566325602E-7	-69672.63734511539	0.0	-3252.71338635312	
890000	-72963.41213766411	-3277.383227797768	-69686.02890986635	1.0534758799377445E7	3.298758789016807E7	4512723.17646688	5.935414475614484E-7	5.935414475614481E-7	-69686.02890986635	0.0	-3257.7333512059986	
900000	-72940.85956072847	-3273.1603160410104	-69667.69924468745	1.0512873594461072E7	3.246839236138836E7	4808730.456381011	5.999982389204111E-7	5.999982389204106E-7	-69667.69924468745	0.0	-3253.5320875659318	
910000	-72966.66148135487	-3274.1198292922372	-69692.54165206263	1.0536853602597363E7	3.291290059613391E7	4472120.694452663	5.908055711757768E-7	5.908055711757768E-7	-69692.54165206263	0.0	-3254.6145430865554	
920000	-72947.91300584303	-3275.4302219525907	-69672.48278389045	1.0515374731752884E7	3.262932065031341E7	4110110.6764118113	6.10272637299254E-7	6.102726372992532E-7	-69672.48278389045	0.0	-3255.521155869351	
930000	-72962.79890867953	-3271.316703716442	-69691.48220496309	1.0507803958308084E7	3.2274415914828114E7	4293453.061976953	6.072503318631433E-7	6.072503318631445E-7	-69691.48220496309	0.0	-3251.675142181848	
940000	-72954.39661781305	-3277.391485099608	-69677.00513271344	1.0526388668868374E7	3.2943478343583643E7	5193786.505306792	5.959446237834232E-7	5.959446237834224E-7	-69677.00513271344	0.0	-3257.545368763247	
950000	-72951.58838274785	-3271.4527327173473	-69680.13565003051	1.049737207013579E7	3.2244374118429296E7	4281470.022460724	6.106312207079117E-7	6.106312207079119E-7	-69680.13565003051	0.0	-3251.7199526571576	
960000	-72960.83212269472	-3271.389446654227	-69689.44267604049	1.0491353606539322E7	3.2222651261746243E7	4695966.052560261	6.19901840988063E-7	6.199018409880635E-7	-69689.44267604049	0.0	-3251.2709289166723	
970000	-72962.80817308136	-3275.863037869879	-69686.94513521148	1.0500254183626177E7	3.2945509602360275E7	4632786.401131352	5.867608296628419E-7	5.867608296628416E-7	-69686.94513521148	0.0	-3256.440376357396	
980000	-72963.92478248884	-3277.6424312830895	-69686.28235120575	1.056129018206845E7	3.312155290970379E7	4336936.510007871	5.867078346505169E-7	5.86707834650517E-7	-69686.28235120575	0.0	-3258.1869297892486	
990000	-72960.78663616578	-3283.081717005376	-69677.7049191604	1.0542817280207165E7	3.375811855865285E7	5114554.456007956	5.756698639486275E-7	5.756698639486276E-7	-69677.7049191604	0.0	-3263.4794511912787	
1000000	-72962.57603998453	-3278.5195275425735	-69684.05651244195	1.0530922770677151E7	3.3022179371941507E7	4611116.439820087	6.010323841536475E-7	6.010323841536482E-7	-69684.05651244195	0.0	-3258.57443634627	
1010000	-72960.77670439336	-3278.39116478971	-69682.38553960365	1.0524789554820225E7	3.321090023036592E7	4940318.575843293	5.830776869265349E-7	5.830776869265341E-7	-69682.38553960365	0.0	-3258.877991636571	
1020000	-72966.60193624673	-3275.7015512691214	-69690.90038497762	1.0537636589213511E7	3.2976295628327116E7	4666394.899862788	5.957427727074813E-7	5.957427727074811E-7	-69690.90038497762	0.0	-3255.9502773732374	
1030000	-72956.68199184116	-3283.431813528904	-69673.25017831226	1.0609814494248614E7	3.36917740525564E7	5249039.659220346	5.888208810728552E-7	5.888208810728559E-7	-69673.25017831226	0.0	-3263.3864268469306	
1040000	-72959.80847367921	-3279.0241503559146	-69680.7843233233	1.0516077876355125E7	3.3139598202411957E7	4432832.639049026	5.79378817001701E-7	5.793788170017001E-7	-69680.7843233233	0.0	-3259.785629230066	
1050000	-72961.0629874777	-3284.1489269569047	-69676.9140605208	1.0572278997736244E7	3.384066220170251E7	5149273.524205794	5.754056626379118E-7	5.754056626379112E-7	-69676.9140605208	0.0	-3264.5027692591743	
1060000	-72952.2992989342	-3270.763629501463	-69681.53566943273	1.0466501122911392E7	3.2106729796943977E7	4450470.707907287	6.195920919790358E-7	6.19592091979036E-7	-69681.53566943273	0.0	-3250.7790586058054	
1070000	-72953.03452859278	-3273.32411102883	-69679.71041756394	1.0499153979807869E7	3.2518688571300246E7	4452196.910479425	6.05890370784852E-7	6.058903707848526E-7	-69679.71041756394	0.0	-3253.5470237342133	
1080000	-72945.11758133562	-3280.0653067235294	-69665.0522746121	1.050500174792144E7	3.316590809226913E7	4935117.054226442	5.942201743939654E-7	5.942201743939657E-7	-69665.0522746121	0.0	-3260.199727622284	
1090000	-72934.91552197443	-3277.441586555092	-69657.47393541933	1.0531558919461677E7	3.3017418317919828E7	4860240.897443045	5.916443371421693E-7	5.916443371421687E-7	-69657.47393541933	0.0	-3257.76450746153	
1100000	-72936.24342602423	-3277.4333489428573	-69658.81007708138	1.0513644344181493E7	3.2989013902978912E7	4766550.883249068	5.952184937722816E-7	5.952184937722818E-7	-69658.81007708138	0.0	-3257.671190534718	
1110000	-72949.80837938754	-3278.157427695002	-69671.65095169254	1.0572001878935913E7	3.3167991989455596E7	4955916.881885945	5.96149454654683E-7	5.961494546546828E-7	-69671.65095169254	0.0	-3258.2208248205106	
1120000	-72956.15733837076	-3277.7751371791137	-69678.38220119165	1.0515671021890948E7	3.2960042027309917E7	4810322.541184024	5.898340732413271E-7	5.898340732413272E-7	-69678.38220119165	0.0	-3258.202657251563	
1130000	-72939.6777347164	-3273.7842452846294	-69665.89348943178	1.0543847323094586E7	3.2621655793531407E7	4280905.626012717	6.040659378685807E-7	6.040659378685815E-7	-69665.89348943178	0.0	-3254.046608795059	
1140000	-72955.78827528622	-3275.82657913873	-69679.9616961475	1.051861912034959E7	3.2821860376147907E7	4764466.7811623	5.946826169415234E-7	5.946826169415235E-7	-69679.9616961475	0.0	-3256.1798498472813	
1150000	-72943.27991997352	-3273.9469183780093	-69669.33300159551	1.0504511148856523E7	3.2479872403814465E7	4084180.502251738	6.039478603333448E-7	6.039478603333441E-7	-69669.33300159551	0.0	-3254.343726893947	
1160000	-72936.82440933432	-3278.243065355701	-69658.58134397863	1.0522467819897823E7	3.2970757077790298E7	4510300.228624133	5.911427579251288E-7	5.911427579251285E-7	-69658.58134397863	0.0	-3258.684571800614	
1170000	-72938.44627602345	-3279.184860855355	-69659.26141516809	1.0545700573695965E7	3.304629568213076E7	4352308.445803662	5.851389548062423E-7	5.851389548062435E-7	-69659.26141516809	0.0	-3259.8220223193202	
1180000	-72967.6091972839	-3280.496799450001	-69687.1123978339	1.0533036216771275E7	3.334295083325523E7	5342574.172717466	5.804479537889359E-7	5.804479537889355E-7	-69687.1123978339	0.0	-3260.920280091063	
1190000	-72986.71686287266	-3291.3552843566554	-69695.36157851601	1.0601506972124435E7	3.460871207901308E7	5229493.990131584	5.6133823552113E-7	5.613382355211296E-7	-69695.36157851601	0.0	-3271.7621800618285	
1200000	-72960.90014027822	-3284.4483206616997	-69676.45181961652	1.0492171485286923E7	3.3892602284995615E7	5189695.442366614	5.659989138949595E-7	5.659989138949594E-7	-69676.45181961652	0.0	-3265.092284566866	
1210000	-72948.10612527018	-3284.161283202389	-69663.9448420678	1.0580428345209694E7	3.375255062825744E7	4569545.529811398	5.727138116141215E-7	5.727138116141222E-7	-69663.9448420678	0.0	-3264.7771651498574	
1220000	-72969.14428318276	-3286.13624355465	-69683.00803962811	1.0555189854387466E7	3.3977124836548865E7	4342553.863037565	5.676634927584798E-7	5.676634927584799E-7	-69683.00803962811	0.0	-3266.8537996190857	
1230000	-72971.06441442999	-3285.0457081367317	-69686.01870629325	1.0534129659037316E7	3.382498199367803E7	5430074.588831979	5.716218929982633E-7	5.716218929982633E-7	-69686.01870629325	0.0	-3265.486528672736	
1240000	-72965.32090193364	-3277.098094621999	-69688.22280731164	1.051513891850178E7	3.3063006797473617E7	4470611.112116574	5.969076515934343E-7	5.969076515934345E-7	-69688.22280731164	0.0	-3257.299846775072	
1250000	-72965.16070720262	-3288.3676595315255	-69676.7930476711	1.058798169184113E7	3.445386519525014E7	5083715.26251486	5.581186924556783E-7	5.581186924556777E-7	-69676.7930476711	0.0	-3269.0013084591933	
1260000	-72967.3707688406	-3287.7280401609605	-69679.64272867964	1.0592611353409043E7	3.438929772553217E7	4995498.9654560005	5.665859322033668E-7	5.665859322033667E-7	-69679.64272867964	0.0	-3268.1155815701522	
1270000	-72966.89817210015	-3287.453747075892	-69679.44442502425	1.0545034559437739E7	3.412942032288307E7	4809343.900267147	5.694251345880679E-7	5.694251345880684E-7	-69679.44442502425	0.0	-3267.9233155712977	
1280000	-72972.05235119115	-3281.217834058331	-69690.83451713281	1.0515779413436446E7	3.3455108980890878E7	5268205.634738055	5.824767107622979E-7	5.82476710762298E-7	-69690.83451713281	0.0	-3261.5222927530417	
1290000	-72964.25061744479	-3282.7674187957828	-69681.483198649	1.058525637404178E7	3.389048457952766E7	5131468.801828435	5.760633283804365E-7	5.760633283804364E-7	-69681.483198649	0.0	-3263.073932552883	
