state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent 
310000	-72698.7529696676	-1888.0759010940114	-70810.6770685736	10499.413095514743	31230.011542969078	4139.45077219118	6.572924901061818E-4	6.572924901061822E-4	-70810.6770685736	0.0	-1867.4862238376857	
320000	-72693.0680199497	-1889.1618715804645	-70803.90614836923	10462.702187782732	31360.046542843993	4303.82098818161	6.468266030871534E-4	6.468266030871533E-4	-70803.90614836923	0.0	-1868.786096880278	
330000	-72706.70275767139	-1886.187529993859	-70820.51522767753	10454.910466379582	31028.42666956554	4529.6860165677945	6.623921058627723E-4	6.623921058627725E-4	-70820.51522767753	0.0	-1865.47492822616	
340000	-72712.25394471173	-1892.001778832954	-70820.25216587877	10497.98472483839	31587.446003070298	4704.519510299629	6.435952855266636E-4	6.435952855266637E-4	-70820.25216587877	0.0	-1871.4980813921852	
350000	-72685.6082005795	-1892.9479574184893	-70792.66024316101	10449.070482258518	31609.86435927731	4366.98577499442	6.439698885888691E-4	6.439698885888695E-4	-70792.66024316101	0.0	-1872.4925049016947	
360000	-72690.79351735077	-1889.198567138581	-70801.5949502122	10482.978795636602	31257.92775979179	4640.20819155649	6.585515882256186E-4	6.585515882256192E-4	-70801.5949502122	0.0	-1868.4364777162937	
370000	-72703.51032758095	-1892.660277438653	-70810.8500501423	10508.760941643137	31740.408694598947	4246.171469445339	6.480589100638892E-4	6.480589100638892E-4	-70810.8500501423	0.0	-1872.0179222196648	
380000	-72709.86851110314	-1895.7565872278158	-70814.11192387532	10504.300009863682	32031.508016791413	4181.07330589578	6.233360695375564E-4	6.23336069537557E-4	-70814.11192387532	0.0	-1875.7569547470712	
390000	-72713.60726277524	-1896.4832543179036	-70817.12400845734	10517.353155470602	32285.12383787983	4563.861524226726	6.251993729313591E-4	6.25199372931359E-4	-70817.12400845734	0.0	-1876.180226728509	
400000	-72716.57118986154	-1896.4003198957776	-70820.17086996576	10484.493386166792	32251.39381589289	4457.26486951397	6.187425420887484E-4	6.187425420887489E-4	-70820.17086996576	0.0	-1876.3549238772405	
410000	-72713.56007664195	-1897.5480573796297	-70816.01201926233	10502.874918747157	31971.703491577748	5373.463087393065	6.328313357731046E-4	6.328313357731043E-4	-70816.01201926233	0.0	-1877.0227253084201	
420000	-72715.82920686362	-1894.798193140874	-70821.03101372275	10509.182367970696	32037.594759104024	4346.588435582852	6.278262398372046E-4	6.278262398372045E-4	-70821.03101372275	0.0	-1874.608595221403	
430000	-72714.41288807336	-1905.314396401941	-70809.09849167142	10522.30966721552	33052.95923506525	4431.654655863905	6.008919813703567E-4	6.008919813703573E-4	-70809.09849167142	0.0	-1885.3957258645707	
440000	-72717.74886140857	-1898.3176039696036	-70819.43125743898	10515.035489793238	32444.483041685307	4383.747705310314	6.115401141219847E-4	6.115401141219858E-4	-70819.43125743898	0.0	-1878.4118847362467	
450000	-72724.56215270705	-1896.7513233825703	-70827.81082932447	10506.346774126372	32196.390660774214	5026.04058445249	6.283007060441091E-4	6.283007060441096E-4	-70827.81082932447	0.0	-1876.3036063168422	
460000	-72724.5938864549	-1895.8076165254247	-70828.78626992946	10502.535274999582	32144.521724834725	4245.80306990949	6.355951830164779E-4	6.355951830164785E-4	-70828.78626992946	0.0	-1875.3201351626712	
470000	-72707.71072636655	-1898.1085495736265	-70809.60217679292	10545.002660111488	32378.524167166288	4605.684859830332	6.24412279608668E-4	6.244122796086684E-4	-70809.60217679292	0.0	-1877.7655650620402	
480000	-72737.02472040491	-1892.9857712157407	-70844.03894918917	10500.35834684302	31779.878786134937	4877.992997588006	6.434410504552919E-4	6.434410504552917E-4	-70844.03894918917	0.0	-1872.3300729244363	
490000	-72711.47651848927	-1898.3359586872675	-70813.140559802	10547.950039742629	32631.323355876222	4862.841008642514	6.10732202749882E-4	6.10732202749883E-4	-70813.140559802	0.0	-1878.242155603508	
500000	-72732.99036943658	-1897.3685614763504	-70835.62180796023	10485.350438422713	32509.043944183955	4764.813242614282	6.094318442398392E-4	6.09431844239839E-4	-70835.62180796023	0.0	-1877.4112648275732	
510000	-72742.87307877562	-1899.273420296181	-70843.59965847943	10510.446928534919	32547.78419160196	4662.901962110929	6.149595504165988E-4	6.149595504165986E-4	-70843.59965847943	0.0	-1879.1303006654593	
520000	-72717.95379286616	-1898.248790712743	-70819.70500215342	10499.99332555857	32371.452286867094	4676.220325174319	6.159896426967109E-4	6.15989642696712E-4	-70819.70500215342	0.0	-1878.1743573120357	
530000	-72717.77305384332	-1898.6387696574263	-70819.1342841859	10503.175582634085	32405.72973762633	4533.136120853578	6.179688889316361E-4	6.179688889316359E-4	-70819.1342841859	0.0	-1878.5090841207796	
540000	-72725.48342154639	-1902.7287333387128	-70822.75468820769	10544.423844366622	32879.072963142055	5074.536884923563	6.107856158133185E-4	6.107856158133186E-4	-70822.75468820769	0.0	-1882.4429911175248	
550000	-72700.23676847748	-1899.5740375239418	-70800.66273095354	10518.892510823336	32666.59149229983	4567.507518423512	6.128061899513325E-4	6.128061899513321E-4	-70800.66273095354	0.0	-1879.452445178724	
560000	-72722.50382557747	-1907.3272104312582	-70815.1766151462	10463.58775374401	33272.9098823889	4392.40056782263	5.936611234224826E-4	5.936611234224824E-4	-70815.1766151462	0.0	-1887.5352316092956	
570000	-72721.72658810417	-1906.1074377691236	-70815.61915033504	10536.9861682846	33463.25582901386	4876.746742163999	5.917826517522699E-4	5.917826517522711E-4	-70815.61915033504	0.0	-1886.1651521339716	
580000	-72717.46919043119	-1909.6357461540176	-70807.83344427717	10514.813965719633	33611.617048145876	4807.146013229965	5.894329839822192E-4	5.894329839822196E-4	-70807.83344427717	0.0	-1889.7032149148574	
590000	-72740.0506328419	-1909.229097374691	-70830.82153546721	10541.880812357183	33441.69284683151	5532.379185002772	5.889084159752855E-4	5.889084159752855E-4	-70830.82153546721	0.0	-1889.271664118672	
600000	-72719.9954563101	-1908.2109231451452	-70811.78453316496	10528.36477345881	33395.05388328601	5188.045614389561	6.062627777294877E-4	6.06262777729489E-4	-70811.78453316496	0.0	-1887.7504477948087	
610000	-72732.86056461053	-1902.0627642581917	-70830.79780035233	10475.497441761727	32864.749463712076	4721.762929663108	5.992322822389042E-4	5.992322822389043E-4	-70830.79780035233	0.0	-1882.246851562596	
620000	-72743.49818651102	-1910.107922497463	-70833.39026401355	10554.129117422863	33763.59650326245	4535.231475255067	5.848404748890842E-4	5.848404748890839E-4	-70833.39026401355	0.0	-1890.3052632958922	
630000	-72734.26395943774	-1914.0248270691395	-70820.2391323686	10510.470278990575	33884.49861991884	4260.898545650246	5.80457805448466E-4	5.804578054484665E-4	-70820.2391323686	0.0	-1894.3679082588428	
640000	-72722.35695169779	-1904.345043410211	-70818.01190828758	10533.939167348108	33300.31199770853	4641.945977796164	6.078091181727262E-4	6.078091181727264E-4	-70818.01190828758	0.0	-1883.9990421084715	
650000	-72721.96362887189	-1912.4718630655295	-70809.49176580636	10561.944820612815	34093.47263687404	5307.642454817455	5.768347870439669E-4	5.768347870439662E-4	-70809.49176580636	0.0	-1892.6037020060712	
660000	-72723.67373788553	-1912.883147358665	-70810.79059052687	10512.159942272025	34099.92727130664	5173.2134996393315	5.759930452774268E-4	5.759930452774261E-4	-70810.79059052687	0.0	-1893.0664448729287	
670000	-72718.61113281612	-1912.3854052174056	-70806.22572759872	10549.86139220034	34200.41097585621	5045.942112114435	5.745482724926721E-4	5.745482724926708E-4	-70806.22572759872	0.0	-1892.5878732620708	
680000	-72744.18602639128	-1919.3344930345781	-70824.8515333567	10527.461987223773	34935.670108447994	4840.0498642675175	5.60791117461672E-4	5.607911174616717E-4	-70824.8515333567	0.0	-1899.6595471669825	
690000	-72742.83451834822	-1926.1861674377142	-70816.6483509105	10581.996990232514	35865.74433964596	4996.892848944837	5.358428121679939E-4	5.358428121679944E-4	-70816.6483509105	0.0	-1906.8884334308373	
700000	-72712.65345872437	-1925.562731178089	-70787.09072754628	10578.31850733606	35647.32891101405	5469.4661566201585	5.381411316989551E-4	5.381411316989549E-4	-70787.09072754628	0.0	-1906.2045456187238	
710000	-72717.64707389625	-1919.8458855081399	-70797.80118838811	10561.451984128655	34763.98662428836	4621.149569000208	5.58599927965149E-4	5.5859992796515E-4	-70797.80118838811	0.0	-1900.3891685116384	
720000	-72728.02788672829	-1921.72194646411	-70806.30594026418	10558.596719163503	35120.35379053357	5653.080739762019	5.557506604677885E-4	5.557506604677884E-4	-70806.30594026418	0.0	-1901.9723292361093	
730000	-72735.43020190718	-1915.107737829856	-70820.32246407733	10555.083626954653	34417.13343435217	4520.456298559511	5.612340996963643E-4	5.612340996963644E-4	-70820.32246407733	0.0	-1895.76877688794	
740000	-72724.79936742083	-1925.0853365914547	-70799.71403082937	10569.194820478626	35510.143639573915	5632.048595508729	5.426288687011875E-4	5.426288687011861E-4	-70799.71403082937	0.0	-1905.6062433645882	
750000	-72705.62807021535	-1912.6288807855824	-70792.99918942976	10496.276905330089	34034.38046003801	4994.637236734283	5.728039941971036E-4	5.728039941971038E-4	-70792.99918942976	0.0	-1892.99541343793	
760000	-72735.40041461581	-1918.9007117191452	-70816.49970289666	10524.413285991866	34840.992349094246	5133.0425166252935	5.597741999580607E-4	5.597741999580608E-4	-70816.49970289666	0.0	-1899.2550678045031	
770000	-72718.55723064896	-1916.4407745992364	-70802.11645604973	10531.2936200713	34221.01231915165	4459.923918743023	5.848277968922337E-4	5.848277968922343E-4	-70802.11645604973	0.0	-1896.3945175520187	
780000	-72704.10859130754	-1907.2660362153083	-70796.84255509223	10552.325213730504	33535.706701164825	4620.173894038626	5.868096186964505E-4	5.868096186964512E-4	-70796.84255509223	0.0	-1887.5069964585489	
790000	-72726.79302399611	-1913.031851675106	-70813.76117232101	10481.90988800381	33906.8526292505	4720.449481562351	5.754556056869147E-4	5.754556056869152E-4	-70813.76117232101	0.0	-1893.4337994565979	
800000	-72726.81927156537	-1902.3600076313717	-70824.459263934	10516.484717496593	32996.34963500726	4954.026015901819	5.999753627787696E-4	5.99975362778769E-4	-70824.459263934	0.0	-1882.3940770757074	
810000	-72701.27439379413	-1904.6672917047947	-70796.60710208933	10501.903707076568	33131.77066074613	5050.134504691132	6.004082156122487E-4	6.004082156122491E-4	-70796.60710208933	0.0	-1884.5882436601019	
820000	-72724.34832291669	-1907.4803377421408	-70816.86798517455	10533.822487293484	33479.80525878114	5185.852778918412	5.889756078702996E-4	5.889756078703E-4	-70816.86798517455	0.0	-1887.5634063159862	
830000	-72716.65519652901	-1901.9525131254193	-70814.7026834036	10490.480383430668	32709.09170902449	5124.804310120874	6.117919298849338E-4	6.117919298849335E-4	-70814.7026834036	0.0	-1881.7244055558033	
840000	-72732.682741385	-1915.2872494768505	-70817.39549190814	10486.255841681053	34272.97849955494	4773.039068544508	5.68581780239405E-4	5.685817802394054E-4	-70817.39549190814	0.0	-1895.714393865401	
850000	-72710.25525981214	-1908.6297707002063	-70801.62548911193	10533.427424998024	33541.109190609306	4494.903761673484	5.905906310193151E-4	5.90590631019315E-4	-70801.62548911193	0.0	-1888.7650986576232	
860000	-72725.47813676369	-1908.4328307747726	-70817.04530598891	10599.975487858366	33755.48830612371	5037.0484397333485	5.950332925002572E-4	5.950332925002572E-4	-70817.04530598891	0.0	-1888.17714667251	
870000	-72725.64726117755	-1914.228192688666	-70811.41906848889	10549.224798720488	34196.63582540181	4711.5603884472675	5.853057070080817E-4	5.853057070080821E-4	-70811.41906848889	0.0	-1894.124196622698	
880000	-72727.87103536753	-1909.2735270793462	-70818.59750828818	10502.123406423481	33759.437644147685	4514.777271649582	5.839820276203017E-4	5.839820276203015E-4	-70818.59750828818	0.0	-1889.5074739764723	
890000	-72724.81495903713	-1920.7129511068595	-70804.10200793027	10542.81690199553	34827.05263752742	4565.1884417199635	5.62396207216093E-4	5.62396207216093E-4	-70804.10200793027	0.0	-1901.0984956301427	
900000	-72736.85621203063	-1915.5879678400008	-70821.26824419064	10526.639617726138	34456.603562222	4909.827214395704	5.569867996237665E-4	5.569867996237663E-4	-70821.26824419064	0.0	-1896.2949480038692	
910000	-72744.01190266876	-1919.7917506290987	-70824.22015203966	10543.241763531863	34720.673033921936	5823.564275424518	5.693517061223537E-4	5.693517061223547E-4	-70824.22015203966	0.0	-1899.744494862524	
920000	-72732.41200309423	-1910.3862410879435	-70822.02576200629	10560.368713003227	33929.90608225566	4698.424686201597	5.797419604362425E-4	5.797419604362424E-4	-70822.02576200629	0.0	-1890.6307930866226	
930000	-72729.31247376636	-1905.2831464029707	-70824.02932736339	10470.53673456378	33229.91328636809	4809.339744447626	5.969448503290035E-4	5.969448503290034E-4	-70824.02932736339	0.0	-1885.313486549816	
940000	-72720.18498968595	-1908.6634285879368	-70811.52156109801	10539.557302114674	33665.09111610205	5031.061250451361	5.848974864121582E-4	5.848974864121593E-4	-70811.52156109801	0.0	-1888.811195581613	
950000	-72714.65458345652	-1913.8066083978556	-70800.84797505866	10579.191438316022	34155.322728707826	4403.305498952786	5.835762019215379E-4	5.835762019215375E-4	-70800.84797505866	0.0	-1893.8544037720353	
960000	-72721.73991515144	-1905.7015037981555	-70816.03841135328	10544.515135706586	33423.101110887386	4800.381656142996	5.907684952191614E-4	5.907684952191616E-4	-70816.03841135328	0.0	-1885.8329174631074	
970000	-72723.02102330694	-1907.1697256696186	-70815.85129763732	10481.640925962793	33223.68574560468	5147.840626618568	6.076204958723225E-4	6.07620495872323E-4	-70815.85129763732	0.0	-1886.7721249002839	
980000	-72731.93397222643	-1906.378516037021	-70825.55545618941	10518.333210232182	33252.7201884824	5247.092139830443	5.919668427947582E-4	5.919668427947581E-4	-70825.55545618941	0.0	-1886.4781898789622	
990000	-72706.37389094844	-1904.5153711448384	-70801.8585198036	10517.231116243556	33050.2187069978	4903.111240024217	6.068062631688331E-4	6.068062631688333E-4	-70801.8585198036	0.0	-1884.2968434876811	
1000000	-72727.13926321118	-1901.9627981674355	-70825.17646504374	10501.099904480234	32763.738529640206	4559.653058427667	6.146258511001278E-4	6.146258511001282E-4	-70825.17646504374	0.0	-1881.7237779784205	
1010000	-72715.87639849192	-1901.4578951111698	-70814.41850338074	10474.623319797407	32350.8111520706	3829.7602776349595	6.179782953332614E-4	6.179782953332605E-4	-70814.41850338074	0.0	-1881.5295993482364	
1020000	-72712.82726783601	-1902.0139610299311	-70810.81330680607	10498.972400949118	32759.579695535336	4605.403720766111	6.047599173113469E-4	6.047599173113472E-4	-70810.81330680607	0.0	-1882.0987446230838	
1030000	-72710.78976345944	-1907.450435719587	-70803.33932773986	10527.328367329575	33286.861874769456	5057.069509429654	5.954682789630882E-4	5.954682789630878E-4	-70803.33932773986	0.0	-1887.447798227003	
1040000	-72727.42390812546	-1899.608456722984	-70827.81545140248	10454.57111817874	32411.922089268068	4970.504076792212	6.175775977082406E-4	6.175775977082407E-4	-70827.81545140248	0.0	-1879.395931977658	
1050000	-72704.415461252	-1906.2218321506375	-70798.19362910137	10576.828854961024	33372.473525197296	4538.187158317341	6.032668934898227E-4	6.032668934898224E-4	-70798.19362910137	0.0	-1886.0109946406205	
1060000	-72693.86337789636	-1906.8472329886547	-70787.0161449077	10500.329758369442	33243.65474471115	4474.039345455139	5.984499555075525E-4	5.984499555075532E-4	-70787.0161449077	0.0	-1886.890550829662	
1070000	-72724.43509325985	-1908.8160100857472	-70815.6190831741	10562.743434488657	33741.107518588324	4650.6620028286725	5.866052060022558E-4	5.866052060022554E-4	-70815.6190831741	0.0	-1888.939986315118	
1080000	-72731.72362406002	-1912.401905176248	-70819.32171888377	10531.638588107515	33855.5849245188	5042.281519894486	5.882822294854337E-4	5.882822294854337E-4	-70819.32171888377	0.0	-1892.3213688113592	
1090000	-72706.40028341992	-1908.76724325633	-70797.6330401636	10558.395002997302	33460.62527169164	5431.744047909449	5.922985427093649E-4	5.922985427093644E-4	-70797.6330401636	0.0	-1888.700995386322	
1100000	-72724.16903580184	-1911.880025288613	-70812.28901051322	10500.227337427608	33903.14399721355	5146.417660262756	5.849137296162905E-4	5.849137296162894E-4	-70812.28901051322	0.0	-1891.8688444052527	
1110000	-72714.57048540353	-1899.9692559882105	-70814.60122941532	10504.94201422284	32607.083401375945	4363.864522152769	6.193887394131176E-4	6.193887394131169E-4	-70814.60122941532	0.0	-1879.7088486075404	
1120000	-72721.21557064506	-1906.852110038454	-70814.3634606066	10511.039977580618	33322.42501079391	4542.520890184334	5.996908390872457E-4	5.996908390872455E-4	-70814.3634606066	0.0	-1886.791895769706	
1130000	-72730.3286861481	-1912.6700754272551	-70817.65861072084	10574.24845937929	34156.18543708642	5183.373774341633	5.801326474227176E-4	5.801326474227175E-4	-70817.65861072084	0.0	-1892.6748571459573	
1140000	-72727.16459434823	-1916.7258868043225	-70810.4387075439	10536.631163621525	34271.03838558869	5944.349825880849	5.711584507196444E-4	5.711584507196439E-4	-70810.4387075439	0.0	-1896.844082136495	
1150000	-72727.35459494892	-1915.1605981032671	-70812.19399684566	10566.728041939938	34397.84033114392	4774.886701614622	5.673133777081526E-4	5.673133777081529E-4	-70812.19399684566	0.0	-1895.5629265374357	
1160000	-72711.95861223305	-1918.901006378545	-70793.05760585451	10558.064767001526	34714.45611860566	5263.423782044585	5.633044023031874E-4	5.633044023031879E-4	-70793.05760585451	0.0	-1899.1735994168005	
1170000	-72732.21923607029	-1921.3912317372926	-70810.828004333	10550.367716719858	35118.8186721967	5369.468927871285	5.510128541483671E-4	5.510128541483676E-4	-70810.828004333	0.0	-1901.8645844122973	
1180000	-72726.86373739033	-1920.72568739961	-70806.13804999072	10584.168113058411	35101.847233073735	4778.730259166049	5.626917558994217E-4	5.626917558994222E-4	-70806.13804999072	0.0	-1900.9042660569614	
1190000	-72744.5841443521	-1925.0655774121474	-70819.51856693997	10546.76508363066	35246.30586813067	4418.719726282119	5.511167721984596E-4	5.5111677219846E-4	-70819.51856693997	0.0	-1905.661616792934	
1200000	-72733.00893916342	-1918.4490103077655	-70814.55992885566	10569.10222632228	34943.43894817545	4673.662870857386	5.58176038900429E-4	5.581760389004292E-4	-70814.55992885566	0.0	-1898.8985177266522	
1210000	-72731.3034755384	-1930.2236776208892	-70801.07979791751	10603.75570580287	36314.20047393973	5379.520664024258	5.278373926812721E-4	5.278373926812718E-4	-70801.07979791751	0.0	-1910.9163084449663	
1220000	-72741.17163985828	-1931.194519211946	-70809.97712064633	10560.449634644547	36416.98512223103	5912.585447408565	5.289464614655637E-4	5.289464614655639E-4	-70809.97712064633	0.0	-1911.6983873203521	
1230000	-72746.66938335988	-1932.4552619695214	-70814.21412139037	10591.11628509874	36703.85889127307	5374.789716799342	5.214958594487864E-4	5.214958594487863E-4	-70814.21412139037	0.0	-1913.1872350585747	
1240000	-72734.98412131942	-1928.0926222656915	-70806.89149905373	10588.75699371295	36084.189084635385	5077.824484192733	5.325456501288723E-4	5.325456501288721E-4	-70806.89149905373	0.0	-1908.7868671941237	
1250000	-72768.01914640878	-1926.8224471776196	-70841.19669923116	10611.870091492798	36100.45445893137	5047.584434107902	5.309232624377277E-4	5.309232624377281E-4	-70841.19669923116	0.0	-1907.574322997672	
1260000	-72750.48938567133	-1921.3579778407468	-70829.13140783059	10596.894852811663	35358.34628524379	4777.2111862487	5.537508456464724E-4	5.537508456464723E-4	-70829.13140783059	0.0	-1901.7203292489287	
1270000	-72736.22746945928	-1928.3159865739997	-70807.91148288528	10571.585829779653	36121.13168130918	5342.973787450177	5.305219551824203E-4	5.305219551824199E-4	-70807.91148288528	0.0	-1909.0151718386974	
1280000	-72734.84162482827	-1923.2805986056646	-70811.56102622261	10603.760617617834	35730.149003699364	5282.295563300055	5.313736751277123E-4	5.313736751277122E-4	-70811.56102622261	0.0	-1904.161954618729	
1290000	-72761.4176676001	-1935.2124961947418	-70826.20517140535	10573.329514220623	36963.49755067971	5968.281809674084	5.130072853280326E-4	5.130072853280331E-4	-70826.20517140535	0.0	-1916.0298266879627	
1300000	-72742.43509910518	-1928.5362332098562	-70813.89886589532	10613.24114138121	36325.024357031056	5259.91268775134	5.28693647556362E-4	5.286936475563618E-4	-70813.89886589532	0.0	-1909.2138707202316	
1310000	-72755.20066534457	-1932.4085277807812	-70822.7921375638	10586.866383649387	36666.3603077369	5372.860722169309	5.290104744265884E-4	5.290104744265887E-4	-70822.7921375638	0.0	-1912.877217070733	
1320000	-72731.87658032776	-1933.94285182755	-70797.93372850021	10619.30724771636	36915.77645573263	5485.710122018984	5.135076653901488E-4	5.135076653901485E-4	-70797.93372850021	0.0	-1914.849370813204	
1330000	-72740.39779137702	-1940.7477440222929	-70799.65004735473	10589.678780525315	37205.75835968936	6892.722718037303	5.172553946341902E-4	5.172553946341906E-4	-70799.65004735473	0.0	-1921.137874718317	
1340000	-72746.52404772994	-1933.9734852462352	-70812.55056248371	10612.503262866054	36915.75213070494	5571.800726013256	5.135531049918834E-4	5.135531049918843E-4	-70812.55056248371	0.0	-1914.8627229737779	
1350000	-72747.66270066427	-1925.9158422665994	-70821.74685839767	10535.460960660628	35891.709002242605	5692.442745206061	5.365510932065146E-4	5.365510932065139E-4	-70821.74685839767	0.0	-1906.448152064985	
