state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent 
320000	-72648.7641182628	-2787.1288740353043	-69861.6352442275	1042798.8634921524	2931354.674113673	371268.26379905985	7.075210317223318E-6	7.075210317223322E-6	-69861.6352442275	0.0	-2766.366822399513	
330000	-72647.18665796769	-2791.819628070625	-69855.36702989707	1046281.0535351075	2989574.4054821073	433338.1044733249	6.782104889312661E-6	6.782104889312665E-6	-69855.36702989707	0.0	-2771.398314713538	
340000	-72628.82894769199	-2789.309494578338	-69839.51945311365	1046240.4735180378	2965378.6769801737	411066.785302948	7.025178773909267E-6	7.025178773909262E-6	-69839.51945311365	0.0	-2768.3625659187483	
350000	-72632.41458326123	-2785.2718106006996	-69847.14277266053	1041291.3529257938	2920967.4126243973	417771.7283271346	7.106821224569768E-6	7.106821224569761E-6	-69847.14277266053	0.0	-2764.368902457784	
360000	-72637.00376307446	-2793.5067976976475	-69843.49696537682	1050922.4103372234	3025760.105159992	432434.7696329964	6.61152802673086E-6	6.611528026730858E-6	-69843.49696537682	0.0	-2773.3770325720757	
370000	-72650.14102893804	-2790.274785775699	-69859.86624316234	1047585.9128477742	2974729.9504242064	438364.70942041057	6.950142736741474E-6	6.950142736741462E-6	-69859.86624316234	0.0	-2769.4280226516926	
380000	-72632.3160059715	-2795.1541036676567	-69837.16190230385	1044328.6221600525	3003365.1199518247	419406.1655011337	6.958651501274857E-6	6.958651501274863E-6	-69837.16190230385	0.0	-2774.131156814229	
390000	-72634.96184116637	-2793.4437652277084	-69841.51807593866	1043653.0396815841	2989525.988827327	387155.68381380243	6.945107793736547E-6	6.945107793736551E-6	-69841.51807593866	0.0	-2772.636287096066	
400000	-72637.87488698718	-2797.3506544235934	-69840.52423256358	1045490.6575771563	3049918.410128331	408303.35377237736	6.637503102781188E-6	6.63750310278119E-6	-69840.52423256358	0.0	-2777.0413809296497	
410000	-72638.56782841781	-2797.5891684461076	-69840.9786599717	1043187.8589716569	3043264.794825858	421464.28850902116	6.640857421552134E-6	6.640857421552129E-6	-69840.9786599717	0.0	-2777.2807810345835	
420000	-72633.05458702965	-2802.7394959408625	-69830.31509108879	1048067.2010468597	3093886.8564502946	446417.5261651285	6.564084008028379E-6	6.564084008028368E-6	-69830.31509108879	0.0	-2782.2890059741076	
430000	-72639.98059078082	-2798.9796697926126	-69841.00092098821	1049811.4626773384	3074432.3296054006	435346.9277745573	6.622069845987621E-6	6.622069845987618E-6	-69841.00092098821	0.0	-2778.4961674015917	
440000	-72643.19036864534	-2810.8012183826936	-69832.38915026265	1048029.8614409547	3181052.9840986286	478718.9471629507	6.261586274914676E-6	6.261586274914687E-6	-69832.38915026265	0.0	-2790.708446696433	
450000	-72658.87396845517	-2810.1800730007167	-69848.69389545445	1047584.8294344033	3168433.9942977973	400215.9142893751	6.2731709161027725E-6	6.27317091610277E-6	-69848.69389545445	0.0	-2790.3058089182978	
460000	-72656.82186127038	-2815.478380784118	-69841.34348048626	1049731.6069210023	3239807.7358306115	446640.7999494411	6.195623209802652E-6	6.195623209802653E-6	-69841.34348048626	0.0	-2795.3152238639323	
470000	-72638.6599921847	-2817.300211969842	-69821.35978021486	1049373.7262966405	3248776.209957606	517219.7722220534	6.013779084001511E-6	6.013779084001508E-6	-69821.35978021486	0.0	-2797.5418245225324	
480000	-72625.86822356627	-2811.955425139103	-69813.91279842716	1054304.9888425937	3207468.882150837	487824.8197588078	6.2753183559837446E-6	6.2753183559837556E-6	-69813.91279842716	0.0	-2791.637399706321	
490000	-72633.56513690132	-2807.440396832256	-69826.12474006906	1050496.7451347795	3144249.3256259295	408349.84401419613	6.3686440721121074E-6	6.3686440721121015E-6	-69826.12474006906	0.0	-2787.386152365651	
500000	-72651.04061283806	-2806.045938295532	-69844.99467454253	1054865.8288866554	3143149.0325607816	425365.9072947436	6.4515218525000095E-6	6.451521852500012E-6	-69844.99467454253	0.0	-2785.6907387679603	
510000	-72616.59341291722	-2802.230418515789	-69814.36299440144	1050888.0114568274	3102855.9437890183	426133.42679233494	6.500507117730475E-6	6.500507117730477E-6	-69814.36299440144	0.0	-2781.9711405821017	
520000	-72629.7280796798	-2803.476547059545	-69826.25153262026	1048214.5733879037	3097502.2543976824	423685.4653328772	6.5571663473568885E-6	6.557166347356891E-6	-69826.25153262026	0.0	-2783.077127255289	
530000	-72629.73380684509	-2803.309989115718	-69826.42381772937	1045330.143509344	3090432.460779463	419074.3185737806	6.598112858762252E-6	6.598112858762252E-6	-69826.42381772937	0.0	-2782.8370726968924	
540000	-72640.8151976223	-2802.955931239722	-69837.85926638258	1050298.6155336432	3086207.7467083046	499568.03352321737	6.554383793818405E-6	6.554383793818398E-6	-69837.85926638258	0.0	-2782.472792226088	
550000	-72633.20066158702	-2808.667931153129	-69824.53273043389	1050436.7833231757	3164597.8360067536	454144.1401807914	6.327903579349322E-6	6.3279035793493236E-6	-69824.53273043389	0.0	-2788.513165372634	
560000	-72657.6935835605	-2804.077721085453	-69853.61586247504	1050646.1804519969	3109944.2247303254	491727.29311201326	6.546913857650108E-6	6.546913857650118E-6	-69853.61586247504	0.0	-2783.482455709596	
570000	-72628.10125327476	-2803.01667521975	-69825.084578055	1048463.433591023	3095426.422274349	388077.2115286645	6.557058236546198E-6	6.557058236546204E-6	-69825.084578055	0.0	-2782.718661725218	
580000	-72636.30734304985	-2805.2650551061133	-69831.04228794374	1047828.579059803	3119808.2868566564	477713.34908310283	6.370814332583199E-6	6.370814332583199E-6	-69831.04228794374	0.0	-2785.198737355512	
590000	-72644.91538185072	-2804.5001606019882	-69840.41522124872	1047384.3042970975	3131539.827281668	444451.95348423754	6.3442299922839285E-6	6.344229992283926E-6	-69840.41522124872	0.0	-2784.5184896378173	
600000	-72627.73763995121	-2795.8369502891524	-69831.90068966206	1047095.9116417649	3043646.319827481	422071.46881868935	6.782877220070471E-6	6.782877220070472E-6	-69831.90068966206	0.0	-2775.081814111071	
610000	-72651.66987209796	-2793.9424638511205	-69857.72740824684	1044929.5600866582	3013243.5887295185	362421.8588645884	6.732831231922438E-6	6.732831231922421E-6	-69857.72740824684	0.0	-2773.69539543397	
620000	-72629.21446727448	-2794.860823883033	-69834.35364339144	1046551.8701988996	3024433.666139544	415657.85510105506	6.707608290458957E-6	6.707608290458948E-6	-69834.35364339144	0.0	-2774.4813761321475	
630000	-72648.39296308883	-2804.267836814995	-69844.12512627384	1049516.58123188	3106304.420136162	467801.25645940314	6.546022618558662E-6	6.546022618558663E-6	-69844.12512627384	0.0	-2783.7485326661226	
640000	-72641.13936385141	-2804.4013337934143	-69836.738030058	1050485.5159133235	3141904.971917628	422148.0808186337	6.421075048118407E-6	6.421075048118402E-6	-69836.738030058	0.0	-2784.159582224974	
650000	-72664.45504874787	-2805.6947901350304	-69858.76025861283	1049671.700589806	3155681.6716707773	445308.4193483823	6.4759025304058E-6	6.475902530405801E-6	-69858.76025861283	0.0	-2785.136084703384	
660000	-72639.09690547352	-2805.648775349762	-69833.44813012375	1045944.4517631892	3111790.717623751	482696.95335951645	6.484086933560473E-6	6.484086933560462E-6	-69833.44813012375	0.0	-2785.2605787941066	
670000	-72656.73502373238	-2807.9230531939465	-69848.81197053845	1051491.241337676	3155938.4575959947	418967.2457499814	6.367737427503298E-6	6.367737427503296E-6	-69848.81197053845	0.0	-2787.7734841942975	
680000	-72651.40425333737	-2806.86909175604	-69844.53516158133	1049495.1198206595	3134014.668328476	405441.7723744681	6.4468598164336554E-6	6.446859816433655E-6	-69844.53516158133	0.0	-2786.6343124252485	
690000	-72691.574132033	-2814.243176355974	-69877.33095567703	1093428.3546762115	3319244.9509415133	500104.29121504526	6.337417543155231E-6	6.3374175431552276E-6	-69877.33095567703	0.0	-2793.0049418381927	
700000	-72631.39405630397	-2810.8022645594115	-69820.59179174455	1049329.0158859328	3189721.3724657274	461676.5196757743	6.2911461783560946E-6	6.291146178356097E-6	-69820.59179174455	0.0	-2790.5961821473384	
710000	-72653.3662288424	-2816.5438145381027	-69836.82241430429	1239466.8945785095	3608589.0687009064	538346.435016514	6.222243122041566E-6	6.222243122041563E-6	-69836.82241430429	0.0	-2793.8647772689674	
720000	-72646.95999348331	-2814.15270217628	-69832.80729130704	1093956.6966600306	3328928.26887831	423488.59350040596	6.254078208663151E-6	6.254078208663145E-6	-69832.80729130704	0.0	-2793.304896511244	
730000	-72654.36644161724	-2819.6439677986464	-69834.72247381859	1052449.6352683248	3300888.8688956685	492672.0768175704	6.014745987457734E-6	6.0147459874577335E-6	-69834.72247381859	0.0	-2799.625495095203	
740000	-72645.12835622324	-2813.81936236393	-69831.30899385932	1044707.3246358702	3213214.4787751934	431095.9741163161	6.1576551721357065E-6	6.1576551721357065E-6	-69831.30899385932	0.0	-2793.9773430925743	
750000	-72666.32424284467	-2813.42194731587	-69852.9022955288	1053363.8670756575	3224921.7127468637	445955.8573348843	6.232983609897937E-6	6.232983609897936E-6	-69852.9022955288	0.0	-2793.2267602739375	
760000	-72663.06153960107	-2820.328931099622	-69842.73260850145	1052137.105190558	3284960.239320857	514122.417418949	6.112192053150935E-6	6.11219205315094E-6	-69842.73260850145	0.0	-2800.033086699952	
770000	-72639.79960874571	-2812.902052152881	-69826.89755659283	1048572.1264350904	3213248.8813232053	452587.06771460775	6.2320386507601325E-6	6.232038650760132E-6	-69826.89755659283	0.0	-2792.766160620227	
780000	-72645.9808885982	-2816.5868207516805	-69829.39406784653	1050505.3425400944	3248197.5076775444	465216.0479582273	6.176559266970191E-6	6.1765592669702E-6	-69829.39406784653	0.0	-2796.395694186782	
790000	-72668.84547224658	-2823.1187834231578	-69845.72668882343	1053226.2733889162	3322931.9929121574	562890.5566314626	5.773315502789399E-6	5.773315502789393E-6	-69845.72668882343	0.0	-2803.660554252565	
800000	-72667.32240889042	-2817.4117167686195	-69849.9106921218	1056032.3775703672	3289354.121049539	482033.5715348781	5.8968712164281015E-6	5.8968712164281015E-6	-69849.9106921218	0.0	-2797.880330366401	
810000	-72666.28511173582	-2828.3828379694414	-69837.90227376638	1054075.842524577	3392993.8358766437	499894.0244381471	5.791620116347808E-6	5.791620116347815E-6	-69837.90227376638	0.0	-2808.5855511280674	
820000	-72651.74361444135	-2829.33623308581	-69822.40738135554	1053731.2210730652	3408870.3129769	534479.7744565236	5.708158039341235E-6	5.708158039341228E-6	-69822.40738135554	0.0	-2809.674201331816	
830000	-72655.33552195157	-2830.846707644329	-69824.48881430723	1056319.617279338	3430766.167714755	487267.72044668335	5.653780547999568E-6	5.6537805479995665E-6	-69824.48881430723	0.0	-2811.346714832531	
840000	-72662.92382487387	-2822.2162255965018	-69840.70759927736	1051775.8578546348	3319074.2208967423	454462.7587421849	5.89771419200358E-6	5.897714192003578E-6	-69840.70759927736	0.0	-2802.5701093464527	
850000	-72684.92138982935	-2835.729867184567	-69849.19152264479	1057958.615943959	3491009.1615408277	517819.926772866	5.437236666332062E-6	5.437236666332059E-6	-69849.19152264479	0.0	-2816.6126468980897	
860000	-72663.33905481845	-2838.9247711613193	-69824.41428365714	1062618.8362146378	3474207.4909384684	657785.897903796	5.507032320748763E-6	5.507032320748756E-6	-69824.41428365714	0.0	-2819.4083793173263	
870000	-72658.22873649812	-2828.2331623047176	-69829.9955741934	1055727.304535005	3403531.7034801114	495777.95858164364	5.703554269595354E-6	5.703554269595353E-6	-69829.9955741934	0.0	-2808.692058745479	
880000	-72676.42916644242	-2829.9197399381565	-69846.50942650427	1056418.1865826782	3416537.458921614	478213.5864475288	5.699075423858339E-6	5.699075423858336E-6	-69846.50942650427	0.0	-2810.3581299631082	
890000	-72670.9108506626	-2832.680292948415	-69838.2305577142	1057020.9644424268	3448474.7194742975	538946.0673916773	5.436810174859332E-6	5.436810174859327E-6	-69838.2305577142	0.0	-2813.749735086002	
900000	-72664.87702942146	-2827.94117514805	-69836.93585427341	1055422.0571714595	3392300.0295842006	506269.1206099401	5.781294262128009E-6	5.781294262128013E-6	-69836.93585427341	0.0	-2808.1710526947204	
910000	-72680.68967244671	-2835.056638534564	-69845.63303391215	1056165.9121022716	3458422.7887610416	582427.1931462551	5.569328230492855E-6	5.569328230492854E-6	-69845.63303391215	0.0	-2815.525502113893	
920000	-72672.52750066496	-2841.447150625805	-69831.08035003916	1054773.1069032555	3559161.5089566214	570267.146345188	5.277457554977334E-6	5.277457554977337E-6	-69831.08035003916	0.0	-2822.4561525021436	
930000	-72691.68717773171	-2839.406589351011	-69852.2805883807	1058908.8110788036	3558354.4853333426	545545.5736717653	5.34910839848237E-6	5.349108398482376E-6	-69852.2805883807	0.0	-2820.2023536393795	
940000	-72691.52718409584	-2839.2358487990496	-69852.29133529679	1058027.205015404	3553655.495065387	519921.85316030495	5.42508009375853E-6	5.425080093758531E-6	-69852.29133529679	0.0	-2819.8271669945993	
950000	-72668.89368093078	-2839.7447718654394	-69829.14890906533	1064794.956138254	3563564.9353608005	485119.8957871497	5.330810033439221E-6	5.330810033439223E-6	-69829.14890906533	0.0	-2820.6977075347104	
960000	-72640.71591668043	-2833.41587513986	-69807.30004154057	1054034.2945013868	3454772.882083064	522205.34386978624	5.582764010302912E-6	5.582764010302913E-6	-69807.30004154057	0.0	-2813.9660592379482	
970000	-72660.81283825284	-2828.7171933492814	-69832.09564490356	1059390.0300324154	3421863.7847697083	485264.11593658826	5.603251992804391E-6	5.603251992804391E-6	-69832.09564490356	0.0	-2809.4477444159525	
980000	-72638.68538952312	-2833.3010311694516	-69805.38435835367	1053727.1679325977	3443696.106376782	524806.7677256333	5.595732771584373E-6	5.595732771584372E-6	-69805.38435835367	0.0	-2813.8606587352806	
990000	-72658.60811982577	-2833.5578400343916	-69825.05027979138	1055257.1498365076	3461988.703622131	512733.1880493028	5.616321385833054E-6	5.6163213858330585E-6	-69825.05027979138	0.0	-2813.9679167191302	
1000000	-72672.78729628873	-2835.1728709804497	-69837.61442530829	1055020.7587080307	3471542.739713709	559632.4275698995	5.537936621905625E-6	5.537936621905623E-6	-69837.61442530829	0.0	-2815.7222860090037	
1010000	-72677.5133021139	-2837.6685621401753	-69839.84473997373	1061087.1456323531	3532548.4192270366	534509.2834136212	5.3426428599453955E-6	5.342642859945395E-6	-69839.84473997373	0.0	-2818.6426083351957	
1020000	-72665.10359821974	-2840.8554625972592	-69824.24813562247	1056100.306019218	3546462.7138809874	578881.7954535544	5.432010075939629E-6	5.432010075939627E-6	-69824.24813562247	0.0	-2821.352154155246	
1030000	-72679.07620902786	-2837.8491075657203	-69841.22710146214	1056606.2991466715	3519399.4713476324	542249.3585070055	5.476041021649948E-6	5.476041021649946E-6	-69841.22710146214	0.0	-2818.395350044308	
1040000	-72669.27354778672	-2840.0729546672765	-69829.20059311944	1055051.796928642	3546302.5910678003	486283.0242119294	5.350251822247197E-6	5.3502518222472E-6	-69829.20059311944	0.0	-2821.042323248352	
1050000	-72669.88260479654	-2839.3509338497925	-69830.53167094674	1057398.0463324334	3527549.4850083375	576729.1770742548	5.385261664971037E-6	5.385261664971045E-6	-69830.53167094674	0.0	-2820.120643146516	
1060000	-72687.18758790943	-2840.7008201508293	-69846.4867677586	1060858.2316013458	3567354.053633689	556742.2695308124	5.3628049857705945E-6	5.362804985770586E-6	-69846.4867677586	0.0	-2821.3792524625665	
1070000	-72659.52226526708	-2836.9125349671044	-69822.60973029997	1048372.3720998669	3492941.998011457	505708.3207142448	5.5110338121741285E-6	5.511033812174126E-6	-69822.60973029997	0.0	-2817.5442398514633	
1080000	-72667.89096220201	-2848.9599387042695	-69818.93102349775	1060586.1232473415	3649617.84655268	487861.97605430445	5.0959346624606465E-6	5.095934662460647E-6	-69818.93102349775	0.0	-2830.340172104306	
1090000	-72648.34880034419	-2843.084453906559	-69805.26434643763	1061646.3127252753	3602584.9476793623	531280.0976225295	5.16932141633981E-6	5.169321416339809E-6	-69805.26434643763	0.0	-2824.341090446924	
1100000	-72690.19562324669	-2847.0281031168774	-69843.16752012982	1064751.0358388128	3659051.2033450003	527759.5387137547	5.149052671621568E-6	5.149052671621567E-6	-69843.16752012982	0.0	-2828.083400882518	
1110000	-72686.14664894473	-2846.578740640633	-69839.5679083041	1066800.021780728	3655914.0888368688	513472.3340572925	5.146185643695243E-6	5.146185643695248E-6	-69839.5679083041	0.0	-2827.687967410475	
1120000	-72677.7332797987	-2848.779220377496	-69828.9540594212	1060590.2482040513	3664802.251129331	570999.6806724151	5.127953612767285E-6	5.127953612767279E-6	-69828.9540594212	0.0	-2829.806319971466	
1130000	-72681.58745475792	-2852.3234747318097	-69829.26398002611	1062976.785177659	3704971.2099811877	626161.7849461148	5.020425181286374E-6	5.020425181286376E-6	-69829.26398002611	0.0	-2833.466805959506	
1140000	-72687.31077196819	-2850.287121473717	-69837.02365049448	1062642.0084713432	3693248.7669614265	522595.90412040416	5.030678225040955E-6	5.030678225040952E-6	-69837.02365049448	0.0	-2831.6296329847924	
1150000	-72668.5137075719	-2853.4788312179753	-69815.03487635392	1068346.5636152893	3737671.0095125367	523100.47943527985	4.999385162651839E-6	4.9993851626518445E-6	-69815.03487635392	0.0	-2834.7229648769694	
1160000	-72700.53423832152	-2853.213683380301	-69847.32055494122	1061617.3990417332	3727113.1205264395	599283.6946243781	4.9329618264643674E-6	4.932961826464358E-6	-69847.32055494122	0.0	-2834.6274790640955	
1170000	-72659.98848361344	-2857.5066996907804	-69802.48178392266	1065043.969758409	3775783.565147575	566002.5335225126	4.934837178318971E-6	4.934837178318971E-6	-69802.48178392266	0.0	-2838.736758482389	
1180000	-72674.73922573171	-2844.638456869837	-69830.10076886187	1060627.0254550038	3616716.298949723	552432.804753406	5.216415984114489E-6	5.216415984114493E-6	-69830.10076886187	0.0	-2825.6100966591343	
1190000	-72675.463851266	-2850.6803337292263	-69824.78351753678	1061075.4803962235	3689463.5290803383	582075.8581194162	5.0498745180867165E-6	5.049874518086718E-6	-69824.78351753678	0.0	-2831.8608542583997	
1200000	-72669.7809908225	-2855.68754897894	-69814.09344184356	1059052.8296456635	3731872.6217194693	510748.41811786895	5.013922567770232E-6	5.0139225677702365E-6	-69814.09344184356	0.0	-2836.9280876177163	
1210000	-72673.6318724615	-2852.3535711482964	-69821.2783013132	1062527.526739077	3713670.5797470636	567760.6440256224	5.009875024361169E-6	5.009875024361174E-6	-69821.2783013132	0.0	-2833.5925409659203	
1220000	-72679.57045910375	-2852.535511250853	-69827.0349478529	1062198.506728033	3730860.9483222673	573221.3408030123	5.037189542556743E-6	5.037189542556745E-6	-69827.0349478529	0.0	-2833.5764712711293	
1230000	-72694.45768893496	-2850.0037297088334	-69844.45395922613	1059897.7864226548	3693360.0735284965	548378.7365803889	5.084755195946572E-6	5.0847551959465705E-6	-69844.45395922613	0.0	-2831.0924669205474	
1240000	-72665.09228482952	-2856.2065188761594	-69808.88576595335	1060042.033385014	3776553.2743792543	570364.2532152244	4.951914421895301E-6	4.9519144218953025E-6	-69808.88576595335	0.0	-2837.3589841442035	
1250000	-72671.38105280089	-2861.0338080453444	-69810.34724475554	1064755.3685764477	3850044.3005030155	553557.9231564158	4.831761617168004E-6	4.8317616171680006E-6	-69810.34724475554	0.0	-2842.336772475109	
1260000	-72694.48150915165	-2857.045297556677	-69837.43621159498	1066766.0453842173	3786188.7985761696	544480.381173192	4.9083645910354825E-6	4.908364591035478E-6	-69837.43621159498	0.0	-2838.367070502998	
1270000	-72685.91858284836	-2860.1140947417407	-69825.80448810662	1063889.7585700375	3814412.44249014	572825.9574997452	4.914545498588881E-6	4.914545498588888E-6	-69825.80448810662	0.0	-2841.226093329029	
1280000	-72685.99895120718	-2857.1480257861917	-69828.85092542098	1061654.8802963027	3781292.137965323	573144.5486195066	4.900612195076266E-6	4.900612195076262E-6	-69828.85092542098	0.0	-2838.471984632337	
1290000	-72687.4502517594	-2855.6323442394646	-69831.81790751993	1063107.7787097818	3753150.972579594	529393.8403311773	5.025125054227251E-6	5.025125054227255E-6	-69831.81790751993	0.0	-2836.690021639623	
1300000	-72705.44157663449	-2857.4674059111544	-69847.97417072333	1061399.6065894065	3795350.490440367	605046.5652622303	4.8602906869221505E-6	4.8602906869221505E-6	-69847.97417072333	0.0	-2838.8273234395765	
1310000	-72685.48307001979	-2857.718489177277	-69827.76458084251	1063377.4204036735	3804065.0646798536	578321.5942791065	4.866459386414808E-6	4.8664593864148045E-6	-69827.76458084251	0.0	-2839.0582730681263	
1320000	-72687.02908436795	-2854.64487314435	-69832.3842112236	1063108.5121979336	3738436.982382456	572889.3523725467	5.0896322400689015E-6	5.089632240068902E-6	-69832.3842112236	0.0	-2835.4480325058835	
1330000	-72682.75868670865	-2848.3901643025843	-69834.36852240606	1061052.2605183888	3654511.662149241	557487.3912101975	5.144248094217332E-6	5.144248094217331E-6	-69834.36852240606	0.0	-2829.4314417291866	
1340000	-72679.56622999794	-2858.016666076573	-69821.54956392138	1058854.4627383603	3784479.2260504616	586909.3101957209	4.871920399914367E-6	4.871920399914363E-6	-69821.54956392138	0.0	-2839.413214605681	
1350000	-72684.08520957196	-2862.6314574775993	-69821.45375209436	1064482.0107916866	3829589.47128678	498581.3010125852	4.804314955277988E-6	4.8043149552779946E-6	-69821.45375209436	0.0	-2844.2431487501244	
