state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent 
1020000	-8212.841956405491	-2844.6060006043767	-5368.235955801115	1095112.4638729764	5293945.1611851845	650450.2951094338	8.830874195071984E-8	8.830874195071975E-8	-5368.235955801115	0.0	-2846.0429643778125	
1030000	-8213.589191129784	-2850.2385958770265	-5363.350595252758	1069596.550942975	5204319.233963242	590012.3692106964	9.84168160484704E-8	9.841681604847038E-8	-5363.350595252758	0.0	-2851.6656664316697	
1040000	-8229.89146297886	-2858.8821824089027	-5371.009280569958	1085635.8413999004	5480106.232269098	660582.9062196829	7.77005107306031E-8	7.770051073060304E-8	-5371.009280569958	0.0	-2860.426652022759	
1050000	-8224.978042259725	-2843.3405326577313	-5381.637509601993	1064337.898945643	5016407.761674468	577195.5995366743	1.002228954432111E-7	1.0022289544321109E-7	-5381.637509601993	0.0	-2844.7715192357514	
1060000	-8209.622840035197	-2830.8614468850537	-5378.761393150144	1076244.8999868606	5158011.757883938	571212.4794263402	9.439804991489853E-8	9.43980499148985E-8	-5378.761393150144	0.0	-2832.36256273658	
1070000	-8221.329981126652	-2853.494773450454	-5367.835207676198	1057922.6327483812	5325541.240520488	618213.1634981915	8.877346488935054E-8	8.87734648893506E-8	-5367.835207676198	0.0	-2854.977654635599	
1080000	-8231.880627399161	-2863.2973243311344	-5368.583303068026	1084165.9849874368	5624496.517661286	649660.9357083115	8.78251145215363E-8	8.782511452153626E-8	-5368.583303068026	0.0	-2864.7420616334803	
1090000	-8222.963281795037	-2849.913533818884	-5373.0497479761525	1073059.1105176592	5148026.755171096	736997.204113265	9.538222844611717E-8	9.538222844611725E-8	-5373.0497479761525	0.0	-2851.149548037082	
1100000	-8229.417090311852	-2856.8714171157676	-5372.545673196085	1074728.912357115	5250580.311783888	676765.532872639	8.842166333627791E-8	8.842166333627796E-8	-5372.545673196085	0.0	-2858.2672059693327	
1110000	-8216.970303579064	-2848.7736245394312	-5368.196679039634	1092611.3064610402	5304622.589215743	595486.5502346737	8.55172919422733E-8	8.551729194227326E-8	-5368.196679039634	0.0	-2850.3298067668306	
1120000	-8211.015734781846	-2842.600285157355	-5368.41544962449	1079412.9804538959	5039353.1319330195	634973.6894619574	1.0424796963912122E-7	1.0424796963912115E-7	-5368.41544962449	0.0	-2843.8958799077004	
1130000	-8216.37408842229	-2833.255040041662	-5383.119048380628	1078188.2348552186	4888452.999120027	582960.2132261595	9.933651592069915E-8	9.933651592069912E-8	-5383.119048380628	0.0	-2834.684768517191	
1140000	-8217.017949279021	-2849.3167446736234	-5367.701204605398	1080764.4778716837	5071270.173231904	641489.3598673171	9.341511553101166E-8	9.341511553101166E-8	-5367.701204605398	0.0	-2850.711755834891	
1150000	-8217.00951869744	-2857.3032638332634	-5359.706254864176	1077442.3398506714	5296249.365617935	579458.2705721194	9.98463436936559E-8	9.984634369365591E-8	-5359.706254864176	0.0	-2858.7333102545444	
1160000	-8208.612539346903	-2833.969207823896	-5374.643331523007	1095426.4684367417	5041572.304060833	538542.8110616264	1.0059665546961864E-7	1.0059665546961885E-7	-5374.643331523007	0.0	-2835.465742986963	
1170000	-8222.419641307777	-2840.8798486588203	-5381.539792648957	1094147.0208850924	5115269.312082857	601306.0881102032	9.85943357093744E-8	9.859433570937442E-8	-5381.539792648957	0.0	-2842.2862840700027	
1180000	-8250.728449151822	-2880.294064892493	-5370.434384259328	1106783.0606057006	5895359.555417524	720855.4844518863	8.823288179965409E-8	8.82328817996541E-8	-5370.434384259328	0.0	-2881.629822536871	
1190000	-8235.148014684424	-2871.9616768836354	-5363.186337800788	1093511.1247271714	5734165.445239976	710157.2779548672	8.273811307622462E-8	8.273811307622461E-8	-5363.186337800788	0.0	-2873.376405298991	
1200000	-8250.579154247183	-2877.2780052746516	-5373.301148972531	1087945.9266532676	5837385.543974478	670048.9794586084	7.796483788560173E-8	7.796483788560188E-8	-5373.301148972531	0.0	-2878.808824162748	
1210000	-8280.83474394139	-2904.369969360502	-5376.464774580888	1103137.589378168	6664864.046842804	735126.7795361863	6.828074581587274E-8	6.82807458158728E-8	-5376.464774580888	0.0	-2905.940723341968	
1220000	-8267.376419323942	-2910.7118462522785	-5356.664573071664	1098610.9810075022	6547648.221861477	966587.8148130194	7.253295095764372E-8	7.253295095764372E-8	-5356.664573071664	0.0	-2911.949954317627	
1230000	-8259.8284578752	-2899.185811760797	-5360.642646114403	1108659.3693350784	6319009.250475639	747104.0253169296	8.000762227391284E-8	8.000762227391278E-8	-5360.642646114403	0.0	-2900.584026659782	
1240000	-8230.350485774821	-2850.0400402946157	-5380.310445480206	1071724.4460135817	5239366.7017808305	572985.6202186975	9.68112415676514E-8	9.681124156765135E-8	-5380.310445480206	0.0	-2851.5129368105286	
1250000	-8191.352298613832	-2844.5383615908154	-5346.8139370230165	1070484.959011801	4986666.8529167455	564852.2705215405	9.814023088417449E-8	9.814023088417453E-8	-5346.8139370230165	0.0	-2846.011857870217	
1260000	-8231.772106683398	-2869.8710528410015	-5361.901053842397	1085097.2998992598	5695699.932689693	664090.9164552961	7.975058636613591E-8	7.975058636613595E-8	-5361.901053842397	0.0	-2871.3880700437744	
1270000	-8229.093422120988	-2852.3634839888996	-5376.729938132089	1085485.5780394892	5310725.841078479	656836.3804539745	9.35540763717503E-8	9.35540763717502E-8	-5376.729938132089	0.0	-2853.734071413029	
1280000	-8196.064563712145	-2847.00245092611	-5349.062112786035	1097375.837784284	5211391.896896721	625376.6645459665	9.428645666752185E-8	9.428645666752182E-8	-5349.062112786035	0.0	-2848.414255803483	
1290000	-8196.929761284493	-2843.2468023416936	-5353.682958942799	1083964.707784695	4999690.939307872	580267.6734480197	9.322287351887694E-8	9.322287351887691E-8	-5353.682958942799	0.0	-2844.7436867495517	
1300000	-8195.93226459942	-2827.9759811609424	-5367.956283438478	1076807.029261703	4884413.445045532	578251.6022435364	1.0203562207355947E-7	1.0203562207355959E-7	-5367.956283438478	0.0	-2829.3872195088616	
1310000	-8241.405490547817	-2873.8663941138157	-5367.539096434001	1091724.0635804401	5663592.325421142	694565.3488905639	8.575721319735751E-8	8.575721319735746E-8	-5367.539096434001	0.0	-2875.2679510301828	
1320000	-8245.822811562797	-2871.7741277314854	-5374.048683831311	1083447.937634432	5679853.1530782515	642126.1819376384	8.550145755421228E-8	8.550145755421234E-8	-5374.048683831311	0.0	-2873.257171132237	
1330000	-8256.45494032558	-2881.1522859240335	-5375.302654401547	1080451.2617648558	5940325.228853566	711808.4108748615	8.201835528460977E-8	8.201835528460976E-8	-5375.302654401547	0.0	-2882.5739398136443	
1340000	-8263.514030857566	-2872.84724400852	-5390.666786849047	1086880.9920558867	5797244.0292840935	667315.8134914475	7.925841119507935E-8	7.925841119507922E-8	-5390.666786849047	0.0	-2874.3661027632456	
