15980000	-8258.817069973793	-3006.6477769390285	-5252.1692930347635	1.0213838822193677E7	1.982405531915755E7	1260179.964802771	3.31208142008112E-8	3.31208142008112E-8	-5252.1692930347635	0.0	-3008.384813344113
16000000	-8246.259320004478	-3005.228486143035	-5241.030833861443	1.020532436378572E7	1.9731787827147983E7	1290813.135226425	3.022103469667636E-8	3.0221034696676374E-8	-5241.030833861443	0.0	-3007.0452578056415
16020000	-8269.14130386045	-3033.003654587941	-5236.1376492725085	1.0249759382099548E7	2.0993143414272748E7	1573983.6420667644	3.0028637263962363E-8	3.0028637263962397E-8	-5236.1376492725085	0.0	-3034.622184227806
16040000	-8267.408431540982	-3041.0829767475902	-5226.325454793391	1.0175697175812671E7	2.113927872298374E7	1661016.4751405471	2.893175367330602E-8	2.893175367330601E-8	-5226.325454793391	0.0	-3042.688559852849
16060000	-8290.546104765908	-3054.055143916177	-5236.490960849732	1.0207968361737717E7	2.1900430500074968E7	2007186.8194680002	3.002710018187168E-8	3.0027100181871685E-8	-5236.490960849732	0.0	-3055.424519033117
16080000	-8282.802431934006	-3022.211467810689	-5260.590964123317	1.0189722992162414E7	2.0584112538226694E7	1581816.5511752767	3.262671707450191E-8	3.262671707450193E-8	-5260.590964123317	0.0	-3023.732508612365
16100000	-8259.78517840842	-3012.6867453444647	-5247.098433063955	1.018540300169297E7	1.9875784838904656E7	1254106.5596851953	3.087761958400337E-8	3.0877619584003324E-8	-5247.098433063955	0.0	-3014.5078529595944
16120000	-8295.949519011265	-3059.020670575025	-5236.9288484362405	1.0180848530329619E7	2.166218755729356E7	1674057.895648282	3.080336500499851E-8	3.080336500499849E-8	-5236.9288484362405	0.0	-3060.5436365919404
16140000	-8285.524018841614	-3048.2074263439144	-5237.316592497699	1.0196474957459645E7	2.0966306621953472E7	1679226.949990656	2.948411638729699E-8	2.948411638729693E-8	-5237.316592497699	0.0	-3049.7819649830662
16160000	-8236.260508013576	-3013.300432602838	-5222.960075410738	1.0153143505329901E7	1.9359238272311807E7	1318778.8140799473	3.2032558737971464E-8	3.203255873797149E-8	-5222.960075410738	0.0	-3015.0333216395607
16180000	-8286.883583854753	-3016.15183014996	-5270.731753704792	1.0212364774147626E7	2.0434862356645893E7	1361918.1474744664	3.2726991143634824E-8	3.2726991143634804E-8	-5270.731753704792	0.0	-3017.8201982918786
16200000	-8282.420846092062	-3039.0051331180657	-5243.415712973996	1.0256386843255404E7	2.146655662708018E7	1730861.1220681495	2.8717530675918582E-8	2.8717530675918576E-8	-5243.415712973996	0.0	-3040.576054501673
16220000	-8265.653052115958	-3017.2861304762664	-5248.366921639691	1.0205596837698745E7	2.0075016709008835E7	1443607.5490840091	3.060082034584706E-8	3.0600820345847046E-8	-5248.366921639691	0.0	-3018.9754106074097
16240000	-8259.470222511061	-3009.9121767976253	-5249.5580457134365	1.020191547170717E7	1.976701927503033E7	1298892.92298966	3.353852967012498E-8	3.353852967012498E-8	-5249.5580457134365	0.0	-3011.6048803969934
